namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	eu_14_votersreg	eu_14_votersvalid	eu_14_nevolici	eu_14_other	eu_14_nova	eu_14_kdh	eu_14_smer	eu_14_most	eu_14_ol	eu_14_sas	eu_14_sdku	eu_14_smk
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1042	212	830	108	104	1027	139	903	19	10	23	39	0	33	5	10	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	42	255	29	13	293	35	262	4	0	19	8	0	2	2	0	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	68	414	25	43	482	78	404	22	5	17	12	0	11	6	5	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	433	50	383	39	11	419	75	358	8	0	1	2	20	1	1	0	42
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	118	200	74	44	318	54	264	15	3	2	33	0	0	0	0	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	29	130	20	9	154	20	139	8	2	0	7	2	0	1	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	412	54	363	28	26	417	35	382	12	2	2	10	4	0	2	3	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	979	211	768	110	101	978	97	882	26	7	2	45	2	7	6	2	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1017	275	742	143	132	1015	126	891	22	2	5	76	1	6	8	6	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	152	61	91	35	26	149	35	117	13	0	0	18	0	1	3	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	101	156	82	19	246	81	176	11	2	3	7	39	2	0	0	17
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	562	93	469	59	34	529	53	509	8	1	0	2	14	1	1	3	23
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	19	80	14	5	99	9	90	4	0	0	3	0	0	0	0	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	142	26	117	15	11	143	20	123	6	1	1	10	0	1	1	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	129	51	78	21	30	128	39	90	16	0	5	13	1	1	0	1	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	474	114	360	35	79	474	71	403	28	0	6	23	0	7	6	1	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	115	216	41	74	331	55	276	9	5	1	26	0	1	7	6	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	248	79	180	50	29	259	58	201	14	1	3	31	0	3	0	6	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	122	311	45	77	426	72	361	17	8	2	32	0	10	2	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	50	181	16	34	231	44	187	7	1	1	5	21	0	0	0	9
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	58	93	38	20	151	40	111	10	0	3	21	0	1	2	3	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	31	128	22	9	137	29	130	6	1	1	16	0	0	3	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1306	248	1058	93	155	1290	105	1201	22	6	0	21	23	9	7	6	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	144	37	108	26	11	145	57	88	4	1	0	3	39	0	0	0	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	80	513	34	46	590	60	533	17	5	2	5	12	10	0	0	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	60	200	46	14	247	40	220	7	3	1	2	10	3	0	10	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	15	190	10	5	194	73	132	17	0	0	0	8	0	0	0	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	217	70	153	26	44	223	37	186	20	1	1	10	0	5	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	32	76	16	16	108	21	87	6	0	1	12	0	0	2	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	194	47	147	23	24	191	39	155	4	0	3	3	17	1	0	2	9
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	563	135	432	58	77	567	75	492	19	1	13	22	1	9	7	3	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	39	137	21	18	170	21	155	8	0	0	0	3	0	1	1	8
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	865	205	660	77	128	844	110	755	30	6	0	39	0	13	15	7	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	166	653	87	79	819	87	732	22	4	2	36	0	12	9	2	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	22	138	13	9	160	36	124	5	4	4	2	1	16	3	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	22	45	11	11	67	14	53	10	0	0	2	2	0	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	75	24	56	15	9	80	23	57	3	0	1	13	0	1	0	5	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	671	213	470	85	128	683	87	596	17	2	6	34	1	6	5	16	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1187	273	914	122	151	1164	146	1041	40	2	4	66	2	13	10	9	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	70	130	10	60	200	29	171	9	0	7	7	0	0	1	5	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1257	353	904	52	301	1241	92	1165	37	1	7	22	0	14	8	2	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	294	115	179	38	77	290	75	219	25	5	19	17	1	2	2	4	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	188	558	45	143	739	87	659	18	4	26	17	1	10	4	7	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	90	273	52	38	363	52	311	14	1	9	20	0	4	2	2	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	23	101	8	15	120	12	112	3	2	0	4	0	0	0	3	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	94	388	39	55	481	49	433	20	3	3	21	0	0	1	1	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	114	266	63	51	380	67	313	10	1	11	26	0	13	3	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	900	199	701	56	143	891	78	822	35	1	0	33	0	2	5	2	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	820	180	644	63	117	824	94	730	54	2	1	26	0	8	3	0	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	54	125	21	33	179	34	145	14	0	0	12	0	1	1	6	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	645	139	524	33	106	663	49	614	14	6	13	8	0	2	3	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	715	191	524	38	153	708	61	654	18	4	11	22	0	2	2	2	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	28	58	21	7	85	22	64	5	1	1	13	0	0	2	0	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	21	91	17	4	112	23	89	9	0	1	11	0	0	0	2	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	35	68	17	18	103	27	76	7	0	0	0	12	0	0	0	8
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	902	185	717	41	144	889	64	838	23	1	1	20	0	6	1	12	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	703	171	532	32	139	695	54	649	16	4	12	13	2	2	2	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	861	219	642	32	187	851	57	804	27	2	3	11	0	6	1	7	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	250	564	124	126	765	119	695	30	0	5	71	3	4	2	4	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	956	242	714	117	125	952	66	890	23	1	0	28	1	11	1	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	818	272	546	87	185	807	90	728	34	5	6	28	3	6	4	4	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	855	234	621	115	119	851	98	757	35	3	5	44	0	4	7	0	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	956	264	692	172	92	943	91	865	28	4	9	36	2	6	5	0	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	66	105	17	49	170	30	141	13	6	2	7	0	1	1	0	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	47	90	24	23	137	40	97	12	0	3	19	0	1	3	1	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	771	240	531	78	162	764	83	688	34	0	12	16	2	4	13	2	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	82	147	29	53	228	22	207	6	1	1	11	0	1	2	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	280	92	188	21	71	278	49	231	9	6	7	11	0	7	4	5	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	12	7	9	3	19	7	12	3	0	0	4	0	0	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	10	27	6	4	37	11	26	4	0	0	6	0	0	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	466	87	379	32	55	460	44	422	18	2	0	15	0	4	3	1	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	37	165	16	21	201	34	168	19	1	2	9	1	0	1	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	68	58	26	42	126	41	85	12	1	0	20	0	4	3	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	19	53	11	8	72	16	56	11	2	2	0	0	0	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	16	69	12	4	84	13	72	9	0	1	2	0	1	0	0	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1107	273	848	89	184	1121	132	989	37	5	7	57	0	9	5	12	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	539	135	414	88	47	549	74	475	21	2	5	28	0	10	3	5	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	540	178	362	91	87	540	96	444	22	2	18	40	0	9	2	3	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	88	388	42	46	476	52	424	19	3	6	12	0	1	2	9	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	222	565	40	182	778	105	682	17	8	63	5	0	4	2	6	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	46	11	16	73	11	62	2	1	0	7	1	0	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	148	350	84	64	498	86	412	18	1	10	44	0	4	8	1	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	29	130	18	11	159	31	128	1	1	0	2	11	0	0	2	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	556	141	427	134	7	568	134	434	18	8	0	2	20	8	1	0	77
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1349	232	1117	186	46	1334	224	1125	18	3	0	7	56	0	0	1	139
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	102	244	38	64	336	21	325	8	0	0	13	0	0	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	32	172	18	14	204	81	123	18	4	1	2	10	34	1	0	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	120	638	83	37	758	81	677	18	3	1	23	19	3	1	2	11
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	29	78	26	3	107	34	73	1	0	0	0	4	0	0	0	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	296	81	215	58	23	274	34	262	15	2	2	11	1	0	0	2	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	90	326	47	43	414	87	329	16	0	4	25	41	0	1	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	32	19	5	27	42	23	28	8	1	9	1	1	3	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	15	27	5	10	41	17	25	8	1	0	5	0	0	0	3	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	109	195	49	60	296	44	260	30	0	0	13	0	0	0	1	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	79	165	51	28	241	35	209	7	1	4	17	0	0	0	6	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	72	192	21	51	264	45	219	23	0	3	12	0	1	1	5	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	242	780	47	195	999	51	971	14	2	2	16	0	6	5	5	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	892	254	638	95	159	870	83	809	20	1	2	33	5	10	8	2	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1108	340	768	99	241	1100	102	1006	35	2	7	39	0	11	4	4	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	914	215	699	65	150	908	109	805	24	2	0	50	2	18	3	10	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1118	272	846	41	231	1102	78	1040	23	0	7	31	0	5	8	4	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	902	229	673	61	168	884	81	821	25	3	3	40	2	1	2	5	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1072	258	826	95	163	1084	71	1013	26	1	1	26	1	4	6	6	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	157	909	63	94	1064	60	1006	25	3	6	17	1	7	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	944	299	645	80	219	926	116	828	19	5	3	62	2	0	12	10	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	131	351	11	120	479	31	451	8	1	7	11	0	2	1	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	206	677	56	150	876	70	813	16	0	1	38	0	4	7	4	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	279	107	172	36	71	271	88	191	39	0	4	19	1	16	4	5	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	601	226	375	93	133	593	134	467	45	17	25	25	0	6	9	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	29	161	13	16	190	39	151	3	4	1	1	9	0	4	0	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	404	128	276	56	72	402	43	361	15	3	0	16	1	2	5	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	637	21	630	13	8	651	174	477	6	1	0	1	10	0	1	0	155
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	680	65	615	36	29	678	185	495	9	4	0	0	21	6	1	3	141
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1133	130	1026	66	64	1156	97	1059	13	5	10	24	16	0	4	5	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	447	101	346	57	44	439	72	375	15	6	0	14	15	4	1	3	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	555	106	449	50	56	526	78	477	15	8	2	22	14	1	1	2	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	148	505	51	97	633	105	548	35	1	0	14	12	2	9	2	30
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	216	57	159	17	40	212	33	183	7	6	1	16	0	3	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	677	174	503	77	97	659	95	582	13	3	1	24	23	4	5	6	16
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	999	188	811	66	122	970	94	905	17	4	1	40	11	1	6	3	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1020	187	833	72	115	993	147	873	26	1	5	21	17	6	8	13	50
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	191	866	70	121	1037	113	944	32	2	3	13	23	1	8	3	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	189	37	157	20	17	194	18	176	7	0	1	0	0	0	1	0	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	64	172	21	43	236	40	196	10	0	2	15	6	1	1	2	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	792	161	631	73	88	778	96	696	14	3	0	20	16	3	7	10	23
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	674	136	538	58	78	651	95	579	21	0	0	21	22	1	5	3	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	814	227	587	118	109	800	144	670	31	7	5	36	25	5	5	8	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	210	605	101	109	791	136	679	27	5	8	32	16	7	6	13	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	707	135	572	74	61	682	96	611	21	3	1	21	19	2	3	4	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	842	145	697	56	89	818	75	767	16	3	1	16	17	3	8	3	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	782	169	613	47	122	776	84	698	26	2	3	17	14	7	3	2	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	218	917	63	155	1106	98	1037	22	3	2	11	33	3	4	3	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	74	417	29	45	491	70	421	21	7	2	15	6	0	3	3	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1159	227	932	56	171	1126	96	1063	30	8	1	21	5	2	13	9	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	253	974	72	181	1206	81	1146	23	1	0	18	18	3	10	4	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	800	186	614	57	129	768	65	735	17	4	3	13	14	1	3	3	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1052	177	875	80	97	1037	111	941	31	4	2	23	22	1	6	6	16
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	568	70	507	68	2	577	19	558	11	3	1	1	1	1	1	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	136	39	97	20	19	132	13	123	1	0	1	3	7	0	0	0	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	49	97	23	26	146	41	105	13	1	2	21	1	0	3	0	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	116	302	49	67	405	55	363	25	1	2	22	0	3	0	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	182	861	76	106	1043	111	932	34	1	0	24	18	3	5	4	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	103	169	38	65	272	41	231	9	0	0	24	3	3	0	2	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	217	72	145	37	35	209	50	167	22	1	6	13	0	2	3	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	44	63	21	23	107	30	77	12	0	0	15	0	1	0	2	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	420	134	294	71	63	428	55	373	6	8	10	23	0	3	1	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	49	260	28	21	309	25	284	2	0	0	10	3	1	1	1	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	126	547	50	76	673	90	583	39	11	6	24	0	0	3	6	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	16	93	7	9	109	13	96	10	0	1	1	1	0	0	0	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	12	32	7	5	44	11	33	3	0	0	7	0	0	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	223	71	157	27	44	228	43	185	12	3	14	8	1	0	2	3	0
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	32	78	30	2	110	9	101	4	0	1	4	0	0	0	0	0
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	754	188	566	102	86	739	98	656	23	4	12	44	2	3	5	5	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	67	117	38	29	184	26	158	5	0	2	11	0	3	4	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	133	45	89	22	23	134	9	125	4	0	0	3	0	1	1	0	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	238	700	75	163	938	148	790	37	16	23	22	0	37	7	6	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	34	290	26	8	324	50	274	6	2	2	1	5	0	0	0	34
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	183	33	150	23	10	183	28	155	9	1	2	9	1	0	1	2	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	831	236	660	62	174	896	115	781	26	2	16	21	0	15	9	26	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	40	52	16	24	87	14	78	5	0	2	5	0	1	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	87	27	65	13	14	92	17	75	6	0	1	6	0	1	3	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	975	273	702	63	210	901	128	847	28	12	12	27	1	15	4	29	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	55	134	41	14	189	23	166	6	5	0	7	0	0	2	3	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	615	126	489	65	61	607	71	544	7	5	27	24	0	0	5	3	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1061	271	795	110	161	1066	122	944	28	6	13	31	1	23	12	8	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	41	123	14	27	164	20	144	9	0	2	8	0	0	1	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	265	296	129	136	557	118	443	48	5	1	63	0	0	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	150	106	106	44	256	77	179	20	2	0	54	0	0	0	0	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	183	54	129	26	28	183	28	155	6	0	1	4	4	0	1	0	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	691	102	589	56	46	678	55	636	12	0	8	26	3	1	1	3	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	133	245	59	74	378	81	297	18	2	13	38	0	4	5	1	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	398	115	286	40	75	401	54	347	14	9	14	10	0	1	3	3	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	402	110	292	26	84	399	64	338	24	3	4	25	0	3	3	1	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	818	183	635	74	109	814	91	727	15	7	3	29	1	14	13	9	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1546	473	1073	225	248	1518	295	1251	70	15	26	75	0	53	33	21	2
