namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	pr2_14_votersreg	pr2_14_votersvalid	pr2_14_nevolici	pr2_14_fico	pr2_14_kiska	
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	9	657	197	460	37	42	108	10	648	301	356	164	137	
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	10	1030	273	757	14	63	170	26	1004	462	568	253	209	
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	11	1272	419	853	96	63	217	43	1252	509	763	286	223	
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	12	1087	317	770	22	61	197	37	1043	486	601	279	207	
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	13	495	182	313	13	32	119	18	478	295	200	176	119	
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	14	1232	333	899	24	76	210	23	1191	514	718	307	207	
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	15	220	57	176	7	12	30	8	233	116	117	40	76	
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	1	384	85	299	12	15	57	1	384	176	208	117	59	
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	2	88	18	70	1	3	14	0	88	42	46	32	10	
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	3	120	32	88	5	7	15	5	120	63	57	41	22	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518280	Devièie	1	250	101	149	17	23	49	12	243	156	94	105	51	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511358	Divín	1	789	196	640	21	45	106	24	836	451	385	275	176	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511358	Divín	2	881	160	721	37	29	85	9	864	375	506	224	151	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518298	Dobrá Niva	1	1554	372	1182	21	49	236	66	1508	787	767	390	397	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511366	Dobroè	1	502	107	395	9	27	59	12	489	247	255	156	91	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511366	Dobroè	2	42	8	38	0	4	4	0	46	32	14	19	13	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515957	Dolinka	1	412	77	335	19	2	33	23	406	168	244	9	159	
Banskobystrickı kraj	602	Brezno	603	Brezno	508535	Dolná Lehota	1	609	97	547	23	13	53	8	644	322	322	196	126	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508543	Dolná Mièiná	1	311	77	243	16	16	35	10	320	161	159	72	89	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515965	Dolná Strehová	1	871	105	766	24	20	34	27	852	421	450	250	171	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516724	Dolná Trnávka	1	295	115	180	24	38	48	5	289	176	119	64	112	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516732	Dolná Ves	1	203	41	162	1	6	30	4	202	114	89	74	40	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516741	Dolná daòa	1	673	130	543	20	36	66	8	669	334	339	155	179	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518301	Dolné Mladonice	1	105	40	67	13	6	19	2	107	57	50	37	20	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515973	Dolné Plachtince	1	491	72	429	18	17	33	4	501	230	271	123	107	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515981	Dolné Strháre	1	173	43	136	6	4	22	11	179	93	86	57	36	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514632	Dolné Zahorany	1	157	37	121	5	4	21	7	158	93	65	8	85	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518310	Dolnı Badín	1	213	99	115	15	30	48	6	214	132	82	57	75	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508551	Dolnı Harmanec	1	192	48	145	8	14	19	7	193	102	91	52	50	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518336	Domaníky	1	163	39	126	12	3	23	1	165	85	80	42	43	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508560	Donovaly	1	175	56	268	7	22	19	8	324	242	82	58	184	
Banskobystrickı kraj	602	Brezno	603	Brezno	508578	Drábsko	1	160	40	124	2	9	28	1	164	78	86	45	33	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514641	Draice	1	181	25	156	5	4	10	6	181	66	115	6	60	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518344	Dráovce	1	101	32	79	9	4	16	3	111	70	41	44	26	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514659	Drienèany	1	161	54	115	7	17	30	0	169	85	84	41	44	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518352	Drienovo	1	87	32	61	10	9	8	5	93	51	42	21	30	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514667	Dròa	1	137	44	101	10	8	12	14	145	60	85	10	50	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514675	Drkovce	1	403	172	233	40	23	81	28	405	141	264	19	122	
Banskobystrickı kraj	603	Luèenec	607	Poltár	557323	Ïubákovo	1	79	23	69	0	10	11	2	92	52	40	25	27	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514683	Dubno	1	120	57	78	7	8	33	9	135	53	82	10	43	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518361	Dubové	1	216	62	545	4	4	52	2	607	328	279	174	154	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514691	Dubovec	1	391	98	293	28	16	42	12	381	128	263	7	121	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508586	Dúbravica	1	303	100	203	15	26	44	15	295	139	164	89	50	
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	1	537	183	354	20	34	126	3	525	278	259	156	122	
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	2	167	58	111	3	8	45	2	169	90	79	67	23	
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	3	98	53	50	5	14	29	5	103	65	38	37	28	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518387	Dudince	1	1245	261	1319	24	44	156	37	1580	991	589	473	518	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557919	Dulovo	1	120	20	104	10	3	6	1	124	40	84	6	34	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515990	Ïurkovce	1	113	26	90	8	0	16	2	116	51	65	13	38	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514713	Figa	1	316	99	217	61	13	17	8	305	103	213	37	66	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	1	961	175	786	18	39	82	36	925	334	627	83	251	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	2	882	136	746	41	11	60	24	864	258	624	44	214	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	3	924	158	766	23	11	93	31	886	275	649	75	200	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	4	918	197	721	26	22	92	57	890	342	576	72	270	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	5	1013	218	795	27	29	100	62	979	401	612	75	326	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	6	621	85	536	14	8	48	15	611	184	437	35	149	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	7	946	97	849	14	15	51	17	923	199	747	36	163	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	8	762	137	625	27	15	61	34	741	222	540	54	168	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	9	1181	184	997	32	24	86	42	1152	322	859	56	266	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511404	Fi¾akovské Kováèe	1	705	104	604	19	15	53	17	708	239	469	46	193	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514721	Gemer	1	689	90	599	27	11	19	33	683	248	441	38	210	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514730	Gemerèek	1	90	17	75	0	1	11	5	92	39	53	5	34	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514756	Gemerská Ves	1	695	78	623	29	7	36	6	701	186	515	31	155	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514764	Gemerské Dechtáre	1	363	129	234	21	6	75	27	358	147	216	15	132	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557889	Gemerské Michalovce	1	79	26	53	5	1	4	16	77	43	36	2	41	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	1	165	44	122	5	6	33	0	166	86	80	80	6	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	2	132	47	86	7	9	27	4	133	79	54	56	23	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514781	Gemerskı Jablonec	1	585	196	389	32	10	123	31	580	186	399	24	162	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	1	107	26	87	5	12	9	0	113	57	56	28	29	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	2	134	43	92	10	9	17	7	135	64	71	16	48	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516007	Glabušovce	1	94	38	59	2	0	31	5	97	63	34	12	51	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514799	Gortva	1	393	76	317	50	3	12	11	390	60	333	16	44	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557331	Gregorova Vieska	1	107	26	81	3	5	11	7	107	56	51	26	30	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514811	Hajnáèka	1	961	232	729	26	8	168	30	956	438	523	108	330	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511421	Haliè	1	1387	369	1018	49	85	152	83	1340	670	717	261	409	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508594	Harmanec	1	750	130	620	17	35	63	15	740	321	429	198	123	
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	1	745	138	607	18	49	60	11	716	382	363	218	164	
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	2	791	81	710	7	32	32	10	774	347	444	229	118	
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	3	760	151	609	20	65	50	16	741	398	362	259	139	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508616	Hiade¾	1	433	92	349	6	22	34	30	441	193	248	106	87	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	1	1236	201	1035	39	47	98	17	1210	625	611	300	325	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	2	1182	269	913	26	58	159	26	1123	604	578	298	306	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	1	342	63	279	15	14	25	9	228	80	262	44	36	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	2	704	80	624	14	31	30	5	703	158	546	107	51	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	3	845	155	690	17	37	79	22	805	286	559	161	125	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	4	1182	300	882	21	114	120	45	1146	481	701	251	230	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	5	670	180	490	5	55	101	19	644	293	377	201	92	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	6	917	225	692	16	92	84	33	843	356	561	178	178	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	7	1053	183	870	43	54	69	17	1041	328	725	195	133	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514837	Hodejov	1	1053	187	872	89	47	37	14	1059	267	792	86	181	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514845	Hodejovec	1	156	17	141	1	4	8	4	158	72	86	22	50	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	1	561	86	502	8	13	47	18	588	237	351	115	122	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	2	1186	297	889	34	28	183	52	1138	552	634	347	205	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	3	104	37	81	1	10	23	3	118	77	41	47	30	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511439	Holiša	1	480	55	425	11	2	26	16	466	173	307	63	110	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518409	Hontianske Moravce	1	714	252	462	32	55	152	13	677	316	398	201	115	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518417	Hontianske Nemce	1	1223	204	1019	21	54	101	28	1200	564	659	306	258	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	1	415	78	337	32	7	33	6	415	145	270	83	62	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	2	51	16	41	1	0	15	0	57	35	22	28	7	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	3	145	22	124	2	2	17	1	146	64	82	37	27	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	4	84	32	66	13	4	12	3	98	63	35	36	27	
Banskobystrickı kraj	602	Brezno	603	Brezno	508624	Horná Lehota	1	480	106	374	6	28	60	12	444	226	254	91	135	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508632	Horná Mièiná	1	473	135	338	22	28	63	22	469	268	205	107	161	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516015	Horná Strehová	1	132	30	108	9	11	8	2	138	74	64	26	48	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	581747	Horná Ves	1	595	112	786	12	30	44	26	898	444	454	279	165	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516791	Horná daòa	1	435	95	340	16	11	61	7	430	213	222	113	100	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516805	Horné Hámre	1	492	114	392	15	30	62	7	506	284	222	147	137	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518433	Horné Mladonice	1	134	60	86	22	8	30	0	146	73	73	41	32	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516023	Horné Plachtince	1	172	28	147	8	7	12	1	175	71	104	54	17	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508641	Horné Pršany	1	321	119	202	25	23	55	16	319	196	125	102	94	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516031	Horné Strháre	1	190	42	150	11	8	20	3	192	100	92	37	63	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514853	Horné Zahorany	1	112	41	71	5	11	22	3	105	70	42	45	25	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518441	Hornı Badín	1	147	82	66	12	20	40	10	148	97	51	47	50	
Banskobystrickı kraj	606	Zvolen	604	Detva	518450	Hornı Tisovník	1	177	75	106	10	18	40	7	181	124	57	77	47	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514861	Hostice	1	675	215	466	109	15	45	46	681	145	536	17	128	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514870	Hostišovce	1	158	25	133	5	2	17	1	156	53	105	47	6	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516813	Hrabièov	1	474	93	398	22	22	45	4	491	238	253	149	89	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511447	Hradište	1	218	86	735	4	22	57	3	821	438	383	245	193	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	1	656	141	515	12	50	71	8	640	314	342	205	109	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	2	57	22	36	2	9	10	1	58	27	31	14	13	
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	1	418	77	341	15	6	56	0	414	174	244	138	36	
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	2	742	210	532	26	37	130	17	740	276	466	199	77	
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	3	201	60	154	9	6	42	3	214	80	134	54	26	
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	4	220	82	148	3	11	65	3	230	105	125	82	23	
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	5	196	52	159	3	5	42	2	211	97	114	65	32	
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	6	375	76	301	8	20	41	7	377	142	235	107	35	
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	7	512	114	398	16	22	63	13	495	197	315	137	60	
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	8	814	215	599	30	25	127	33	798	368	446	233	135	
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	9	768	232	571	20	25	160	27	803	426	377	252	174	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514896	Hrlica	1	61	22	40	5	5	12	0	62	30	32	21	9	
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	1	655	182	473	42	53	75	12	648	274	381	171	103	
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	2	106	22	89	1	7	14	0	111	45	66	35	10	
Banskobystrickı kraj	603	Luèenec	607	Poltár	514918	Hrnèiarske Zaluany	1	720	179	541	26	43	87	23	708	325	395	171	154	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	1	956	133	837	33	42	39	19	970	434	536	281	153	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	2	229	27	202	11	7	5	4	224	129	100	55	74	
Banskobystrickı kraj	602	Brezno	603	Brezno	508667	Hronec	1	951	220	778	19	42	136	23	998	494	504	237	257	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580236	Hronsek	1	542	134	410	8	35	64	27	544	339	205	161	178	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518476	Hronská Breznica	1	221	66	155	1	8	46	11	212	125	96	84	41	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516821	Hronská Dúbrava	1	330	75	260	7	5	55	8	335	174	161	103	71	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	1	822	116	706	23	13	74	6	807	402	420	282	120	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	2	185	49	137	5	26	13	5	186	92	94	42	50	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516040	Hrušov	1	698	140	558	14	9	103	14	669	328	370	236	92	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	1	112	23	92	2	4	17	0	115	70	45	55	15	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	2	56	25	33	2	1	19	3	58	38	20	25	13	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514934	Hubovo	1	113	17	98	3	0	11	3	115	45	70	3	42	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525766	Hucín	1	629	81	549	17	10	46	8	630	142	488	37	105	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514942	Husiná	1	374	37	337	4	1	25	7	371	145	229	20	125	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514951	Chanava	1	542	127	416	22	2	68	35	543	202	341	14	188	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514969	Chrámec	1	303	96	207	19	17	51	9	297	126	177	13	113	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516058	Chrastince	1	199	29	173	11	4	7	7	202	71	131	17	54	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516066	Chrany	1	122	41	83	9	5	25	2	124	66	58	47	19	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514977	Chvalová	1	130	48	84	12	6	24	6	132	65	67	33	32	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525774	Chyné	1	328	57	271	6	21	26	4	328	150	178	81	69	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516848	Ihráè	1	460	64	396	9	11	39	5	457	222	238	106	116	
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516856	Ilija	1	271	70	207	14	19	21	16	277	146	131	80	66	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516074	Ipe¾ské Predmostie	1	535	97	438	12	5	55	25	507	203	332	16	187	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514985	Ivanice	1	180	72	121	38	12	20	2	193	81	112	19	62	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518484	Jalšovík	1	164	68	96	9	11	38	10	156	93	71	51	42	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514993	Janice	1	138	88	62	29	7	46	6	150	68	82	13	55	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516872	Janova Lehota	1	775	388	394	65	65	236	22	782	500	282	297	203	
Banskobystrickı kraj	602	Brezno	603	Brezno	508691	Jarabá	1	35	10	40	3	2	5	0	50	34	16	12	22	
Banskobystrickı kraj	602	Brezno	603	Brezno	508705	Jasenie	1	958	168	790	19	36	101	12	947	442	516	264	178	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516881	Jastrabá	1	471	85	394	23	14	35	13	479	227	252	92	135	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	1	1128	87	1041	19	41	18	9	1120	253	875	166	87	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	2	1150	160	990	25	81	36	18	1138	318	832	163	155	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511463	Jelšovec	1	227	57	170	8	5	43	1	226	67	160	39	28	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	1	872	125	747	44	20	34	27	44	33	839	23	10	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	2	914	90	825	12	38	21	19	915	315	600	84	231	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515019	Jestice	1	139	34	105	7	0	18	9	132	39	100	6	33	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	217	731	20	41	128	28	927	481	467	253	228	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	915	186	729	24	39	106	17	914	437	478	225	212	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	22	161	1	2	15	4	183	84	99	12	72	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	521	116	408	57	10	30	19	524	197	327	22	175	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	77	478	13	28	34	2	555	123	432	91	32	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	292	76	216	2	2	36	36	276	169	123	19	150	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	163	65	98	30	0	35	0	159	68	95	63	5	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	266	113	153	13	7	61	32	263	117	149	12	105	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	52	145	6	9	34	3	197	109	88	76	33	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	249	50	199	9	0	33	8	240	80	169	11	69	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	804	196	608	15	80	84	17	782	339	465	223	116	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	801	178	623	8	54	103	13	782	332	469	230	102	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	865	190	679	17	53	94	26	869	323	546	234	89	
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	129	290	3	22	79	25	419	221	198	157	64	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	166	28	138	4	5	19	0	163	84	82	54	30	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	798	350	448	55	48	239	8	779	311	487	214	97	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	797	334	472	53	88	178	15	806	401	405	236	165	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	805	368	437	31	81	241	15	790	392	413	239	153	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	60	183	11	5	12	32	207	97	146	9	88	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	33	223	12	6	6	9	256	93	163	22	71	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	38	312	6	16	9	7	350	135	215	63	72	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	96	236	12	33	24	27	332	217	115	73	144	
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	790	295	502	28	40	186	41	797	402	395	256	146	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	61	398	8	4	44	5	456	160	299	60	100	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	56	341	7	0	29	20	390	165	232	15	150	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	359	77	282	14	10	44	9	357	185	174	113	72	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	55	219	5	24	24	2	274	148	126	104	44	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1264	407	920	47	63	247	50	1327	794	533	343	451	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	126	185	8	11	51	56	288	128	183	25	103	
