namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	pr2_14_votersreg	pr2_14_votersvalid	pr2_14_nevolici	pr2_14_fico	pr2_14_kiska	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	7	13	0	0	7	0	20	14	6	13	1	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	8	90	0	3	5	0	98	71	27	52	19	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	465	70	395	3	18	40	9	454	180	285	133	47	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	40	166	5	13	21	1	206	103	103	73	30	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	58	72	6	15	35	2	130	88	42	63	25	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	21	50	6	0	7	8	71	31	40	20	11	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	5	82	1	2	1	1	87	26	61	5	21	
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1112	189	931	15	50	103	21	1120	581	539	274	307	
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	540	133	410	21	12	81	19	543	278	265	169	109	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	539	217	322	38	42	131	6	532	298	241	219	79	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	92	380	15	15	51	11	461	229	243	141	88	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	183	604	19	68	51	45	776	392	395	109	283	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	47	8	6	9	4	74	52	22	30	22	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	160	349	35	17	94	14	509	307	202	197	110	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	39	119	4	2	27	6	158	76	82	1	75	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	553	114	446	43	5	56	10	560	164	396	4	160	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1351	374	977	43	16	245	70	1333	514	837	81	433	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	64	282	4	21	36	3	336	117	229	83	34	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	69	131	18	9	12	30	200	60	140	22	38	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	140	615	28	4	99	9	754	278	477	85	193	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	37	72	2	2	29	4	109	50	59	2	48	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	299	168	131	16	16	125	11	273	131	168	90	41	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	96	320	8	17	37	34	413	169	247	103	66	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	27	24	1	12	11	3	43	29	22	7	22	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	16	33	3	5	5	3	49	32	17	12	20	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	104	200	6	29	64	5	291	144	160	109	35	
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	76	168	3	4	58	11	238	130	114	92	38	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	88	190	25	17	41	5	278	164	114	93	71	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	157	865	21	54	48	34	989	402	620	160	242	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	891	194	697	14	47	114	19	858	381	510	220	161	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1111	245	866	29	83	115	18	1084	477	634	255	222	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	911	186	725	19	51	94	22	896	381	530	200	181	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1119	185	934	31	78	60	16	1091	459	660	232	227	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	901	165	736	13	60	82	10	896	380	521	219	161	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1073	219	854	38	57	89	35	1063	403	670	192	211	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	119	947	22	26	60	11	1065	312	754	194	118	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	945	251	694	25	81	110	35	913	495	450	223	272	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	118	364	12	53	37	16	469	234	248	98	136	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	142	741	13	56	65	8	853	367	516	212	155	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	278	137	141	10	51	58	18	257	177	101	85	92	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	603	182	421	34	43	79	26	592	361	242	167	194	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	52	137	12	4	23	13	182	56	133	8	48	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	405	102	303	8	42	44	8	401	181	224	96	85	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	640	104	545	63	4	23	14	649	127	522	10	117	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	681	153	528	56	25	54	18	670	183	498	12	171	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1122	127	1002	16	16	65	30	1129	287	842	109	178	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	448	104	344	11	23	52	18	433	215	233	54	161	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	553	102	451	9	18	53	22	502	231	322	88	143	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	141	512	9	33	68	31	610	290	363	67	223	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	217	80	137	9	36	29	6	211	103	114	69	34	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	678	154	524	11	37	83	23	660	323	355	117	206	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	997	144	853	6	45	70	23	976	384	613	175	209	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1019	219	800	10	52	103	54	977	459	560	126	333	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	145	912	18	37	55	35	1033	368	689	109	259	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	194	33	161	6	12	4	11	191	61	133	20	41	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	50	184	6	17	24	3	234	100	134	53	47	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	789	150	639	9	45	74	22	775	345	444	130	215	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	675	165	510	16	38	72	39	653	329	346	98	231	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	815	205	610	14	37	109	45	797	424	391	148	276	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	195	620	10	45	109	31	787	424	391	171	253	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	708	140	568	16	34	69	21	664	274	434	97	177	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	843	124	719	16	33	43	32	799	274	569	72	202	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	784	128	656	10	42	52	24	749	312	472	114	198	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	163	972	17	51	50	45	1096	430	705	95	335	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	85	413	4	22	36	23	498	242	256	70	172	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1161	159	1002	15	57	54	33	1106	429	732	122	307	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	164	1063	17	57	58	32	1193	476	751	128	348	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	798	143	655	11	51	54	27	781	317	481	95	222	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1071	190	881	33	45	73	39	1039	383	688	116	267	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	570	165	412	56	0	107	2	577	100	477	95	5	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	135	47	88	12	11	18	6	129	45	90	17	28	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	47	92	6	5	33	3	138	69	70	36	33	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	81	337	15	29	34	3	406	193	225	141	52	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	151	888	25	23	57	46	1031	401	638	121	280	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	88	184	11	21	52	4	269	155	117	111	44	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	215	57	158	3	12	35	7	208	112	103	76	36	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	40	66	2	16	18	4	106	62	44	40	22	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	419	102	320	19	19	54	10	422	242	180	124	118	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	69	245	14	9	35	11	314	148	166	55	93	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	128	541	20	37	65	6	669	325	344	245	80	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	12	1161	7	1	3	1	1173	664	509	406	258	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	20	25	1	6	13	0	45	31	14	28	3	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	224	69	165	19	16	32	2	234	146	88	77	69	
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	12	98	7	2	3	0	110	54	56	45	9	
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	753	190	563	21	31	122	16	731	345	408	194	151	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	51	132	7	3	40	1	183	108	75	61	47	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	132	35	97	5	12	18	0	131	63	69	35	28	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	383	554	54	130	152	47	915	448	489	167	281	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	55	268	7	1	28	19	321	83	240	8	75	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	185	44	141	10	2	26	6	185	89	96	45	44	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	833	209	693	18	55	67	69	902	518	384	187	331	
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	48	44	5	12	26	5	90	49	43	38	11	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	88	25	68	4	7	13	1	93	56	37	37	19	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	974	279	695	40	77	74	88	882	447	527	141	306	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	67	123	10	4	45	8	190	97	93	55	42	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	616	159	472	41	25	89	4	631	269	362	144	125	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1051	210	844	21	39	130	20	1054	512	542	207	305	
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	25	149	3	7	14	1	174	107	67	64	43	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	126	435	13	67	45	1	559	289	272	229	60	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	116	142	10	21	85	0	258	160	98	144	16	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	185	41	144	3	9	19	10	183	75	110	20	55	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	690	58	632	11	7	38	2	690	257	433	166	91	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	127	301	19	26	70	12	428	283	145	167	116	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	399	163	236	42	36	68	17	399	201	198	90	111	
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	403	130	273	29	9	87	5	391	184	219	99	85	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	817	149	668	17	26	80	26	811	433	384	132	301	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1550	432	1118	66	85	200	81	1483	899	651	258	641	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	790	248	542	21	46	123	58	752	496	294	191	305	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1001	274	727	36	47	141	50	977	530	471	185	345	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	26	103	6	6	11	3	129	120	9	62	58	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	12	111	2	3	6	1	121	44	79	38	6	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	181	684	18	76	69	18	842	388	477	161	227	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	904	156	748	18	66	51	21	884	446	458	175	271	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	938	172	766	18	44	74	36	915	461	477	171	290	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	475	57	418	9	8	20	20	419	159	316	59	100	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	124	20	107	4	2	8	6	127	49	78	26	23	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	75	211	6	2	52	15	285	124	162	7	117	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	541	145	396	14	23	84	24	496	257	284	156	101	
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	274	54	231	3	11	34	6	285	141	144	67	74	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	206	680	48	66	75	17	865	390	496	216	174	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	453	121	371	15	36	48	22	492	291	201	111	180	
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	789	242	547	16	69	138	19	780	395	394	206	189	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	273	52	221	20	6	21	5	269	92	181	42	50	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	547	61	486	3	16	35	7	528	237	310	157	80	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	136	524	27	40	59	10	660	355	305	209	146	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	213	50	163	17	11	12	10	201	71	142	6	65	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	28	30	7	3	18	0	58	37	21	27	10	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	160	29	136	5	6	18	0	165	86	79	56	30	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	52	157	7	3	40	2	209	108	101	91	17	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	65	3	0	8	1	77	42	35	31	11	
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	364	118	249	16	19	77	6	367	205	162	134	71	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	317	109	216	65	1	41	2	325	173	152	154	19	
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	996	242	754	63	50	86	43	992	458	538	277	181	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	429	115	315	38	8	56	13	430	150	280	25	125	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	268	95	181	10	22	56	7	276	173	103	116	57	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	176	708	66	24	61	25	880	265	619	27	238	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	414	190	224	111	16	29	34	410	171	243	10	161	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	185	20	167	1	1	9	9	187	75	112	14	61	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	667	126	541	54	18	35	19	649	148	519	25	123	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	124	128	29	5	84	6	252	122	130	77	45	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	117	39	91	7	6	26	0	130	77	53	54	23	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	158	50	128	14	7	24	5	178	122	56	38	84	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	19	53	3	4	11	1	72	29	43	18	11	
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	154	605	27	14	72	41	759	409	350	226	183	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	79	212	8	7	50	14	291	113	178	12	101	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	15	55	1	2	11	1	70	43	27	25	18	
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1041	210	831	8	97	87	18	1041	443	598	314	129	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	121	303	17	8	72	24	420	119	305	39	80	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	444	169	275	28	5	68	68	424	190	254	13	177	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	495	131	364	22	31	53	25	491	313	182	127	186	
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1036	194	860	26	29	130	9	1054	573	481	370	203	
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	109	1003	20	31	35	23	1112	410	702	246	164	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	55	202	5	22	26	2	257	150	107	90	60	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	128	380	13	28	87	0	507	256	252	186	70	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	461	80	382	10	24	36	10	462	147	315	80	67	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	796	217	586	19	61	115	22	803	384	419	216	168	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	859	223	636	16	65	108	34	858	372	487	186	186	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	768	171	597	17	77	70	7	759	299	469	145	154	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	387	85	305	17	35	28	5	390	147	243	76	71	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	97	188	24	24	44	5	285	147	138	101	46	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1173	476	697	43	92	302	39	1166	631	542	361	270	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	33	120	6	6	16	5	153	72	81	8	64	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	329	81	250	10	14	51	6	331	136	195	39	97	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	137	454	33	9	55	40	572	186	405	36	150	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	130	479	19	8	69	34	591	190	419	38	152	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	476	118	358	28	11	46	33	470	150	326	18	132	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	738	140	598	22	22	59	37	704	232	506	49	183	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	739	155	584	27	17	83	28	726	195	544	36	159	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	953	155	798	22	44	61	28	911	276	677	39	237	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1137	266	871	54	36	116	60	1098	346	791	56	290	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	119	480	7	14	75	23	566	210	389	41	169	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	90	309	4	13	60	13	374	157	242	84	73	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	29	77	4	2	18	5	106	52	54	23	29	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	67	175	13	12	38	4	241	135	107	99	36	
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	49	120	5	1	19	24	168	85	84	8	77	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	323	37	286	12	5	14	6	321	75	248	32	43	
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	150	810	16	43	76	15	958	474	486	248	226	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	82	229	7	16	54	5	308	195	116	74	121	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	35	65	3	14	15	3	98	62	38	32	30	
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	316	90	226	13	33	40	4	314	147	169	99	48	
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	192	81	122	5	14	60	2	203	109	94	82	27	
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	35	96	2	9	19	5	131	89	42	37	52	
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	102	239	11	14	73	4	340	206	135	117	89	
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	157	285	24	33	90	10	439	207	235	143	64	
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	60	86	7	15	37	1	144	96	50	68	28	
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	786	194	599	16	28	141	9	793	333	460	246	87	
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	28	66	5	5	16	2	94	55	39	34	21	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	476	128	348	82	14	25	7	462	125	351	27	98	
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1244	299	945	26	110	122	41	1224	636	608	328	308	
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	238	896	22	94	98	24	1134	548	586	323	225	
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	110	337	10	43	47	10	447	234	213	107	127	
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	276	53	229	5	14	29	5	282	110	172	53	57	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	55	154	33	3	15	4	209	87	122	14	73	
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	37	209	20	5	10	2	246	103	143	89	14	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	640	126	514	37	12	55	22	636	201	439	32	169	
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	218	60	158	13	2	35	10	216	79	139	6	73	
