namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	vuc2_09_votersreg	vuc2_09_votersvalid	vuc2_09_nevolici	vuc2_09_manka	vuc2_09_mikus
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	2	88	18	308	1	3	14	0	326	53	273	30	23
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	3	120	32	88	5	7	15	5	92	21	99	13	8
Banskobystrickı kraj	606	Zvolen	605	Krupina	518280	Devièie	1	250	101	149	17	23	49	12	231	65	185	42	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511358	Divín	1	789	196	593	21	45	106	24	757	147	642	81	66
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511358	Divín	2	881	160	721	37	29	85	9	877	143	738	90	53
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518298	Dobrá Niva	1	1554	372	1182	21	49	236	66	1 533	308	1246	180	128
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511366	Dobroè	1	502	107	402	9	27	59	12	509	77	432	45	32
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511366	Dobroè	2	42	8	36	0	4	4	0	44	9	35	8	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515957	Dolinka	1	412	77	335	19	2	33	23	392	30	382	6	24
Banskobystrickı kraj	602	Brezno	603	Brezno	508535	Dolná Lehota	1	609	97	512	23	13	53	8	603	78	531	30	48
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508543	Dolná Mièiná	1	311	77	234	16	16	35	10	296	42	269	23	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515965	Dolná Strehová	1	871	105	766	24	20	34	27	841	211	660	114	97
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516724	Dolná Trnávka	1	295	115	189	24	38	48	5	304	79	225	32	47
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516732	Dolná Ves	1	203	41	167	1	6	30	4	208	26	182	14	12
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516741	Dolná daòa	1	673	130	543	20	36	66	8	558	101	572	63	38
Banskobystrickı kraj	606	Zvolen	605	Krupina	518301	Dolné Mladonice	1	105	40	65	13	6	19	2	105	29	76	13	16
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515973	Dolné Plachtince	1	491	72	421	18	17	33	4	493	71	422	50	21
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515981	Dolné Strháre	1	173	43	130	6	4	22	11	163	60	113	31	29
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514632	Dolné Zahorany	1	157	37	130	5	4	21	7	167	26	141	16	10
Banskobystrickı kraj	606	Zvolen	605	Krupina	518310	Dolnı Badín	1	213	99	114	15	30	48	6	206	39	174	22	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508551	Dolnı Harmanec	1	192	48	144	8	14	19	7	180	41	151	21	20
Banskobystrickı kraj	606	Zvolen	605	Krupina	518336	Domaníky	1	163	39	124	12	3	23	1	161	51	112	31	20
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508560	Donovaly	1	175	56	135	7	22	19	8	191	60	131	25	35
Banskobystrickı kraj	602	Brezno	603	Brezno	508578	Drábsko	1	160	40	121	2	9	28	1	161	28	133	15	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514641	Draice	1	181	25	156	5	4	10	6	157	10	171	5	5
Banskobystrickı kraj	606	Zvolen	605	Krupina	518344	Dráovce	1	101	32	69	9	4	16	3	90	35	66	18	17
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514659	Drienèany	1	161	54	116	7	17	30	0	170	39	131	27	12
Banskobystrickı kraj	606	Zvolen	605	Krupina	518352	Drienovo	1	87	32	55	10	9	8	5	87	27	60	16	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514667	Dròa	1	137	44	99	10	8	12	14	143	26	117	14	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514675	Drkovce	1	403	172	231	40	23	81	28	392	112	291	42	70
Banskobystrickı kraj	603	Luèenec	607	Poltár	557323	Ïubákovo	1	79	23	62	0	10	11	2	85	30	55	17	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514683	Dubno	1	120	57	69	7	8	33	9	126	36	90	23	13
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518361	Dubové	1	216	62	154	4	4	52	2	212	71	145	63	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514691	Dubovec	1	391	98	293	28	16	42	12	382	17	374	12	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508586	Dúbravica	1	303	100	203	15	26	44	15	289	48	255	27	21
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	1	537	183	354	20	34	126	3	519	123	414	88	35
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	2	167	58	115	3	8	45	2	173	41	132	34	7
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	3	98	53	50	5	14	29	5	103	20	83	12	8
Banskobystrickı kraj	606	Zvolen	605	Krupina	518387	Dudince	1	1245	261	994	24	44	156	37	1 255	230	1025	124	106
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557919	Dulovo	1	120	20	103	10	3	6	1	123	12	111	2	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515990	Ïurkovce	1	113	26	87	8	0	16	2	106	37	76	9	28
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514713	Figa	1	316	99	217	61	13	17	8	305	38	278	28	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	1	961	175	796	18	39	82	36	971	65	906	44	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	2	882	136	779	41	11	60	24	915	52	863	23	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	3	924	158	766	23	11	93	31	922	57	867	32	25
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	4	918	197	764	26	22	92	57	961	88	873	47	41
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	5	1013	218	817	27	29	100	62	1 035	117	918	60	57
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	6	621	85	541	14	8	48	15	626	27	599	10	17
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	7	946	97	849	14	15	51	17	928	52	894	23	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	8	762	137	645	27	15	61	34	782	50	732	27	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	9	1181	184	997	32	24	86	42	1 153	91	1090	54	37
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511404	Fi¾akovské Kováèe	1	705	104	605	19	15	53	17	709	44	665	13	31
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514721	Gemer	1	689	90	599	27	11	19	33	674	55	634	18	37
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514730	Gemerèek	1	90	17	73	0	1	11	5	89	23	67	11	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514756	Gemerská Ves	1	695	78	617	29	7	36	6	676	66	629	30	36
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514764	Gemerské Dechtáre	1	363	129	234	21	6	75	27	358	47	316	22	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557889	Gemerské Michalovce	1	79	26	53	5	1	4	16	78	20	59	13	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	1	165	44	121	5	6	33	0	165	35	130	31	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	2	132	47	85	7	9	27	4	123	43	89	33	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514781	Gemerskı Jablonec	1	585	196	391	32	10	123	31	587	48	539	31	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	1	107	26	82	5	12	9	0	108	40	68	8	32
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	2	134	43	97	10	9	17	7	140	29	111	12	17
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516007	Glabušovce	1	94	38	56	2	0	31	5	91	30	64	14	16
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514799	Gortva	1	393	76	320	50	3	12	11	396	25	371	6	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557331	Gregorova Vieska	1	107	26	81	3	5	11	7	101	21	86	11	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514811	Hajnáèka	1	961	232	729	26	8	168	30	951	244	717	196	48
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511421	Haliè	1	1387	369	1018	49	85	152	83	1 371	291	1096	91	200
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508594	Harmanec	1	750	130	637	17	35	63	15	767	98	669	73	25
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	1	745	138	620	18	49	60	11	758	150	608	51	99
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	2	791	81	710	7	32	32	10	785	89	702	35	54
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	3	760	151	636	20	65	50	16	787	113	674	36	77
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508616	Hiade¾	1	433	92	351	6	22	34	30	443	59	384	45	14
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	1	1236	201	1046	39	47	98	17	1 247	187	1060	100	87
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	2	1182	269	913	26	58	159	26	1 173	199	983	108	91
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	1	342	63	279	15	14	25	9	219	36	306	28	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	2	704	80	624	14	31	30	5	571	50	654	42	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	3	845	155	690	17	37	79	22	824	97	748	58	39
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	4	1182	300	897	21	114	120	45	1 197	187	1010	123	64
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	5	670	180	527	5	55	101	19	707	132	575	83	49
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	6	917	225	772	16	92	84	33	997	127	870	72	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	7	1053	183	929	43	54	69	17	1 112	97	1015	76	21
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514837	Hodejov	1	1053	187	866	89	47	37	14	1 039	96	957	57	39
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514845	Hodejovec	1	156	17	143	1	4	8	4	160	21	139	13	8
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	1	561	86	490	8	13	47	18	576	50	526	30	20
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	2	1186	297	889	34	28	183	52	1 138	229	957	159	70
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	3	104	37	84	1	10	23	3	121	39	82	31	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511439	Holiša	1	480	55	425	11	2	26	16	476	35	445	17	18
Banskobystrickı kraj	606	Zvolen	605	Krupina	518409	Hontianske Moravce	1	714	252	462	32	55	152	13	708	219	495	158	61
Banskobystrickı kraj	606	Zvolen	605	Krupina	518417	Hontianske Nemce	1	1223	204	1019	21	54	101	28	1 215	168	1055	83	85
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	1	415	78	337	32	7	33	6	399	54	361	33	21
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	2	51	16	41	1	0	15	0	57	18	39	16	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	3	145	22	124	2	2	17	1	146	18	128	12	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	4	84	32	58	13	4	12	3	90	20	70	14	6
Banskobystrickı kraj	602	Brezno	603	Brezno	508624	Horná Lehota	1	480	106	374	6	28	60	12	474	89	391	58	31
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508632	Horná Mièiná	1	473	135	338	22	28	63	22	427	98	375	47	51
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516015	Horná Strehová	1	132	30	106	9	11	8	2	136	32	104	20	12
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	581747	Horná Ves	1	595	112	483	12	30	44	26	579	75	520	45	30
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516791	Horná daòa	1	435	95	340	16	11	61	7	422	64	371	45	19
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516805	Horné Hámre	1	492	114	418	15	30	62	7	532	122	410	58	64
Banskobystrickı kraj	606	Zvolen	605	Krupina	518433	Horné Mladonice	1	134	60	81	22	8	30	0	141	29	112	19	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516023	Horné Plachtince	1	172	28	144	8	7	12	1	167	41	131	24	17
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508641	Horné Pršany	1	321	119	206	25	23	55	16	325	95	230	58	37
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516031	Horné Strháre	1	190	42	154	11	8	20	3	196	48	148	26	22
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514853	Horné Zahorany	1	112	41	75	5	11	22	3	116	41	75	30	11
Banskobystrickı kraj	606	Zvolen	605	Krupina	518441	Hornı Badín	1	147	82	65	12	20	40	10	145	58	89	27	31
Banskobystrickı kraj	606	Zvolen	604	Detva	518450	Hornı Tisovník	1	177	75	107	10	18	40	7	182	56	126	40	16
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514861	Hostice	1	675	215	460	109	15	45	46	664	79	596	15	64
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514870	Hostišovce	1	158	25	133	5	2	17	1	153	8	150	7	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516813	Hrabièov	1	474	93	396	22	22	45	4	489	84	405	61	23
Banskobystrickı kraj	603	Luèenec	607	Poltár	511447	Hradište	1	218	86	140	4	22	57	3	226	98	128	88	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	1	656	141	515	12	50	71	8	651	134	522	107	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	2	57	22	35	2	9	10	1	53	19	38	6	13
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	1	418	77	345	15	6	56	0	422	34	388	25	9
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	2	742	210	852	26	37	130	17	1 062	158	904	101	57
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	3	201	60	208	9	6	42	3	268	22	246	8	14
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	4	220	82	138	3	11	65	3	200	23	197	16	7
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	5	196	52	1041	3	5	42	2	1 093	140	953	62	78
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	6	375	76	846	8	20	41	7	922	181	741	123	58
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	7	512	114	984	16	22	63	13	1 098	177	921	87	90
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	8	814	215	936	30	25	127	33	1 151	115	1036	45	70
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	9	768	232	536	20	25	160	27	226	41	727	26	15
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514896	Hrlica	1	61	22	41	5	5	12	0	63	16	47	13	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	1	655	182	473	42	53	75	12	629	73	582	50	23
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	2	106	22	88	1	7	14	0	110	44	66	26	18
Banskobystrickı kraj	603	Luèenec	607	Poltár	514918	Hrnèiarske Zaluany	1	720	179	541	26	43	87	23	701	83	637	57	26
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	1	956	133	823	33	42	39	19	940	163	793	108	55
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	2	229	27	202	11	7	5	4	218	26	203	15	11
Banskobystrickı kraj	602	Brezno	603	Brezno	508667	Hronec	1	951	220	755	19	42	136	23	975	160	815	110	50
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580236	Hronsek	1	542	134	408	8	35	64	27	539	104	438	47	57
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518476	Hronská Breznica	1	221	66	173	1	8	46	11	239	61	178	46	15
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516821	Hronská Dúbrava	1	330	75	261	7	5	55	8	336	66	270	46	20
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	1	822	116	706	23	13	74	6	822	102	720	61	41
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	2	185	49	152	5	26	13	5	201	47	154	23	24
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516040	Hrušov	1	698	140	558	14	9	103	14	697	157	541	83	74
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	1	112	23	89	2	4	17	0	106	25	87	19	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	2	56	25	39	2	1	19	3	64	17	47	14	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514934	Hubovo	1	113	17	99	3	0	11	3	116	15	101	7	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525766	Hucín	1	629	81	548	17	10	46	8	604	29	600	10	19
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514942	Husiná	1	374	37	337	4	1	25	7	368	46	328	14	32
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514951	Chanava	1	542	127	427	22	2	68	35	554	60	494	2	58
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514969	Chrámec	1	303	96	207	19	17	51	9	281	24	279	11	13
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516058	Chrastince	1	199	29	170	11	4	7	7	191	11	188	0	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516066	Chrany	1	122	41	81	9	5	25	2	111	47	75	30	17
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514977	Chvalová	1	130	48	82	12	6	24	6	119	42	88	21	21
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525774	Chyné	1	328	57	276	6	21	26	4	333	75	258	56	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516848	Ihráè	1	460	64	398	9	11	39	5	462	109	353	65	44
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516856	Ilija	1	271	70	209	14	19	21	16	279	69	210	26	43
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516074	Ipe¾ské Predmostie	1	535	97	438	12	5	55	25	525	63	472	29	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514985	Ivanice	1	180	72	108	38	12	20	2	175	40	140	13	27
Banskobystrickı kraj	606	Zvolen	605	Krupina	518484	Jalšovík	1	164	68	96	9	11	38	10	160	54	110	24	30
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514993	Janice	1	138	88	50	29	7	46	6	124	15	123	8	7
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516872	Janova Lehota	1	775	388	387	65	65	236	22	774	273	502	232	41
Banskobystrickı kraj	602	Brezno	603	Brezno	508691	Jarabá	1	35	10	26	3	2	5	0	36	18	18	14	4
Banskobystrickı kraj	602	Brezno	603	Brezno	508705	Jasenie	1	958	168	790	19	36	101	12	919	104	854	60	44
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516881	Jastrabá	1	471	85	390	23	14	35	13	475	64	411	25	39
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	1	1128	87	1043	19	41	18	9	1 130	60	1070	25	35
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	2	1150	160	994	25	81	36	18	1 154	111	1043	58	53
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511463	Jelšovec	1	227	57	175	8	5	43	1	232	35	197	10	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	1	872	125	747	44	20	34	27	867	39	833	18	21
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	2	914	90	824	12	38	21	19	889	59	855	18	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515019	Jestice	1	139	34	109	7	0	18	9	143	18	125	4	14
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	217	736	20	41	128	28	953	165	788	136	29
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	915	186	738	24	39	106	17	924	100	824	72	28
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	22	159	1	2	15	4	181	19	162	9	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	521	116	405	57	10	30	19	476	83	438	55	28
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	77	462	13	28	34	2	516	44	495	34	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	292	76	216	2	2	36	36	288	66	226	11	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	163	65	98	30	0	35	0	131	17	146	0	17
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	266	113	153	13	7	61	32	266	65	201	26	39
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	52	142	6	9	34	3	194	36	158	25	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	249	50	200	9	0	33	8	250	28	222	15	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	804	196	648	15	80	84	17	844	125	719	81	44
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	801	178	662	8	54	103	13	840	103	737	72	31
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	865	190	675	17	53	94	26	864	124	741	96	28
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	129	287	3	22	79	25	397	117	299	64	53
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	166	28	143	4	5	19	0	171	25	146	14	11
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	798	350	463	55	48	239	8	813	152	661	123	29
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	797	334	495	53	88	178	15	829	154	675	105	49
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	805	368	452	31	81	241	15	820	166	654	135	31
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	60	183	11	5	12	32	237	92	151	7	85
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	33	217	12	6	6	9	245	37	213	18	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	38	308	6	16	9	7	346	17	329	8	9
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	96	224	12	33	24	27	266	104	216	31	73
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	790	295	503	28	40	186	41	798	149	649	78	71
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	61	402	8	4	44	5	463	27	436	12	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	56	354	7	0	29	20	410	83	327	19	64
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	359	77	282	14	10	44	9	357	57	302	46	11
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	55	227	5	24	24	2	282	54	228	42	12
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1264	407	857	47	63	247	50	1 259	467	797	236	231
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	126	191	8	11	51	56	317	67	250	14	53
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	152	49	109	11	17	17	4	158	41	117	24	17
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	48	84	6	11	26	5	132	39	93	20	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	51	105	12	5	18	16	147	35	121	23	12
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	744	190	554	75	26	49	40	728	86	658	38	48
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	525	142	383	14	32	73	23	488	141	384	69	72
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	46	110	8	7	24	7	156	43	113	30	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	37	79	0	14	20	3	116	26	90	15	11
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	836	219	633	33	47	73	66	852	158	694	57	101
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	704	20	29	83	42	878	126	752	70	56
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	836	170	666	18	35	79	38	793	137	699	76	61
