namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	pr1_14_votersreg	pr1_14_votersvalid	pr1_14_nevolici	pr1_14_other	pr1_14_bardos	pr1_14_fico	pr1_14_kiska	pr1_14_knazko	pr1_14_prochazka
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	70	539	45	25	585	151	458	15	81	20	18	5	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	479	63	416	44	19	469	153	326	11	80	10	18	18	16
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	737	88	649	45	43	703	219	518	22	98	30	34	19	16
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	740	90	650	49	41	726	188	552	20	81	29	40	6	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	955	106	849	28	78	929	231	724	23	74	22	56	21	35
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1138	150	988	63	87	1102	310	828	27	121	41	69	14	38
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	87	512	57	30	567	156	443	16	54	27	35	8	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	87	312	65	22	373	128	271	4	16	61	21	16	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	22	83	16	6	105	37	68	3	2	10	9	3	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	70	172	34	36	236	113	129	6	1	72	14	8	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	20	149	14	6	168	59	110	6	22	5	20	1	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	325	66	261	52	14	327	74	253	12	3	29	11	17	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	221	739	85	136	960	374	586	32	1	126	103	35	77
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	97	214	56	41	310	186	125	32	0	43	37	31	43
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	38	64	9	29	102	56	46	14	0	21	12	4	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	315	89	229	26	63	318	120	198	9	0	56	22	13	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	193	103	95	58	45	198	93	105	5	0	66	9	5	8
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	45	90	14	31	135	84	51	4	0	22	23	20	15
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	137	204	85	52	334	202	139	32	1	63	29	25	52
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	120	322	70	50	437	188	254	16	0	96	25	25	26
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	77	69	37	40	144	75	71	14	1	39	7	6	8
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	781	207	574	129	78	768	316	465	42	0	168	55	14	37
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	31	68	21	10	99	50	49	5	0	25	11	7	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	477	90	387	37	53	463	101	376	18	38	11	26	3	5
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1245	396	849	130	266	1217	537	708	44	0	218	135	59	81
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	382	749	120	262	1131	454	677	47	0	204	96	37	70
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	122	333	29	93	455	196	259	16	1	60	65	26	28
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	279	63	222	28	35	285	98	187	5	1	36	28	13	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	29	178	18	11	207	60	147	7	42	4	4	3	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	46	202	15	31	248	88	160	10	1	61	7	4	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	641	57	584	36	21	635	140	501	18	70	10	32	2	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	219	45	174	35	10	217	100	119	11	84	2	3	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516465	Ve¾ká Èalomija	1	536	99	437	81	18	515	238	298	8	148	18	39	16	9
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517330	Ve¾ká Lehota	1	955	125	830	38	87	951	377	578	54	0	162	54	21	86
Banskobystrickı kraj	606	Zvolen	611	Zvolen	581585	Ve¾ká Lúka	1	436	114	325	59	55	439	210	229	25	0	44	41	40	60
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511994	Ve¾ká nad Ip¾om	1	743	107	636	61	46	740	211	532	14	71	36	45	13	32
Banskobystrickı kraj	603	Luèenec	607	Poltár	512001	Ve¾ká Ves	1	376	74	302	27	47	376	165	211	19	0	83	30	10	23
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516473	Ve¾ká Ves nad Ip¾om	1	343	55	288	44	11	343	118	225	5	78	14	15	0	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	512010	Ve¾ké Dravce	1	537	188	349	154	34	519	211	326	30	106	25	28	3	19
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517348	Ve¾ké Pole	1	285	61	232	40	21	293	93	200	12	0	61	6	2	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558214	Ve¾ké Straciny	1	139	38	105	15	23	143	63	80	7	1	28	11	7	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	1	582	154	428	55	99	581	208	374	32	0	87	27	25	37
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	2	165	44	122	16	28	166	54	112	4	1	27	11	4	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516490	Ve¾ké Zlievce	1	380	50	330	16	34	378	90	290	12	10	22	18	22	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515744	Ve¾kı Blh	1	805	108	697	47	61	783	213	592	39	91	25	35	8	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	1	672	137	535	75	62	658	280	392	25	7	109	75	33	31
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	2	1081	105	976	31	74	1048	319	762	38	6	81	69	72	53
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	3	1001	135	866	40	95	976	346	655	34	13	79	71	101	48
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	4	835	104	731	35	69	808	222	613	20	0	78	45	60	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	5	696	56	640	21	35	643	102	594	14	1	19	23	31	14
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	6	1023	124	899	24	100	961	268	755	28	7	67	59	70	37
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	7	658	127	531	50	77	639	294	364	10	9	90	80	54	51
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	8	933	188	745	80	108	895	343	590	33	11	136	52	72	39
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	9	460	100	360	29	71	428	185	275	12	5	66	41	38	23
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	10	978	113	865	58	55	936	174	804	16	2	54	38	38	26
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	11	1142	136	1006	69	67	1134	294	848	34	4	111	61	58	26
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	12	742	157	585	65	92	701	340	402	25	19	110	74	64	48
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516503	Ve¾kı Lom	1	152	43	109	30	13	143	59	93	5	0	40	8	3	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557307	Vidiná	1	1550	443	1107	157	286	1523	717	833	64	6	256	136	112	143
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516511	Vieska	1	168	32	140	16	16	172	86	86	12	0	44	15	5	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515752	Vieska nad Blhom	1	124	23	107	17	6	130	35	95	3	30	2	0	0	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	1	995	311	684	160	151	979	506	489	58	0	189	107	60	92
Banskobystrickı kraj	606	Zvolen	604	Detva	518921	Víg¾aš	2	369	83	288	53	30	371	155	216	12	0	96	26	3	18
Banskobystrickı kraj	606	Zvolen	604	Detva	518930	Víg¾ašská Huta - Kalinka	1	297	77	222	38	39	299	150	149	16	0	55	29	11	39
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	1	683	74	609	64	10	677	297	386	8	220	13	40	6	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516520	Vinica	2	919	100	819	87	13	915	436	483	17	346	14	32	9	18
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515761	Višòové	1	48	11	38	2	9	49	20	29	0	3	5	10	2	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557293	Vlkanová	1	1070	253	817	87	166	521	163	907	21	0	47	28	22	45
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515779	Vlkyòa	1	237	53	186	18	35	239	100	139	17	61	6	11	2	3
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517356	Voznica	1	523	150	373	72	78	519	218	305	20	0	112	36	17	33
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516538	Vrbovka	1	313	67	246	65	2	311	146	167	6	112	12	9	4	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517364	Vyhne	1	1029	188	907	89	99	1095	470	625	42	2	170	96	38	122
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517372	Vysoká	1	108	36	73	25	11	109	42	67	6	0	20	6	0	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557901	Vyšné Valice	1	210	25	198	15	10	223	75	148	2	56	2	11	1	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515809	Vyšnı Skálnik	1	132	57	75	15	42	132	60	72	7	0	21	6	14	12
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515817	Zádor	1	96	19	83	7	12	102	38	64	8	24	2	1	2	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	1	501	120	381	67	53	474	235	266	16	1	104	48	36	30
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516546	Záhorce	2	109	28	81	22	6	96	41	68	3	4	17	9	3	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557927	Zacharovce	1	332	103	229	66	37	329	124	208	28	6	62	12	5	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516554	Závada	1	403	58	345	28	30	388	149	254	8	1	57	44	15	24
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	1	962	252	710	62	190	956	322	640	26	1	130	76	20	69
Banskobystrickı kraj	602	Brezno	603	Brezno	509124	Závadka nad Hronom	2	927	271	656	42	229	907	278	649	28	2	110	53	17	68
Banskobystrickı kraj	606	Zvolen	605	Krupina	518956	Zemiansky Vrbovok	1	87	30	61	15	15	91	50	41	3	0	25	8	11	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	582051	Zlatno	1	377	99	283	62	37	382	143	239	14	1	78	26	6	18
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516562	Zombor	1	97	19	86	7	12	105	27	78	6	0	18	1	0	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	1	924	193	736	98	95	929	287	642	27	2	80	53	58	67
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	2	942	270	672	178	92	905	465	477	31	1	95	109	107	122
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	3	774	234	540	155	79	723	403	371	17	1	104	89	117	75
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	4	929	337	612	246	91	949	504	445	47	2	155	101	104	95
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	5	1660	337	1324	106	231	1661	517	1144	37	1	130	108	117	124
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	6	328	72	256	34	38	314	127	201	15	0	33	27	29	23
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	7	555	180	375	129	51	535	290	265	20	1	85	67	52	65
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	8	624	188	436	118	70	591	308	316	23	1	83	75	62	64
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	9	1038	286	755	186	100	1041	491	550	38	1	121	121	95	115
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	10	835	270	565	163	107	828	379	456	42	0	107	80	55	95
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	11	1044	336	708	160	176	1011	525	519	40	0	78	131	126	150
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	12	719	222	497	144	78	711	393	326	26	0	83	92	92	100
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	13	1028	290	738	187	103	1001	474	554	19	1	140	95	82	137
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	14	966	255	711	168	87	939	407	559	26	0	123	87	62	109
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	15	897	222	675	131	91	897	352	545	35	1	102	75	58	81
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	16	633	182	451	106	76	616	280	353	36	1	77	58	42	66
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	17	734	206	528	132	74	705	333	401	34	1	113	59	51	75
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	18	829	293	536	221	72	818	407	422	19	1	153	104	61	69
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	19	1043	304	739	194	110	997	468	575	28	0	118	85	104	133
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	20	1183	385	798	265	120	1153	559	624	36	2	173	106	106	136
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	21	1243	307	936	181	126	1205	532	711	45	1	138	114	101	133
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	22	971	245	726	182	63	945	365	606	31	0	134	67	59	74
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	23	841	249	592	191	58	828	353	488	38	0	105	70	38	102
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	24	1047	251	796	161	90	1030	381	666	35	1	147	65	57	76
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	25	778	192	586	119	73	762	299	479	34	1	85	59	38	82
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	26	760	220	566	164	56	786	347	439	24	1	156	59	34	73
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	27	952	248	704	132	116	924	377	575	30	1	126	76	60	84
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	28	967	277	690	162	115	939	417	550	30	0	136	75	58	118
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	29	946	237	709	147	90	916	349	597	35	2	130	52	49	81
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	30	62	18	45	15	3	63	26	37	0	0	10	7	5	4
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	31	98	39	69	31	8	108	71	37	3	0	32	9	14	13
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	32	325	80	245	47	33	320	124	201	8	0	38	39	10	29
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	33	1247	336	911	177	159	1232	506	741	59	1	90	113	83	160
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	34	896	237	659	152	85	872	363	533	26	1	104	71	83	78
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	35	995	279	725	152	127	1004	445	559	25	1	97	89	87	146
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	36	1146	276	870	154	122	1106	402	744	39	1	94	77	78	113
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	37	1238	333	905	194	139	1202	524	714	52	1	116	114	121	120
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	38	1295	327	968	173	154	1251	549	746	44	0	106	132	102	165
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	39	873	203	670	118	85	850	356	517	33	0	54	84	65	120
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518158	Zvolen	40	1149	296	853	151	145	1142	510	639	38	0	79	137	98	158
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518972	Zvolenská Slatina	1	1184	378	811	165	213	1189	538	651	64	0	160	87	77	150
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518972	Zvolenská Slatina	2	1117	355	762	178	177	1101	483	634	50	0	158	108	52	115
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	1	1174	266	908	129	137	1168	406	768	33	1	142	117	35	78
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	2	986	248	738	105	143	966	392	594	38	0	169	77	39	69
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	3	848	212	636	97	115	809	341	507	33	0	110	82	28	88
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	4	861	264	597	105	159	818	344	517	28	0	111	80	47	78
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	5	867	241	626	129	112	839	359	508	39	0	161	58	32	69
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	6	88	22	74	7	15	96	44	52	11	0	12	12	2	7
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	7	142	56	98	33	23	154	67	87	4	1	44	10	2	6
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517381	arnovica	8	169	62	114	32	30	176	94	82	19	0	31	16	5	23
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518981	elezná Breznica	1	463	135	328	97	38	458	212	251	19	0	76	37	24	56
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516571	elovce	1	1104	147	957	61	86	1081	333	771	33	28	70	102	43	57
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515833	iar	1	116	28	88	17	11	116	61	55	3	42	6	5	2	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	1	1126	229	897	74	155	1088	441	685	29	0	121	91	62	138
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	2	1194	317	877	121	196	1187	581	613	39	1	172	141	72	156
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	3	909	182	727	79	103	865	292	617	19	1	91	82	35	64
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	4	2047	277	1770	110	167	2033	459	1588	22	0	144	113	63	117
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	5	839	216	623	97	119	814	325	514	25	0	132	74	39	55
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	6	982	261	721	112	149	945	441	541	28	0	156	93	48	116
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	7	1111	225	886	91	134	974	451	660	35	1	163	95	46	111
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	8	1102	244	858	101	143	1063	399	703	30	1	143	76	44	105
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	9	1095	249	846	102	147	1051	434	661	18	0	173	87	45	111
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	10	908	237	674	113	124	911	418	493	22	1	178	100	44	73
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	11	1437	287	1150	69	218	1415	555	882	24	0	107	179	75	170
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	12	1028	205	823	75	130	1003	381	647	18	0	121	95	47	100
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	13	1035	206	829	69	137	993	350	685	32	0	82	83	54	99
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	14	907	194	715	87	107	909	354	555	25	1	129	93	41	65
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516589	iar nad Hronom	15	247	53	194	18	35	247	96	151	6	0	41	13	8	28
Banskobystrickı kraj	606	Zvolen	605	Krupina	518999	ibritov	1	59	29	38	19	10	67	45	22	5	0	25	5	2	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515841	íp	1	137	43	100	29	14	143	52	91	6	41	0	3	0	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517399	upkov	1	700	180	520	61	119	699	252	448	22	0	102	56	16	56
