namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	pr1_14_votersreg	pr1_14_votersvalid	pr1_14_nevolici	pr1_14_other	pr1_14_bardos	pr1_14_fico	pr1_14_kiska	pr1_14_knazko	pr1_14_prochazka
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	2	467	99	368	37	62	467	137	330	13	0	47	23	8	46
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	3	614	129	494	58	71	623	217	406	19	1	101	32	11	53
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	4	389	76	320	33	43	396	154	242	15	0	52	26	18	43
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	5	1173	326	847	140	186	1169	454	719	54	0	174	81	31	114
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	6	1238	404	840	192	212	1244	582	662	53	0	244	96	54	135
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	7	877	249	628	79	170	830	357	520	39	0	91	90	42	95
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	8	1020	308	712	162	146	984	457	563	39	0	160	99	38	121
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	9	660	178	482	86	92	650	271	389	30	0	121	47	31	42
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	10	1027	249	778	139	110	1003	420	607	46	1	172	78	41	82
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	11	1273	394	879	254	140	1246	441	832	44	0	179	87	41	90
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	12	1086	313	773	166	147	1047	417	669	46	0	168	75	38	90
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	13	495	161	334	92	69	479	252	243	23	0	119	31	22	57
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	14	1231	296	935	168	128	1201	439	792	53	1	202	61	32	90
Banskobystrickı kraj	606	Zvolen	604	Detva	518263	Detva	15	220	54	178	14	40	232	100	132	14	0	19	28	13	26
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	1	384	66	318	29	37	377	146	238	14	0	65	26	4	37
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	2	88	19	69	13	6	87	36	52	2	0	21	2	3	8
Banskobystrickı kraj	606	Zvolen	604	Detva	518271	Detvianska Huta	3	120	24	106	18	6	130	70	60	4	1	29	17	4	15
Banskobystrickı kraj	606	Zvolen	605	Krupina	518280	Devièie	1	249	82	172	29	53	254	143	111	10	0	59	25	22	27
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511358	Divín	1	789	217	606	89	128	823	381	442	26	0	176	62	37	80
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511358	Divín	2	879	164	715	62	102	849	292	587	21	0	144	46	32	49
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518298	Dobrá Niva	1	1555	382	1173	237	145	1520	720	835	72	0	233	139	98	178
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511366	Dobroè	1	502	136	366	49	87	492	195	307	7	0	98	35	20	35
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511366	Dobroè	2	42	12	36	2	10	48	29	19	3	0	13	2	2	9
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515957	Dolinka	1	411	52	359	42	10	405	167	244	7	130	9	16	4	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508535	Dolná Lehota	1	609	134	488	61	73	622	263	359	29	0	110	55	25	44
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508543	Dolná Mièiná	1	311	89	230	34	55	319	157	162	15	1	49	36	14	42
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515965	Dolná Strehová	1	870	148	722	46	102	849	331	539	24	0	152	66	35	54
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516724	Dolná Trnávka	1	296	133	163	31	102	288	155	141	20	0	25	38	15	57
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516732	Dolná Ves	1	203	61	145	26	35	206	103	103	10	0	41	22	3	27
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516741	Dolná daòa	1	675	154	523	53	101	677	294	383	35	0	81	98	16	64
Banskobystrickı kraj	606	Zvolen	605	Krupina	518301	Dolné Mladonice	1	105	36	75	21	15	111	58	53	13	0	18	6	2	19
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515973	Dolné Plachtince	1	492	110	394	57	53	504	199	305	13	3	74	28	50	31
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515981	Dolné Strháre	1	169	41	136	27	14	177	79	98	1	0	40	6	22	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514632	Dolné Zahorany	1	157	32	125	19	13	156	84	73	17	34	6	18	3	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518310	Dolnı Badín	1	213	78	144	29	49	222	141	81	18	0	33	29	8	53
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508551	Dolnı Harmanec	1	192	52	141	21	31	193	81	112	8	0	29	22	6	16
Banskobystrickı kraj	606	Zvolen	605	Krupina	518336	Domaníky	1	162	44	120	29	15	164	74	90	3	0	30	19	10	12
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508560	Donovaly	1	175	64	215	26	38	279	199	80	4	0	27	53	54	61
Banskobystrickı kraj	602	Brezno	603	Brezno	508578	Drábsko	1	160	41	119	25	16	160	52	108	6	0	25	13	5	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514641	Draice	1	181	25	156	19	6	181	52	129	8	16	4	15	6	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518344	Dráovce	1	101	37	72	23	14	109	63	46	10	1	29	11	5	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514659	Drienèany	1	162	65	97	24	41	161	67	95	5	1	27	16	8	10
Banskobystrickı kraj	606	Zvolen	605	Krupina	518352	Drienovo	1	87	26	65	5	21	91	40	51	8	0	6	8	5	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514667	Dròa	1	136	34	108	20	14	142	41	101	3	29	1	4	3	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514675	Drkovce	1	403	70	334	18	52	404	138	266	7	89	9	24	1	8
Banskobystrickı kraj	603	Luèenec	607	Poltár	557323	Ïubákovo	1	79	27	55	9	18	82	47	35	6	0	23	8	0	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514683	Dubno	1	120	34	101	18	16	135	53	82	4	42	3	3	1	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518361	Dubové	1	215	76	139	56	20	213	118	97	16	0	47	19	17	19
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514691	Dubovec	1	391	43	348	34	9	385	87	304	19	38	3	24	0	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508586	Dúbravica	1	305	99	206	41	58	299	125	180	8	0	51	21	19	26
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	1	537	156	381	79	77	527	247	290	16	0	116	48	11	56
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	2	167	74	96	33	41	170	75	95	4	0	42	14	5	10
Banskobystrickı kraj	606	Zvolen	604	Detva	518379	Dúbravy	3	97	43	60	15	28	103	51	52	6	0	20	9	3	13
Banskobystrickı kraj	606	Zvolen	605	Krupina	518387	Dudince	1	1245	250	1213	135	115	1463	810	653	57	10	283	165	115	180
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557919	Dulovo	1	121	17	107	9	8	124	28	96	5	10	2	8	3	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515990	Ïurkovce	1	112	28	87	28	0	115	47	68	1	16	16	10	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514713	Figa	1	315	51	264	18	33	312	76	239	8	18	27	13	3	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	1	961	111	850	42	69	932	254	707	10	85	50	69	16	24
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	2	877	77	800	38	39	871	189	688	14	46	26	51	23	29
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	3	927	98	829	58	40	888	218	709	16	86	50	34	18	14
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	4	918	136	782	84	52	897	289	629	17	101	39	77	20	35
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	5	1013	171	842	104	67	972	352	661	34	148	34	85	33	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	6	620	61	559	29	32	605	165	455	7	70	31	43	8	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	7	945	80	865	43	37	936	189	756	10	68	27	45	19	20
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	8	762	107	655	50	57	746	185	577	7	60	40	42	15	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511391	Fi¾akovo	9	1182	115	1067	58	57	1159	257	925	17	94	26	64	33	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511404	Fi¾akovské Kováèe	1	704	72	639	39	33	711	202	509	11	68	28	54	28	13
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514721	Gemer	1	692	60	632	25	35	682	214	478	25	124	11	46	1	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514730	Gemerèek	1	90	10	81	5	5	91	33	58	8	13	0	7	0	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514756	Gemerská Ves	1	696	42	656	22	20	698	130	568	21	74	15	10	4	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514764	Gemerské Dechtáre	1	362	67	295	53	14	359	147	215	18	112	1	14	0	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557889	Gemerské Michalovce	1	79	27	52	23	4	76	33	46	7	14	0	10	0	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	1	165	41	125	27	14	166	56	110	2	0	46	5	0	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525677	Gemerské Teplice	2	132	64	68	17	47	131	57	75	7	0	35	6	4	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514781	Gemerskı Jablonec	1	587	125	462	98	27	583	241	346	18	183	15	24	0	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	1	107	49	63	20	29	112	49	63	8	6	14	16	1	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525685	Gemerskı Sad	2	134	29	108	13	16	137	54	83	7	21	9	12	1	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516007	Glabušovce	1	93	44	52	28	16	96	52	44	7	11	5	22	3	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514799	Gortva	1	393	20	373	17	3	390	45	348	10	16	10	6	1	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557331	Gregorova Vieska	1	107	30	78	19	11	108	49	59	4	0	16	12	10	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514811	Hajnáèka	1	961	140	821	117	23	947	345	616	16	216	63	39	5	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511421	Haliè	1	1387	346	1041	121	225	1346	576	811	65	0	177	154	83	97
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508594	Harmanec	1	754	168	586	53	115	749	260	494	16	0	112	45	29	58
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	1	746	181	565	36	145	737	320	426	20	0	143	71	27	59
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	2	791	173	620	58	115	793	290	503	16	1	150	58	18	47
Banskobystrickı kraj	602	Brezno	603	Brezno	508608	He¾pa	3	760	216	544	57	159	742	351	409	25	1	172	49	26	78
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508616	Hiade¾	1	433	102	335	32	70	437	154	283	10	0	62	25	16	41
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	1	1238	277	961	108	169	1223	527	711	55	1	152	139	49	131
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516767	Hliník nad Hronom	2	1182	285	897	117	168	1137	520	662	46	1	172	117	62	122
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	1	342	48	294	22	26	226	61	281	5	2	30	15	7	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	2	703	93	610	31	62	703	125	578	14	2	61	25	11	12
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	3	848	171	677	60	111	811	227	621	28	2	95	43	33	26
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	4	1179	363	816	113	250	1157	423	756	35	1	141	115	68	63
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	5	669	200	469	91	109	650	244	425	17	2	131	51	18	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	6	913	273	640	67	206	860	302	611	37	1	99	67	50	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514829	Hnúša	7	1057	190	867	68	122	1039	273	784	27	0	132	60	22	32
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514837	Hodejov	1	1050	161	896	71	90	1057	224	833	52	51	53	51	6	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514845	Hodejovec	1	156	28	129	13	15	157	60	97	5	33	11	6	2	3
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	1	562	94	476	36	58	570	175	395	25	0	60	37	21	32
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	2	1182	336	873	163	173	1209	490	719	42	1	219	108	43	77
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516759	Hodruša - Hámre	3	104	40	69	20	20	109	54	55	1	0	26	18	4	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511439	Holiša	1	479	49	430	38	11	466	156	323	7	58	43	19	12	17
Banskobystrickı kraj	606	Zvolen	605	Krupina	518409	Hontianske Moravce	1	714	216	498	113	103	671	294	420	37	0	121	37	38	61
Banskobystrickı kraj	606	Zvolen	605	Krupina	518417	Hontianske Nemce	1	1224	239	985	100	139	1200	533	691	71	1	180	89	59	133
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	1	415	71	344	36	35	412	134	281	18	0	64	18	12	22
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	2	51	18	38	12	6	56	29	27	2	0	15	2	1	9
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	3	145	31	120	21	10	151	60	91	7	0	22	13	5	13
Banskobystrickı kraj	606	Zvolen	605	Krupina	518425	Hontianske Tesáre	4	84	19	76	9	10	95	47	48	8	1	13	8	6	11
Banskobystrickı kraj	602	Brezno	603	Brezno	508624	Horná Lehota	1	480	139	372	59	80	511	242	269	24	0	87	66	32	33
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508632	Horná Mièiná	1	474	174	300	78	96	469	243	231	22	1	69	64	49	38
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516015	Horná Strehová	1	132	32	102	9	23	134	60	74	8	0	11	26	7	8
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	581747	Horná Ves	1	595	134	461	49	85	590	297	298	23	1	66	83	26	98
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516791	Horná daòa	1	435	105	330	47	58	427	179	256	10	0	63	45	16	45
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516805	Horné Hámre	1	493	99	403	40	59	502	256	246	31	0	87	67	8	63
Banskobystrickı kraj	606	Zvolen	605	Krupina	518433	Horné Mladonice	1	134	41	102	28	13	143	66	77	20	1	15	14	6	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516023	Horné Plachtince	1	172	31	146	8	23	177	75	102	6	1	34	6	23	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508641	Horné Pršany	1	320	125	195	59	66	318	172	148	12	1	61	42	22	34
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516031	Horné Strháre	1	189	48	146	22	26	194	83	111	11	1	28	24	11	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514853	Horné Zahorany	1	112	43	69	22	21	109	66	46	12	0	30	4	9	11
Banskobystrickı kraj	606	Zvolen	605	Krupina	518441	Hornı Badín	1	147	56	91	19	37	146	90	57	13	0	23	25	5	24
Banskobystrickı kraj	606	Zvolen	604	Detva	518450	Hornı Tisovník	1	176	78	104	40	38	182	114	68	15	0	53	26	6	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514861	Hostice	1	675	76	602	46	30	678	155	523	34	95	10	9	2	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514870	Hostišovce	1	158	57	101	44	13	157	23	135	5	0	15	0	1	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516813	Hrabièov	1	475	99	381	27	72	480	197	283	21	0	83	29	15	49
Banskobystrickı kraj	603	Luèenec	607	Poltár	511447	Hradište	1	219	77	150	44	33	227	123	104	17	1	66	22	6	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	1	654	178	476	52	126	647	245	409	39	0	99	35	24	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514888	Hrachovo	2	56	28	28	8	20	55	21	35	8	0	6	1	2	4
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	1	418	46	372	29	17	417	150	268	13	0	89	18	4	26
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	2	742	166	576	83	83	739	226	516	37	1	92	32	16	48
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	3	201	27	188	13	14	215	61	154	10	0	29	6	4	12
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	4	219	67	164	45	22	231	98	133	17	0	51	12	10	8
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	5	196	45	164	28	17	209	56	153	6	0	31	10	1	8
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	6	375	44	332	21	23	376	84	292	11	0	45	18	1	9
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	7	512	96	416	38	58	493	180	332	29	0	91	27	12	21
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	8	815	157	658	80	77	806	297	518	48	0	128	50	32	39
Banskobystrickı kraj	606	Zvolen	604	Detva	518468	Hriòová	9	765	205	575	121	84	780	340	440	20	0	175	60	33	52
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514896	Hrlica	1	61	22	40	13	9	62	22	40	5	0	13	4	0	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	1	658	172	486	53	119	644	187	471	17	0	99	37	14	20
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	2	106	25	85	14	11	110	51	59	4	0	35	3	0	9
Banskobystrickı kraj	603	Luèenec	607	Poltár	514918	Hrnèiarske Zaluany	1	721	195	526	79	116	706	290	431	38	0	107	64	26	55
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	1	964	201	763	77	124	959	318	646	19	1	152	60	40	46
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	2	229	61	168	14	47	220	95	134	8	0	37	22	12	16
Banskobystrickı kraj	602	Brezno	603	Brezno	508667	Hronec	1	952	290	684	132	158	974	414	560	38	1	161	98	50	66
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580236	Hronsek	1	542	160	389	69	91	549	262	287	14	1	93	54	34	66
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518476	Hronská Breznica	1	221	70	151	43	27	220	107	114	4	0	57	20	10	16
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516821	Hronská Dúbrava	1	332	75	259	44	31	334	155	179	17	0	58	32	7	41
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	1	822	143	679	70	73	803	339	483	33	1	181	30	25	69
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	2	185	34	151	15	19	183	91	94	22	0	29	21	3	16
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516040	Hrušov	1	698	142	556	94	48	674	302	396	46	1	145	55	23	32
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	1	112	37	77	19	18	114	58	56	14	0	34	2	8	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	2	56	24	32	15	9	55	33	23	3	1	19	2	4	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514934	Hubovo	1	112	19	96	12	7	115	40	75	1	30	5	3	0	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525766	Hucín	1	629	50	579	32	18	626	98	531	5	38	27	14	4	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514942	Husiná	1	375	30	345	21	9	373	152	223	31	89	15	7	1	9
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514951	Chanava	1	543	57	486	41	16	541	154	389	4	129	6	11	3	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514969	Chrámec	1	302	46	256	23	23	294	81	221	17	34	11	19	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516058	Chrastince	1	200	21	182	14	7	203	62	141	10	15	11	20	4	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516066	Chrany	1	122	53	75	36	17	128	57	71	4	1	33	8	6	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514977	Chvalová	1	130	50	81	22	28	131	46	85	6	10	16	12	1	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525774	Chyné	1	328	88	240	23	65	328	120	208	18	1	40	39	8	14
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516848	Ihráè	1	463	62	401	26	36	451	203	260	18	0	63	47	6	69
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516856	Ilija	1	271	74	228	32	42	302	154	148	13	0	53	19	21	48
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516074	Ipe¾ské Predmostie	1	536	96	440	85	11	500	194	342	10	145	10	18	8	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514985	Ivanice	1	181	62	130	25	37	192	66	126	17	38	5	2	2	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518484	Jalšovík	1	164	54	110	26	28	157	87	77	17	1	29	11	16	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514993	Janice	1	138	51	100	44	7	151	93	58	4	79	3	6	0	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516872	Janova Lehota	1	776	301	485	164	137	786	401	385	29	1	187	85	34	65
Banskobystrickı kraj	602	Brezno	603	Brezno	508691	Jarabá	1	35	16	35	5	11	51	29	22	4	0	6	7	9	3
Banskobystrickı kraj	602	Brezno	603	Brezno	508705	Jasenie	1	956	196	760	78	118	945	372	584	40	0	170	67	20	75
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516881	Jastrabá	1	473	73	400	24	49	463	201	272	6	0	68	44	10	73
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	1	1131	215	916	99	116	1123	178	953	12	2	105	39	8	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	2	1153	285	868	50	235	1145	247	906	26	4	105	78	14	20
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511463	Jelšovec	1	226	67	159	57	10	224	59	167	13	8	21	11	5	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	1	872	112	760	59	53	865	136	736	15	48	19	41	7	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	2	915	126	789	35	91	907	254	661	21	73	47	73	14	26
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515019	Jestice	1	139	32	107	16	16	132	49	90	6	39	3	0	0	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	239	709	135	104	930	402	546	38	0	159	94	43	68
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	917	194	723	81	113	914	387	530	47	0	139	79	39	83
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	40	141	29	11	178	66	115	5	42	4	8	4	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	524	101	426	81	20	527	132	395	16	72	20	19	2	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	138	401	64	74	535	104	435	18	0	52	22	6	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	293	71	222	39	32	279	130	163	19	47	10	37	7	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	160	38	122	35	3	159	44	116	0	39	5	0	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	264	67	197	56	11	264	91	173	6	35	10	29	2	9
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	65	130	31	34	195	96	99	13	1	53	15	3	11
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	248	45	203	41	4	238	92	156	8	67	8	4	1	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	801	231	570	75	156	794	292	509	23	0	124	52	35	58
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	800	198	602	78	120	783	272	528	29	0	141	26	29	47
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	870	231	642	111	120	873	294	579	25	0	158	32	31	48
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	119	299	44	75	418	164	254	8	0	86	10	5	55
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	165	34	131	15	19	164	56	109	7	0	22	13	10	4
