namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc2_13_votersreg	vuc2_13_votersvalid	vuc2_13_nevolici	vuc2_13_manka	vuc2_13_kotleba	vuc1_09_votersreg	vuc1_09_votersvalid	vuc1_09_nevolici	vuc1_09_other	vuc1_09_kotleba	vuc1_09_manka	vuc1_09_mikus	vuc1_09_simko
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	82	151	29	53	233	26	207	4	2	17	2	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	280	92	188	21	71	263	80	200	9	18	14	39	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	12	6	9	3	15	9	9	2	0	5	0	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	10	27	6	4	35	12	25	2	0	7	2	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	466	87	379	32	55	462	95	371	23	11	31	25	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	37	169	16	21	206	64	142	12	7	19	14	12
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	68	54	26	42	120	42	80	0	6	27	9	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	19	54	11	8	73	24	49	8	0	8	8	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	16	69	12	4	84	18	67	7	1	6	3	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1107	273	853	89	184	1126	170	956	25	24	92	25	4
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	539	135	404	88	47	476	110	429	10	7	57	32	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	540	178	376	91	87	554	163	391	12	13	91	45	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	88	384	42	46	462	107	365	20	6	47	31	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	222	565	40	182	771	253	534	129	31	13	79	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	43	11	16	68	18	52	5	2	5	3	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	148	349	84	64	492	191	306	31	14	122	21	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	29	125	18	11	148	56	98	49	1	1	5	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	556	141	415	134	7	502	221	335	41	11	4	9	156
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1349	232	1117	186	46	1339	495	854	390	14	23	64	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	102	244	38	64	346	104	242	39	18	40	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	32	163	18	14	188	39	156	7	0	4	7	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	120	637	83	37	757	183	574	102	17	26	32	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	29	84	26	3	113	50	63	26	1	0	16	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	296	81	215	58	23	275	177	119	24	16	110	23	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	90	326	47	43	403	132	284	57	10	42	10	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	32	19	5	27	50	23	28	0	2	1	19	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	15	27	5	10	40	14	28	0	2	3	5	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	109	203	49	60	312	106	206	25	16	30	16	19
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	79	165	51	28	237	79	165	14	5	46	10	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	72	186	21	51	245	40	218	3	8	17	11	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	242	832	47	195	1074	130	944	31	20	38	34	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	892	254	682	95	159	936	201	735	44	25	71	59	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1108	340	807	99	241	1147	183	964	37	18	70	57	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	914	215	750	65	150	965	188	777	42	21	67	52	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1118	272	894	41	231	1166	148	1018	31	32	45	37	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	902	229	674	61	168	903	157	746	42	23	58	30	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1072	258	814	95	163	925	166	906	37	24	46	51	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	157	909	63	94	1017	200	866	120	12	38	25	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	944	299	645	80	219	932	247	697	36	50	82	76	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	131	351	11	120	482	61	421	9	12	14	26	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	206	700	56	150	906	152	754	40	18	59	30	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	279	107	172	36	71	278	156	123	24	8	82	42	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	601	226	375	93	133	553	171	430	16	20	44	87	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	29	160	13	16	183	50	139	11	3	10	20	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	404	128	276	56	72	374	112	292	44	21	30	13	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	637	21	618	13	8	639	286	353	69	16	12	27	162
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	680	65	617	36	29	682	346	336	113	37	21	19	156
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1133	130	1003	66	64	935	162	971	26	8	34	23	71
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	447	101	378	57	44	479	108	371	15	8	16	28	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	555	106	466	50	56	572	141	431	29	6	28	44	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	148	505	51	97	645	212	441	37	21	30	79	45
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	216	57	159	17	40	210	60	156	16	4	10	12	18
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	677	174	854	77	97	1028	160	868	27	8	33	29	63
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	999	188	865	66	122	1053	287	766	36	10	48	80	113
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1020	187	892	72	115	1079	190	889	34	12	34	44	66
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	191	866	70	121	189	44	1013	7	2	6	3	26
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	189	37	208	20	17	245	44	201	10	3	11	4	16
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	64	654	21	43	718	166	552	31	13	30	36	56
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	792	161	675	73	88	836	182	654	24	5	38	35	80
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	674	136	551	58	78	687	168	519	42	6	31	41	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	814	227	654	118	109	881	251	630	38	12	62	68	71
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	210	645	101	109	855	206	649	16	19	47	61	63
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	707	135	618	74	61	753	164	589	24	18	19	39	64
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	842	145	751	56	89	896	151	745	24	19	17	39	52
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	782	169	651	47	122	820	148	672	25	8	27	47	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	218	992	63	155	1210	215	995	36	27	31	48	73
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	74	417	29	45	428	96	395	19	7	21	24	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1159	227	1002	56	171	1229	201	1028	43	26	24	48	60
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	253	1008	72	181	1261	230	1031	30	18	42	56	84
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	800	186	616	57	129	802	163	639	27	15	23	41	57
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1052	177	893	80	97	1070	210	860	36	14	47	38	75
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	568	70	498	68	2	547	203	365	8	4	1	0	190
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	136	39	97	20	19	118	40	96	14	4	6	2	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	49	90	23	26	128	49	90	5	2	33	1	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	116	302	49	67	417	127	291	33	27	45	11	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	182	857	76	106	1032	280	759	119	27	37	21	76
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	103	179	38	65	282	121	161	53	3	33	32	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	217	72	145	37	35	209	80	137	13	11	47	7	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	44	74	21	23	118	55	63	21	10	12	6	6
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	420	134	297	71	63	431	92	339	12	10	35	30	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	49	267	28	21	316	63	253	23	10	4	14	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	126	536	50	76	662	115	547	15	21	36	31	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	16	91	7	9	97	26	81	10	1	5	4	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	12	33	7	5	45	24	21	4	2	16	2	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	223	71	164	27	44	235	58	177	3	15	21	19	0
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	32	73	30	2	99	44	61	30	1	8	4	1
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	754	188	566	102	86	747	199	555	11	19	118	50	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	67	121	38	29	188	73	115	18	5	36	12	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	133	45	92	22	23	137	23	114	5	2	8	8	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	238	699	75	163	911	261	676	45	31	92	88	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	34	289	26	8	322	53	270	34	2	4	12	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	183	33	156	23	10	189	57	132	24	0	10	20	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	831	236	595	62	174	822	230	601	34	22	34	137	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	40	52	16	24	92	40	52	10	8	14	8	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	87	27	60	13	14	85	41	46	4	3	23	5	6
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	975	273	702	63	210	921	274	701	24	28	40	181	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	55	134	41	14	185	59	130	10	9	27	12	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	615	126	489	65	61	585	141	474	18	12	45	63	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1061	271	790	110	161	996	222	839	9	19	106	86	2
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	41	124	14	27	165	29	136	3	4	13	8	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	265	313	129	136	578	115	463	30	16	57	7	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	150	99	106	44	242	75	174	2	1	70	2	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	183	54	129	26	28	181	54	129	32	7	8	3	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	691	102	589	56	46	664	136	555	36	11	57	30	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	133	239	59	74	355	86	286	10	8	44	23	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	398	115	286	40	75	401	181	220	36	20	72	49	4
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	402	110	292	26	84	401	123	279	24	6	64	29	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	818	183	635	74	109	776	216	602	12	13	122	66	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1546	473	1073	225	248	1525	463	1083	37	44	165	214	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	791	257	555	131	126	812	297	515	20	17	133	125	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1000	287	722	135	152	1009	325	684	19	13	131	160	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	24	87	13	11	99	25	86	2	0	16	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	18	105	8	10	108	39	84	25	5	4	1	4
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	269	596	83	186	839	195	670	21	29	66	79	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	905	279	626	61	218	852	185	720	26	31	45	83	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	937	228	709	78	150	866	234	703	38	18	66	109	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	473	69	404	28	41	453	88	385	34	6	24	19	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	126	25	101	11	14	124	30	96	6	4	8	10	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	55	244	47	8	299	109	190	40	2	10	34	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	540	101	439	46	55	515	144	396	23	12	63	44	2
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	276	46	230	23	23	267	63	213	5	3	29	26	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	241	645	74	167	875	177	709	33	38	62	37	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	452	137	315	59	78	428	98	354	19	13	34	32	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	790	196	594	74	122	726	238	552	33	25	111	64	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	272	40	232	20	20	255	54	218	15	1	20	10	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	546	95	451	43	52	536	124	422	46	9	46	18	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	185	466	86	99	632	136	515	27	23	49	32	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	212	43	171	15	28	214	83	131	61	6	7	6	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	24	31	17	7	50	29	26	5	0	19	5	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	159	40	127	26	14	167	50	117	4	2	32	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	65	140	44	21	199	76	129	18	6	43	9	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	80	10	2	92	34	58	10	0	20	4	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	366	149	234	80	69	383	156	227	18	14	62	47	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	306	194	112	191	3	289	238	68	8	0	0	4	226
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	992	222	770	73	149	987	261	731	23	43	92	102	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	433	73	365	50	23	438	88	350	57	6	8	12	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	271	74	197	35	39	268	130	141	24	15	68	14	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	106	778	45	61	873	245	639	178	14	17	26	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	415	86	329	43	43	409	167	248	98	7	6	31	25
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	183	12	177	6	6	189	47	142	19	3	9	15	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	668	83	585	35	48	664	200	468	134	8	8	20	30
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	111	144	96	15	255	48	207	33	3	3	7	2
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	115	37	80	20	17	117	30	87	2	6	19	3	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	157	62	95	31	31	155	57	100	10	7	21	19	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	15	49	7	8	64	15	49	0	0	8	7	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	139	541	65	74	672	188	492	18	9	112	42	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	45	241	27	18	284	83	203	44	4	11	11	13
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	16	44	12	4	60	19	41	5	1	5	5	3
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1036	368	700	150	218	1068	314	754	105	117	50	33	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	69	358	65	4	427	64	363	33	7	9	15	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	443	85	363	69	16	448	232	216	71	5	100	26	30
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	497	149	348	58	91	453	136	361	29	15	28	63	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1035	211	824	118	93	1019	263	772	57	34	102	56	14
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	217	891	132	85	1086	157	951	25	20	58	51	3
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	71	181	28	43	236	69	183	8	10	20	12	19
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	164	344	71	93	491	137	371	21	12	79	23	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	463	100	363	32	68	455	93	370	38	7	29	15	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	794	247	580	103	144	827	223	604	58	35	78	38	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	860	217	669	84	133	886	240	646	66	50	68	48	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	766	220	557	69	151	777	178	599	50	40	54	27	7
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	386	118	268	29	89	386	130	256	39	20	38	28	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	85	187	24	61	266	78	194	15	5	42	11	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1174	398	776	200	198	1174	298	876	36	30	169	58	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	14	137	8	6	151	36	115	7	0	4	4	21
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	330	68	275	46	22	343	121	222	60	4	9	28	20
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	98	501	53	45	599	240	359	106	17	61	45	11
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	70	554	45	25	624	171	453	67	16	31	47	10
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	479	63	424	44	19	487	151	336	60	11	15	56	9
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	737	88	652	45	43	740	214	526	81	18	42	64	9
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	740	90	650	49	41	719	209	531	98	13	25	57	16
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	955	106	916	28	78	1022	257	765	121	26	33	68	9
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1138	150	1012	63	87	1162	351	811	169	29	32	109	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	87	588	57	30	675	274	401	181	16	19	54	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	87	314	65	22	401	83	318	28	6	30	15	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	22	83	16	6	105	25	80	7	1	11	6	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	70	179	34	36	249	66	183	27	5	25	8	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	20	149	14	6	165	61	108	24	1	5	25	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	325	66	259	52	14	296	37	288	20	2	8	4	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	221	739	85	136	944	143	817	26	13	62	39	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	97	214	56	41	310	92	219	7	4	52	29	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	38	62	9	29	90	47	53	8	3	24	12	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	315	89	240	26	63	329	100	229	15	11	50	21	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	193	103	92	58	45	195	75	120	13	5	45	10	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	45	85	14	31	130	45	85	16	4	13	11	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	137	204	85	52	327	106	235	4	6	52	44	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	120	332	70	50	452	200	252	49	18	97	30	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	77	69	37	40	137	44	102	5	8	20	8	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	781	207	594	129	78	801	235	566	60	17	129	22	7
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	31	68	21	10	99	42	57	10	0	14	14	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	477	90	387	37	53	442	112	365	12	2	4	16	78
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1245	396	849	130	266	1222	259	986	36	54	110	50	9
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	382	766	120	262	1148	178	970	23	31	90	30	4
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	122	333	29	93	455	97	358	17	18	32	28	2
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	279	63	216	28	35	267	44	235	12	9	21	1	1
