namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	eu_14_votersreg	eu_14_votersvalid	eu_14_nevolici	eu_14_other	eu_14_nova	eu_14_kdh	eu_14_smer	eu_14_most	eu_14_ol	eu_14_sas	eu_14_sdku	eu_14_smk		
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	2	106	22	87	1	7	14	0	109	19	90	9	0	0	10	0	0	0	0	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	514918	Hrnèiarske Zaluany	1	720	179	541	26	43	87	23	715	80	640	26	2	12	29	1	1	5	4	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	1	956	133	838	33	42	39	19	971	62	909	17	3	1	25	1	6	4	5	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	2	229	27	202	11	7	5	4	226	13	216	4	1	4	3	0	1	0	0	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508667	Hronec	1	951	220	758	19	42	136	23	978	135	843	23	8	6	61	0	19	6	12	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580236	Hronsek	1	542	134	417	8	35	64	27	551	74	477	19	3	2	26	0	8	6	10	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518476	Hronská Breznica	1	221	66	155	1	8	46	11	217	44	177	9	1	1	28	1	1	2	1	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516821	Hronská Dúbrava	1	330	75	257	7	5	55	8	332	52	280	11	1	5	23	4	5	3	0	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	1	822	116	706	23	13	74	6	806	106	716	37	2	11	41	0	12	3	0	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	2	185	49	140	5	26	13	5	189	45	144	17	0	12	11	0	0	2	3	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516040	Hrušov	1	698	140	558	14	9	103	14	681	62	636	23	4	9	17	0	3	2	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	1	112	23	89	2	4	17	0	112	19	93	6	2	1	6	0	1	1	2	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	2	56	25	32	2	1	19	3	57	21	36	10	1	0	7	1	0	2	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514934	Hubovo	1	113	17	98	3	0	11	3	115	26	89	1	0	0	2	10	0	2	1	10		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525766	Hucín	1	629	81	558	17	10	46	8	639	44	595	9	2	1	6	4	0	0	0	22		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514942	Husiná	1	374	37	337	4	1	25	7	371	40	334	3	0	2	1	11	0	2	1	20		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514951	Chanava	1	542	127	415	22	2	68	35	542	58	484	6	0	0	1	16	1	1	0	33		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514969	Chrámec	1	303	96	207	19	17	51	9	296	54	249	4	1	0	3	35	0	1	1	9		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516058	Chrastince	1	199	29	178	11	4	7	7	207	26	181	4	1	0	7	0	0	1	3	10		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516066	Chrany	1	122	41	82	9	5	25	2	123	34	89	16	2	2	11	0	1	1	0	1		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514977	Chvalová	1	130	48	85	12	6	24	6	133	40	93	11	1	1	14	4	0	0	1	8		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525774	Chyné	1	328	57	272	6	21	26	4	329	38	291	9	1	2	16	1	3	3	3	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516848	Ihráè	1	460	64	396	9	11	39	5	456	55	405	18	3	11	8	0	3	11	1	0		
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516856	Ilija	1	271	70	211	14	19	21	16	281	61	220	19	4	13	14	1	4	4	2	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516074	Ipe¾ské Predmostie	1	535	97	438	12	5	55	25	497	103	432	5	2	1	3	33	0	3	1	55		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514985	Ivanice	1	180	72	120	38	12	20	2	192	36	156	5	1	0	0	12	4	0	0	14		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518484	Jalšovík	1	164	68	96	9	11	38	10	155	44	120	13	3	9	11	0	0	2	6	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514993	Janice	1	138	88	55	29	7	46	6	143	64	79	14	10	1	1	9	3	1	0	25		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516872	Janova Lehota	1	775	388	396	65	65	236	22	784	362	422	43	6	10	279	1	11	7	5	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508691	Jarabá	1	35	10	30	3	2	5	0	40	12	28	3	2	1	4	0	0	2	0	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508705	Jasenie	1	958	168	790	19	36	101	12	954	80	878	19	3	9	37	1	2	6	3	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516881	Jastrabá	1	471	85	398	23	14	35	13	483	63	420	10	2	28	13	0	7	1	1	1		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	1	1128	87	1042	19	41	18	9	1129	33	1096	14	1	0	13	1	0	1	3	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	2	1150	160	1001	25	81	36	18	1161	77	1084	33	1	1	28	3	2	4	5	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511463	Jelšovec	1	227	57	170	8	5	43	1	225	27	200	7	1	0	12	3	0	0	2	2		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	1	872	125	747	44	20	34	27	848	79	793	13	0	1	12	19	4	2	0	28		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	2	914	90	824	12	38	21	19	907	85	829	21	1	1	12	18	2	2	2	26		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515019	Jestice	1	139	34	105	7	0	18	9	132	69	70	6	2	0	0	46	0	0	0	15		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	217	731	20	41	128	28	941	104	844	17	3	8	54	2	12	6	2	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	915	186	732	24	39	106	17	918	71	847	19	0	6	29	3	4	2	8	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	22	159	1	2	15	4	181	46	135	14	1	1	3	8	0	0	0	19		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	521	116	410	57	10	30	19	526	95	431	18	3	0	11	17	5	0	2	39		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	77	481	13	28	34	2	558	44	514	26	1	0	12	0	1	0	3	1		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	292	76	216	2	2	36	36	280	59	233	7	3	2	1	9	1	2	3	31		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	163	65	98	30	0	35	0	155	45	118	0	0	0	0	11	19	0	0	15		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	266	113	153	13	7	61	32	260	44	222	8	2	6	7	9	0	1	4	7		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	52	145	6	9	34	3	197	40	157	12	3	4	15	0	1	3	2	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	249	50	199	9	0	33	8	243	61	188	5	0	5	2	13	0	0	0	36		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	804	196	608	15	80	84	17	800	77	727	25	2	1	38	1	4	1	5	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	801	178	623	8	54	103	13	783	66	735	13	0	2	42	0	2	4	3	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	865	190	688	17	53	94	26	878	101	777	35	5	0	52	0	3	0	6	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	129	288	3	22	79	25	417	53	364	13	0	3	32	0	3	1	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	166	28	138	4	5	19	0	166	12	154	1	0	1	6	2	1	0	1	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	798	350	448	55	48	239	8	787	95	703	34	6	1	49	0	2	1	2	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	797	334	474	53	88	178	15	808	88	720	40	5	1	35	1	1	1	4	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	805	368	437	31	81	241	15	790	102	703	33	1	4	53	0	4	1	6	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	60	183	11	5	12	32	218	76	167	6	2	2	4	2	0	1	1	58		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	33	220	12	6	6	9	253	42	211	11	0	1	7	17	1	0	1	4		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	38	312	6	16	9	7	350	35	315	9	2	13	7	0	2	1	1	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	96	231	12	33	24	27	327	73	254	31	3	3	12	3	7	6	8	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	790	295	495	28	40	186	41	786	92	698	25	3	10	27	0	15	9	3	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	61	402	8	4	44	5	463	38	425	8	3	1	4	5	0	0	1	16		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	56	349	7	0	29	20	405	72	333	8	1	0	1	6	0	1	4	51		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	359	77	283	14	10	44	9	360	36	324	11	1	0	13	0	5	1	5	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	55	210	5	24	24	2	265	28	237	9	0	0	13	0	2	3	1	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1264	407	857	47	63	247	50	1257	265	999	80	13	36	84	5	29	11	7	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	126	185	8	11	51	56	307	37	274	4	2	0	6	13	0	0	9	3		
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	152	49	103	11	17	17	4	151	15	137	3	0	1	8	0	0	2	1	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	48	86	6	11	26	5	134	28	106	12	1	3	9	0	0	2	1	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	51	120	12	5	18	16	171	62	109	12	4	15	14	0	3	2	9	3		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	744	190	554	75	26	49	40	737	109	635	11	1	1	25	37	0	1	3	30		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	525	142	398	14	32	73	23	540	75	465	19	6	9	19	2	14	1	5	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	46	109	8	7	24	7	155	37	118	9	4	1	14	0	2	4	3	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	37	77	0	14	20	3	111	25	89	10	0	1	11	1	2	0	0	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	836	219	617	33	47	73	66	824	154	682	26	8	46	21	2	18	12	21	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	685	20	29	83	42	841	121	738	19	6	26	32	1	15	10	12	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	836	170	666	18	35	79	38	831	104	732	25	4	20	28	3	15	7	2	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	940	218	722	35	64	83	36	929	148	792	24	7	40	35	1	16	11	14	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	216	780	32	57	73	54	982	154	842	30	2	40	33	0	22	7	20	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	211	34	183	6	3	18	7	217	33	184	4	3	6	6	3	6	1	4	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	237	541	27	49	135	26	778	119	659	30	5	8	47	2	14	9	4	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	189	442	33	30	113	13	621	95	536	23	2	21	31	0	13	4	1	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	22	35	4	3	15	0	57	24	33	5	0	1	15	0	0	2	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	13	14	0	7	6	0	27	16	11	7	0	0	7	1	0	0	1	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1190	301	889	51	99	106	45	1176	137	1053	37	11	21	33	2	15	8	10	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1042	301	756	47	62	144	48	1057	122	935	25	8	15	49	1	13	5	6	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	863	248	615	34	58	123	33	838	98	765	22	4	8	31	0	14	12	7	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1239	360	879	53	112	153	42	1222	119	1120	32	3	10	37	1	16	10	10	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1098	259	851	43	109	80	27	1110	107	1003	37	1	13	14	0	16	7	19	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	897	270	627	50	68	119	33	897	108	789	42	3	16	26	0	11	6	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	44	254	3	13	27	1	298	24	274	5	1	3	15	0	0	0	0	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	16	180	2	3	10	1	196	22	174	11	0	3	4	0	1	0	3	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	23	35	3	6	10	4	58	20	38	5	0	3	8	0	1	2	1	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	317	90	227	7	28	38	17	316	60	257	14	3	1	19	2	0	14	7	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	28	58	5	11	10	2	86	20	66	6	1	2	8	0	0	2	1	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	164	494	28	31	80	25	658	114	544	23	10	3	60	0	9	2	7	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	248	76	172	14	15	42	5	248	61	187	10	4	1	32	0	10	1	3	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	10	48	1	0	9	0	58	12	46	4	0	3	2	0	0	2	1	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	117	292	8	21	80	8	397	63	346	13	1	5	34	1	1	7	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	67	172	7	21	30	9	233	46	193	18	1	1	24	0	0	1	1	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	66	216	10	10	42	4	276	27	255	6	3	0	17	0	0	1	0	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	82	251	7	24	47	4	333	55	278	22	1	0	18	4	7	2	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	412	132	280	46	6	46	34	404	67	345	6	7	1	5	25	0	0	0	23		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	62	99	4	5	17	36	159	34	127	2	0	0	4	1	0	0	16	11		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	18	44	2	0	16	0	62	22	40	9	5	1	6	0	0	0	1	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	107	344	12	18	32	45	436	60	391	9	6	2	15	11	2	1	5	9		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	13	53	2	4	6	1	66	6	60	2	0	0	3	0	0	1	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	38	45	8	5	19	6	83	39	44	2	0	2	0	1	0	0	0	34		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	27	155	6	4	11	6	179	45	137	4	0	1	3	6	0	0	0	31		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	489	93	399	45	12	28	8	492	31	461	14	0	2	1	2	1	3	0	8		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1180	301	879	31	45	204	21	1168	169	1011	20	14	8	87	0	24	4	12	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	76	135	8	9	53	6	211	25	186	4	6	3	10	0	1	0	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	50	8	42	1	0	3	4	50	14	36	6	2	0	1	5	0	0	0	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	81	107	5	6	68	2	188	43	145	8	2	2	24	0	0	3	4	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	573	209	369	51	29	119	10	578	62	516	16	0	6	27	0	6	5	2	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	68	165	7	11	41	9	228	38	195	12	3	3	13	0	1	1	5	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	169	420	31	14	108	16	585	107	482	32	5	14	42	0	8	2	4	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	134	580	35	26	55	18	714	94	620	27	3	27	14	2	15	3	3	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	122	460	25	14	71	12	560	71	511	14	9	14	24	0	7	0	3	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	325	1158	26	96	171	32	1465	101	1382	39	5	7	35	1	11	2	1	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	49	126	8	12	24	5	175	21	154	5	2	0	11	0	2	1	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1056	203	853	52	48	80	23	1031	74	982	23	2	0	42	0	3	0	3	1		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	930	197	733	44	56	70	27	927	94	836	31	7	5	23	0	14	7	7	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	269	55	219	14	10	21	10	274	35	239	14	2	2	13	0	0	1	3	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	30	86	3	1	15	11	116	24	92	10	1	5	4	0	0	1	3	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	549	132	417	17	40	44	31	549	62	487	12	7	3	14	0	14	6	6	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	256	1207	35	51	99	71	1449	118	1345	25	13	5	28	3	9	4	13	18		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1201	203	998	21	52	75	55	1185	105	1096	28	7	11	20	15	3	2	9	10		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	209	666	27	20	121	41	871	143	732	28	7	5	54	12	11	7	7	12		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1180	222	958	21	47	104	50	1174	143	1037	40	5	2	33	9	17	12	9	16		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	970	144	826	19	31	68	26	936	81	889	13	9	7	22	8	6	6	6	4		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	649	134	515	19	21	56	38	636	57	592	12	8	1	17	7	3	3	4	2		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	10	25	29	26	477	41	460	5	4	1	12	4	6	3	3	3		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	808	140	668	12	25	70	33	797	96	712	29	3	6	18	13	5	2	0	20		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	178	640	25	22	100	31	795	90	728	23	4	4	30	7	8	4	4	6		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1271	204	1094	21	30	112	41	1298	131	1167	20	8	1	48	17	9	8	9	11		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	760	163	597	31	20	82	30	741	108	652	15	6	5	35	14	5	4	15	9		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	728	158	570	20	37	69	32	715	102	626	16	8	5	24	14	9	7	5	14		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	962	190	772	23	30	90	47	936	124	838	29	7	9	42	12	2	5	13	5		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	649	155	494	20	31	73	31	635	87	562	15	5	1	27	11	6	4	10	8		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	177	756	21	26	94	36	913	117	816	23	6	2	36	9	8	5	7	21		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	830	114	716	19	33	48	14	811	54	776	14	4	1	16	2	4	6	2	5		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	865	113	752	16	28	43	26	839	92	773	25	4	1	26	9	3	3	14	7		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	151	737	23	24	84	20	874	88	800	16	9	5	30	5	9	3	8	3		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	936	142	794	20	30	61	31	916	67	869	18	9	0	18	4	3	8	5	2		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	150	607	21	36	66	27	755	96	661	21	1	3	18	10	10	9	13	11		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	835	112	723	5	29	56	22	808	56	779	12	4	2	19	2	8	3	4	2		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	770	86	684	7	15	49	15	762	43	727	5	3	3	9	4	7	8	1	3		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	187	867	24	35	109	19	1049	102	952	19	9	0	48	8	4	5	3	6		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	929	130	799	22	32	56	20	903	56	873	10	5	4	23	4	3	2	5	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	709	119	590	24	11	50	34	702	83	626	22	8	3	27	9	3	5	0	6		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	349	68	287	6	13	37	12	355	36	319	9	1	0	10	1	6	0	8	1		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	45	134	8	14	19	4	179	23	156	6	1	8	4	0	1	1	2	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	36	102	4	4	22	6	138	21	117	3	1	0	8	0	5	2	2	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	157	31	126	7	6	16	2	153	17	140	10	0	0	4	0	1	1	1	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	50	141	6	6	38	0	191	33	158	13	4	1	14	0	0	1	0	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	228	890	31	52	107	38	1115	118	1000	34	2	15	29	2	12	11	13	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	265	48	226	9	7	31	1	274	33	241	14	0	0	18	0	1	0	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	17	65	6	4	6	1	82	12	70	5	1	0	6	0	0	0	0	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	189	38	151	8	4	18	8	177	32	157	9	2	2	15	3	0	0	1	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	99	672	22	9	65	3	771	75	696	24	4	9	31	0	4	0	3	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	205	698	22	35	101	47	903	116	787	26	7	11	28	1	34	1	8	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	27	79	4	2	21	0	104	21	85	4	0	2	10	1	0	2	2	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	63	161	3	11	35	14	221	45	179	15	2	2	15	3	1	1	5	1		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	196	343	24	40	114	18	530	75	464	31	1	3	34	0	3	3	0	0		
