namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	eu_14_votersreg	eu_14_votersvalid	eu_14_nevolici	eu_14_other	eu_14_nova	eu_14_kdh	eu_14_smer	eu_14_most	eu_14_ol	eu_14_sas	eu_14_sdku	eu_14_smk		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	609	178	435	37	52	84	5	613	50	563	16	1	2	24	0	1	2	4	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	73	353	23	17	16	17	425	53	373	18	0	6	15	1	2	1	9	1		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	41	112	10	0	29	2	153	17	136	3	0	0	0	4	7	1	0	2		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	257	65	192	7	18	34	6	253	25	232	10	3	1	9	0	0	1	1	0		
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	56	120	22	11	22	1	176	34	142	10	3	2	16	0	0	1	2	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	386	735	92	97	163	34	1119	143	978	67	3	19	25	0	12	7	10	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	13	24	1	3	6	3	37	15	22	4	0	1	4	0	1	2	3	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	110	987	4	34	56	16	1097	115	982	34	15	20	33	0	4	3	6	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	63	166	9	10	38	6	229	35	194	8	3	2	7	5	5	2	0	3		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	55	46	7	5	34	9	101	52	49	4	1	4	39	0	1	1	2	0		
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	134	40	100	18	5	13	4	140	31	109	8	2	3	16	1	1	0	0	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1282	217	1067	26	46	116	29	1284	136	1148	48	4	5	57	0	3	8	11	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	435	180	255	7	43	116	14	432	81	354	14	4	5	46	0	4	2	6	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	301	38	265	3	10	16	9	303	29	274	7	4	0	8	0	0	3	7	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	51	138	2	6	38	5	189	29	160	11	2	1	15	0	0	0	0	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	29	58	3	11	15	0	87	15	72	3	2	2	5	0	0	1	2	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	77	488	16	11	32	18	565	31	534	4	4	1	7	7	4	1	0	3		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	36	203	18	1	12	5	229	36	203	6	5	2	3	7	0	2	3	8		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	959	170	789	16	58	77	19	942	80	879	33	3	9	28	0	2	1	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	646	223	423	34	92	73	24	629	77	569	26	1	1	22	0	10	0	17	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	93	22	74	11	1	10	0	96	23	73	11	0	3	4	0	4	0	0	1		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	14	57	5	2	3	4	66	21	50	8	1	0	7	0	0	0	5	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	167	32	142	6	5	20	1	174	24	150	5	1	1	15	0	0	1	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	196	46	154	6	12	27	1	200	26	174	7	0	4	14	0	0	0	1	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	211	759	25	35	118	33	970	68	902	35	2	2	17	2	2	4	3	1		
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	437	134	303	25	34	52	23	428	70	367	13	1	15	22	4	7	1	7	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	87	101	24	20	42	1	188	46	142	23	2	0	21	0	0	0	0	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	240	747	36	76	96	32	977	109	878	32	4	9	31	0	9	15	9	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	770	283	493	56	92	113	22	776	77	699	23	1	3	27	0	14	3	6	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	718	246	473	38	85	103	20	719	86	633	19	4	4	46	0	9	0	4	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	391	769	46	13	102	230	1122	159	1001	16	2	4	7	38	0	1	3	88		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	87	91	9	6	72	0	178	25	153	4	3	0	1	11	0	1	1	4		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	342	81	261	8	7	54	12	340	70	272	4	4	25	31	0	2	2	2	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	244	77	170	7	1	4	65	247	94	153	5	1	0	0	2	85	0	0	1		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	3	19	25	2	159	24	137	11	2	1	6	0	1	1	2	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1210	249	961	38	38	131	42	1186	163	1047	32	9	30	39	3	26	7	17	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1520	352	1168	64	60	162	66	1493	192	1328	35	14	45	40	0	39	9	10	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	329	1475	78	55	132	64	1804	245	1559	44	25	67	36	0	42	12	19	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1043	234	809	31	30	134	39	1027	139	904	19	10	23	39	0	33	5	10	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	32	265	4	1	22	5	293	35	262	4	0	19	8	0	2	2	0	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	101	381	24	15	38	24	482	78	404	22	5	17	12	0	11	6	5	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	434	141	293	41	3	76	21	419	75	359	8	0	1	2	20	1	1	0	42		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	91	227	8	12	68	3	318	54	264	15	3	2	33	0	0	0	0	1		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	32	127	5	6	16	5	154	20	139	8	2	0	7	2	0	1	0	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	413	36	381	5	7	16	8	417	35	382	12	2	2	10	4	0	2	3	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	976	200	778	15	34	124	27	978	97	881	26	7	2	45	2	7	6	2	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1015	238	777	19	43	161	15	1015	126	889	22	2	5	76	1	6	8	6	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	154	59	95	3	14	42	0	149	35	119	13	0	0	18	0	1	3	0	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	117	140	20	3	53	41	246	81	176	11	2	3	7	39	2	0	0	17		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	561	182	379	29	16	95	42	529	53	508	8	1	0	2	14	1	1	3	23		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	10	89	0	3	6	1	99	9	90	4	0	0	3	0	0	0	0	2		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	145	25	120	4	5	16	0	143	20	125	6	1	1	10	0	1	1	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	128	51	77	2	10	36	3	128	39	89	16	0	5	13	1	1	0	1	2		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	473	89	385	21	25	37	6	474	71	403	28	0	6	23	0	7	6	1	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	88	243	8	28	47	5	331	55	276	9	5	1	26	0	1	7	6	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	247	65	194	2	4	54	5	259	58	201	14	1	3	31	0	3	0	6	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	107	326	9	19	67	12	426	72	361	17	8	2	32	0	10	2	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	60	171	7	5	20	28	231	44	187	7	1	1	5	21	0	0	0	9		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	57	94	8	7	35	7	151	40	111	10	0	3	21	0	1	2	3	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	27	132	4	4	19	0	137	29	130	6	1	1	16	0	0	3	2	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1303	260	1043	36	80	115	29	1290	105	1198	22	6	0	21	23	9	7	6	11		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	141	40	105	6	1	16	17	145	57	88	4	1	0	3	39	0	0	0	10		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	95	498	16	10	34	35	590	60	533	17	5	2	5	12	10	0	0	9		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	93	167	18	3	9	63	247	40	220	7	3	1	2	10	3	0	10	4		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	51	154	11	1	26	13	194	73	132	17	0	0	0	8	0	0	0	48		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	218	41	182	9	11	20	1	223	37	186	20	1	1	10	0	5	0	0	0		
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	15	93	3	5	7	0	108	21	87	6	0	1	12	0	0	2	0	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	195	47	148	14	4	14	15	191	39	156	4	0	3	3	17	1	0	2	9		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	566	91	476	15	23	51	2	567	75	492	19	1	13	22	1	9	7	3	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	38	138	10	5	19	4	170	21	155	8	0	0	0	3	0	1	1	8		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	864	137	727	18	33	71	15	844	110	754	30	6	0	39	0	13	15	7	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	126	693	20	15	81	10	819	87	732	22	4	2	36	0	12	9	2	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	12	148	2	0	7	3	160	36	124	5	4	4	2	1	16	3	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	9	58	1	2	5	1	67	14	53	10	0	0	2	2	0	0	0	0		
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	74	26	54	9	3	6	8	80	23	57	3	0	1	13	0	1	0	5	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	672	173	510	18	38	95	22	683	87	596	17	2	6	34	1	6	5	16	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1189	209	980	22	40	116	31	1164	146	1043	40	2	4	66	2	13	10	9	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	33	167	5	14	8	6	200	29	171	9	0	7	7	0	0	1	5	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1258	192	1066	18	114	46	14	1241	92	1166	37	1	7	22	0	14	8	2	1		
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	295	103	192	19	23	30	31	290	75	220	25	5	19	17	1	2	2	4	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	149	597	18	56	50	25	739	87	659	18	4	26	17	1	10	4	7	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	83	280	15	11	50	7	363	52	311	14	1	9	20	0	4	2	2	0		
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	25	99	5	10	8	2	120	12	112	3	2	0	4	0	0	0	3	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	72	410	13	22	34	3	481	49	433	20	3	3	21	0	0	1	1	0		
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	119	261	13	12	74	20	380	67	313	10	1	11	26	0	13	3	3	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	901	157	744	16	86	49	6	891	78	823	35	1	0	33	0	2	5	2	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	819	93	731	8	34	43	8	824	94	730	54	2	1	26	0	8	3	0	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	43	136	5	17	17	4	179	34	145	14	0	0	12	0	1	1	6	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	648	86	577	13	33	30	10	663	49	614	14	6	13	8	0	2	3	3	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	711	108	603	11	44	40	13	708	61	650	18	4	11	22	0	2	2	2	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	36	50	7	4	25	0	85	22	64	5	1	1	13	0	0	2	0	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	20	92	0	1	17	2	112	23	89	9	0	1	11	0	0	0	2	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	26	77	3	2	14	7	103	27	76	7	0	0	0	12	0	0	0	8		
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	903	140	763	11	56	60	13	889	64	839	23	1	1	20	0	6	1	12	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	701	110	591	7	29	55	19	695	54	647	16	4	12	13	2	2	2	3	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	862	134	728	4	67	50	13	851	57	805	27	2	3	11	0	6	1	7	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	315	499	34	87	174	20	765	119	695	30	0	5	71	3	4	2	4	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	955	244	711	39	70	125	10	952	66	889	23	1	0	28	1	11	1	1	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	820	265	555	28	112	102	23	807	90	730	34	5	6	28	3	6	4	4	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	858	248	610	18	82	140	8	851	98	760	35	3	5	44	0	4	7	0	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	955	253	702	63	51	129	10	943	91	864	28	4	9	36	2	6	5	0	1		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	78	93	8	35	29	6	170	30	141	13	6	2	7	0	1	1	0	0		
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	58	79	5	17	27	9	137	40	97	12	0	3	19	0	1	3	1	1		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	773	155	618	14	53	63	25	764	83	690	34	0	12	16	2	4	13	2	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	46	183	12	14	18	2	228	22	207	6	1	1	11	0	1	2	0	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	279	67	212	9	33	13	12	278	49	230	9	6	7	11	0	7	4	5	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	7	12	0	0	7	0	19	7	12	3	0	0	4	0	0	0	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	8	29	0	3	5	0	37	11	26	4	0	0	6	0	0	0	1	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	465	70	395	3	18	40	9	460	44	421	18	2	0	15	0	4	3	1	1		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	40	162	5	13	21	1	201	34	168	19	1	2	9	1	0	1	1	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	58	68	6	15	35	2	126	41	85	12	1	0	20	0	4	3	1	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	21	51	6	0	7	8	72	16	56	11	2	2	0	0	0	0	1	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	5	80	1	2	1	1	84	13	72	9	0	1	2	0	1	0	0	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1112	189	932	15	50	103	21	1121	132	989	37	5	7	57	0	9	5	12	0		
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	540	133	416	21	12	81	19	549	74	475	21	2	5	28	0	10	3	5	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	539	217	323	38	42	131	6	540	96	444	22	2	18	40	0	9	2	3	0		
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	92	384	15	15	51	11	476	52	424	19	3	6	12	0	1	2	9	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	183	604	19	68	51	45	778	105	682	17	8	63	5	0	4	2	6	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	46	8	6	9	4	73	11	62	2	1	0	7	1	0	0	0	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	160	338	35	17	94	14	498	86	412	18	1	10	44	0	4	8	1	0		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	39	120	4	2	27	6	159	31	128	1	1	0	2	11	0	0	2	14		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	553	114	454	43	5	56	10	568	134	434	18	8	0	2	20	8	1	0	77		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1351	374	977	43	16	245	70	1334	224	1127	18	3	0	7	56	0	0	1	139		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	64	282	4	21	36	3	336	21	325	8	0	0	13	0	0	0	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	69	135	18	9	12	30	204	81	123	18	4	1	2	10	34	1	0	11		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	140	618	28	4	99	9	758	81	677	18	3	1	23	19	3	1	2	11		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	37	70	2	2	29	4	107	34	73	1	0	0	0	4	0	0	0	29		
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	299	168	131	16	16	125	11	274	34	265	15	2	2	11	1	0	0	2	1		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	96	320	8	17	37	34	414	87	329	16	0	4	25	41	0	1	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	27	24	1	12	11	3	42	23	28	8	1	9	1	1	3	0	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	16	26	3	5	5	3	41	17	25	8	1	0	5	0	0	0	3	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	104	200	6	29	64	5	296	44	260	30	0	0	13	0	0	0	1	0		
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	76	168	3	4	58	11	241	35	209	7	1	4	17	0	0	0	6	0		
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	88	176	25	17	41	5	264	45	219	23	0	3	12	0	1	1	5	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	157	865	21	54	48	34	999	51	971	14	2	2	16	0	6	5	5	1		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	891	194	697	14	47	114	19	870	83	808	20	1	2	33	5	10	8	2	2		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1111	245	866	29	83	115	18	1100	102	1009	35	2	7	39	0	11	4	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	911	186	725	19	51	94	22	908	109	802	24	2	0	50	2	18	3	10	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1119	185	934	31	78	60	16	1102	78	1041	23	0	7	31	0	5	8	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	901	165	736	13	60	82	10	884	81	820	25	3	3	40	2	1	2	5	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1073	219	865	38	57	89	35	1084	71	1013	26	1	1	26	1	4	6	6	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	119	947	22	26	60	11	1064	60	1006	25	3	6	17	1	7	0	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	945	251	694	25	81	110	35	926	116	829	19	5	3	62	2	0	12	10	3		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	118	364	12	53	37	16	479	31	451	8	1	7	11	0	2	1	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	142	741	13	56	65	8	876	70	813	16	0	1	38	0	4	7	4	0		
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	278	137	141	10	51	58	18	271	88	190	39	0	4	19	1	16	4	5	0		
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	603	182	421	34	43	79	26	593	134	469	45	17	25	25	0	6	9	7	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	52	138	12	4	23	13	190	39	151	3	4	1	1	9	0	4	0	17		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	405	102	303	8	42	44	8	402	43	362	15	3	0	16	1	2	5	1	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	640	104	547	63	4	23	14	651	174	477	6	1	0	1	10	0	1	0	155		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	681	153	528	56	25	54	18	678	185	496	9	4	0	0	21	6	1	3	141		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1122	127	1029	16	16	65	30	1156	97	1059	13	5	10	24	16	0	4	5	20		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	448	104	344	11	23	52	18	439	72	376	15	6	0	14	15	4	1	3	14		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	553	102	451	9	18	53	22	526	78	475	15	8	2	22	14	1	1	2	13		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	141	512	9	33	68	31	633	105	548	35	1	0	14	12	2	9	2	30		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	217	80	137	9	36	29	6	212	33	184	7	6	1	16	0	3	0	0	0		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	678	154	524	11	37	83	23	659	95	583	13	3	1	24	23	4	5	6	16		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	997	144	853	6	45	70	23	970	94	903	17	4	1	40	11	1	6	3	11		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1019	219	800	10	52	103	54	993	147	872	26	1	5	21	17	6	8	13	50		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	145	912	18	37	55	35	1037	113	944	32	2	3	13	23	1	8	3	28		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	194	33	161	6	12	4	11	194	18	176	7	0	1	0	0	0	1	0	9		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	50	186	6	17	24	3	236	40	196	10	0	2	15	6	1	1	2	3		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	789	150	639	9	45	74	22	778	96	693	14	3	0	20	16	3	7	10	23		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	675	165	510	16	38	72	39	651	95	580	21	0	0	21	22	1	5	3	22		
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	815	205	610	14	37	109	45	800	144	671	31	7	5	36	25	5	5	8	22		
