namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	vuc1_09_votersreg	vuc1_09_votersvalid	vuc1_09_nevolici	vuc1_09_other	vuc1_09_kotleba	vuc1_09_manka	vuc1_09_mikus	vuc1_09_simko
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515264	Oïany	1	1303	260	1043	36	80	115	29	1259	198	1105	41	31	51	37	38
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515272	Padarovce	1	141	40	110	6	1	16	17	150	43	107	6	0	18	1	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511692	Panické Dravce	1	593	95	516	16	10	34	35	611	89	522	21	8	17	41	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515281	Pavlovce	1	260	93	167	18	3	9	63	239	80	180	10	1	13	10	46
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515299	Petrovce	1	205	51	154	11	1	26	13	204	70	135	18	4	0	29	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511706	Píla	1	218	41	177	9	11	20	1	210	55	163	22	6	22	3	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517127	Píla	1	103	15	90	3	5	7	0	105	22	83	6	0	8	7	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511714	Pinciná	1	195	47	149	14	4	14	15	196	37	159	18	1	5	13	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517135	Pitelová	1	566	91	475	15	23	51	2	552	72	494	9	7	28	27	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511722	Pleš	1	176	38	141	10	5	19	4	179	31	148	14	1	4	12	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	1	864	137	727	18	33	71	15	862	155	709	8	16	87	39	5
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	2	806	126	698	20	15	81	10	824	129	695	8	5	94	21	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518689	Pliešovce	3	155	12	143	2	0	7	3	148	4	151	0	2	0	2	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515302	Ploské	1	63	9	54	1	2	5	1	60	38	25	24	3	5	2	4
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517160	Poèúvadlo	1	74	26	57	9	3	6	8	83	37	46	5	2	10	19	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	1	672	173	499	18	38	95	22	660	162	510	38	28	57	31	8
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	2	1189	209	980	22	40	116	31	1188	251	938	28	33	119	70	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	3	192	33	159	5	14	8	6	190	31	161	2	6	9	13	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508853	Podbrezová	4	1258	192	1102	18	114	46	14	1294	159	1135	16	38	63	41	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517143	Podhorie	1	295	103	199	19	23	30	31	302	99	203	14	2	45	37	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508861	Podkonice	1	746	149	597	18	56	50	25	727	156	590	30	20	27	75	4
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	1	354	83	282	15	11	50	7	365	104	261	9	4	64	27	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511731	Podkriváò	2	124	25	115	5	10	8	2	140	22	118	5	4	10	2	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511749	Podreèany	1	482	72	410	13	22	34	3	477	100	382	14	9	45	29	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518697	Podzámèok	1	374	119	255	13	12	74	20	327	106	268	5	5	54	42	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	1	901	157	748	16	86	49	6	905	267	638	101	44	71	49	2
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	2	819	93	776	8	34	43	8	869	154	715	69	22	31	31	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508870	Pohorelá	3	178	43	146	5	17	17	4	189	52	137	12	7	15	10	8
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	1	648	86	562	13	33	30	10	643	120	528	23	22	24	46	5
Banskobystrickı kraj	602	Brezno	603	Brezno	508888	Pohronská Polhora	2	711	108	603	11	44	40	13	700	124	587	16	40	31	34	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508896	Pohronskı Bukovec	1	86	36	51	7	4	25	0	87	45	42	8	4	28	3	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511757	Polichno	1	106	20	90	0	1	17	2	110	36	74	7	1	18	8	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515311	Polina	1	98	26	86	3	2	14	7	112	48	64	22	1	2	20	3
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	1	903	140	763	11	56	60	13	868	221	682	16	47	100	57	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	2	701	110	607	7	29	55	19	717	142	575	8	43	29	60	2
Banskobystrickı kraj	602	Brezno	603	Brezno	508900	Polomka	3	862	134	756	4	67	50	13	890	219	671	16	78	55	69	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	1	814	315	506	34	87	174	20	821	321	500	32	27	178	68	16
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	2	955	244	711	39	70	125	10	948	247	708	43	26	128	41	9
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	3	820	265	574	28	112	102	23	839	291	548	57	32	131	56	15
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	4	858	248	635	18	82	140	8	883	271	612	29	37	158	35	12
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	5	955	253	702	63	51	129	10	925	284	671	88	20	115	41	20
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	6	171	78	93	8	35	29	6	170	79	92	9	5	49	12	4
Banskobystrickı kraj	603	Luèenec	607	Poltár	511765	Poltár	7	124	58	72	5	17	27	9	130	56	74	2	2	26	25	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	1	773	155	631	14	53	63	25	786	156	630	47	15	45	46	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	2	229	46	187	12	14	18	2	233	26	207	4	2	17	2	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508918	Poniky	3	279	67	212	9	33	13	12	263	80	199	9	18	14	39	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515337	Poproè	1	18	7	11	0	0	7	0	15	9	9	2	0	5	0	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515345	Potok	1	37	8	29	0	3	5	0	35	12	25	2	0	7	2	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	1	465	70	395	3	18	40	9	462	95	370	23	11	31	25	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516295	Pôtor	2	202	40	166	5	13	21	1	206	64	142	12	7	19	14	12
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508926	Povrazník	1	122	58	64	6	15	35	2	120	42	80	0	6	27	9	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511773	Praha	1	69	21	52	6	0	7	8	73	24	49	8	0	8	8	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516309	Pravica	1	85	5	80	1	2	1	1	84	18	67	7	1	6	3	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508934	Predajná	1	1112	189	937	15	50	103	21	1126	170	956	25	24	92	25	4
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517178	Prenèov	1	540	133	407	21	12	81	19	476	110	430	10	7	57	32	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517186	Prestavlky	1	539	217	337	38	42	131	6	554	163	391	12	13	91	45	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516317	Príbelce	1	472	92	380	15	15	51	11	462	107	365	20	6	47	31	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508942	Priechod	1	787	183	604	19	68	51	45	771	253	534	129	31	13	79	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526100	Prihradzany	1	70	27	43	8	6	9	4	68	18	52	5	2	5	3	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517194	Prochot	1	497	160	337	35	17	94	14	492	191	306	31	14	122	21	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511781	Prša	1	154	39	115	4	2	27	6	148	56	98	49	1	1	5	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515353	Radnovce	1	553	114	439	43	5	56	10	502	221	332	41	11	4	9	156
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511790	Radzovce	1	1351	374	977	43	16	245	70	1339	495	856	390	14	23	64	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526118	Rákoš	1	346	64	282	4	21	36	3	346	104	242	39	18	40	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557854	Rakytník	1	195	69	126	18	9	12	30	188	39	156	7	0	4	7	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511803	Rapovce	1	755	140	617	28	4	99	9	757	183	574	102	17	26	32	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515361	Rašice	1	107	37	76	2	2	29	4	113	50	63	26	1	0	16	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511811	Ratka	1	299	168	131	16	16	125	11	275	177	122	24	16	110	23	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515370	Ratková	1	416	96	320	8	17	37	34	403	132	284	57	10	42	10	13
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515388	Ratkovská Lehota	1	51	27	24	1	12	11	3	50	23	28	0	2	1	19	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515396	Ratkovská Suchá	1	42	16	26	3	5	5	3	40	14	28	0	2	3	5	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515400	Ratkovské Bystré	1	304	104	208	6	29	64	5	312	106	206	25	16	30	16	19
Banskobystrickı kraj	602	Brezno	603	Brezno	508951	Ráztoka	1	244	76	168	3	4	58	11	237	79	165	14	5	46	10	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517216	Repište	1	258	88	170	25	17	41	5	245	40	218	3	8	17	11	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	1	1022	157	917	21	54	48	34	1074	130	944	31	20	38	34	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	2	891	194	742	14	47	114	19	936	201	735	44	25	71	59	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	3	1111	245	902	29	83	115	18	1147	183	964	37	18	70	57	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	4	911	186	779	19	51	94	22	965	188	777	42	21	67	52	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	5	1119	185	981	31	78	60	16	1166	148	1018	31	32	45	37	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	6	901	165	738	13	60	82	10	903	157	746	42	23	58	30	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	7	1073	219	854	38	57	89	35	925	166	907	37	24	46	51	8
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	8	1066	119	947	22	26	60	11	1017	200	866	120	12	38	25	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	9	945	251	694	25	81	110	35	932	247	698	36	50	82	76	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	10	482	118	364	12	53	37	16	482	61	421	9	12	14	26	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526142	Revúca	11	883	142	764	13	56	65	8	906	152	754	40	18	59	30	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526151	Revúcka Lehota	1	278	137	141	10	51	58	18	278	156	122	24	8	82	42	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508969	Rieèka	1	603	182	421	34	43	79	26	553	171	432	16	20	44	87	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557765	Rieèka	1	189	52	137	12	4	23	13	183	50	139	11	3	10	20	6
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515426	Rimavská Baòa	1	405	102	303	8	42	44	8	374	112	293	44	21	30	13	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	1	640	104	536	63	4	23	14	639	286	354	69	16	12	27	162
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515442	Rimavská Seè	2	681	153	529	56	25	54	18	682	346	336	113	37	21	19	156
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	1	1122	127	995	16	16	65	30	935	162	960	26	8	34	23	71
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	2	448	104	375	11	23	52	18	479	108	371	15	8	16	28	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	3	553	102	470	9	18	53	22	572	141	431	29	6	28	44	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	4	653	141	512	9	33	68	31	645	212	441	37	21	30	79	45
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	5	217	80	137	9	36	29	6	210	60	157	16	4	10	12	18
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	6	678	154	874	11	37	83	23	1028	160	868	27	8	33	29	63
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	7	997	144	909	6	45	70	23	1053	287	766	36	10	48	80	113
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	8	1019	219	860	10	52	103	54	1079	190	889	34	12	34	44	66
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	9	1057	145	912	18	37	55	35	189	44	1013	7	2	6	3	26
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	10	194	33	212	6	12	4	11	245	44	201	10	3	11	4	16
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	11	234	50	668	6	17	24	3	718	166	552	31	13	30	36	56
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	12	789	150	686	9	45	74	22	836	182	654	24	5	38	35	80
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	13	675	165	522	16	38	72	39	687	168	519	42	6	31	41	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	14	815	205	676	14	37	109	45	881	251	630	38	12	62	68	71
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	15	815	195	660	10	45	109	31	855	206	649	16	19	47	61	63
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	16	708	140	613	16	34	69	21	753	164	589	24	18	19	39	64
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	17	843	124	772	16	33	43	32	896	151	745	24	19	17	39	52
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	784	128	692	10	42	52	24	820	148	672	25	8	27	47	41
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	163	1047	17	51	50	45	1210	215	995	36	27	31	48	73
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	85	406	4	22	36	23	428	96	395	19	7	21	24	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1161	159	1070	15	57	54	33	1229	201	1028	43	26	24	48	60
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	164	1097	17	57	58	32	1261	230	1031	30	18	42	56	84
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	798	143	659	11	51	54	27	802	163	639	27	15	23	41	57
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1071	190	881	33	45	73	39	1070	210	861	36	14	47	38	75
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	570	165	405	56	0	107	2	547	203	367	8	4	1	0	190
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	135	47	88	12	11	18	6	118	40	95	14	4	6	2	14
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	47	92	6	5	33	3	128	49	90	5	2	33	1	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	81	337	15	29	34	3	417	127	291	33	27	45	11	11
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	151	888	25	23	57	46	1032	280	759	119	27	37	21	76
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	88	194	11	21	52	4	282	121	161	53	3	33	32	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	215	57	158	3	12	35	7	209	80	135	13	11	47	7	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	40	78	2	16	18	4	118	55	63	21	10	12	6	6
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	419	102	329	19	19	54	10	431	92	339	12	10	35	30	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	69	247	14	9	35	11	316	63	253	23	10	4	14	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	128	534	20	37	65	6	662	115	547	15	21	36	31	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	12	95	7	1	3	1	97	26	81	10	1	5	4	6
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	20	25	1	6	13	0	45	24	21	4	2	16	2	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	224	69	166	19	16	32	2	235	58	177	3	15	21	19	0
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	12	93	7	2	3	0	99	44	61	30	1	8	4	1
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	753	190	563	21	31	122	16	747	199	554	11	19	118	50	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	51	137	7	3	40	1	188	73	115	18	5	36	12	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	132	35	102	5	12	18	0	137	23	114	5	2	8	8	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	383	554	54	130	152	47	911	261	676	45	31	92	88	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	55	268	7	1	28	19	322	53	270	34	2	4	12	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	185	44	145	10	2	26	6	189	57	132	24	0	10	20	3
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	833	209	624	18	55	67	69	822	230	603	34	22	34	137	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	48	44	5	12	26	5	92	40	52	10	8	14	8	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	88	25	63	4	7	13	1	85	41	47	4	3	23	5	6
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	974	279	695	40	77	74	88	921	274	700	24	28	40	181	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	67	122	10	4	45	8	185	59	130	10	9	27	12	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	616	159	457	41	25	89	4	585	141	475	18	12	45	63	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1051	210	841	21	39	130	20	996	222	829	9	19	106	86	2
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	25	140	3	7	14	1	165	29	136	3	4	13	8	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	126	452	13	67	45	1	578	115	463	30	16	57	7	5
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	116	133	10	21	85	0	242	75	174	2	1	70	2	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	185	41	144	3	9	19	10	181	54	131	32	7	8	3	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	690	58	632	11	7	38	2	664	136	554	36	11	57	30	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	127	245	19	26	70	12	355	86	286	10	8	44	23	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	399	163	238	42	36	68	17	401	181	220	36	20	72	49	4
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	403	130	273	29	9	87	5	401	123	280	24	6	64	29	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	817	149	668	17	26	80	26	776	216	601	12	13	122	66	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1550	432	1118	66	85	200	81	1525	463	1087	37	44	165	214	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	790	248	564	21	46	123	58	812	297	515	20	17	133	125	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1001	274	735	36	47	141	50	1009	325	684	19	13	131	160	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	26	85	6	6	11	3	99	25	86	2	0	16	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	12	111	2	3	6	1	108	39	84	25	5	4	1	4
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	181	684	18	76	69	18	839	195	670	21	29	66	79	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	904	156	748	18	66	51	21	852	185	719	26	31	45	83	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	938	172	766	18	44	74	36	866	234	704	38	18	66	109	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	475	57	418	9	8	20	20	453	88	387	34	6	24	19	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	124	20	104	4	2	8	6	124	30	94	6	4	8	10	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	75	224	6	2	52	15	299	109	190	40	2	10	34	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	541	145	396	14	23	84	24	515	144	397	23	12	63	44	2
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	274	54	220	3	11	34	6	267	63	211	5	3	29	26	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	206	680	48	66	75	17	875	177	709	33	38	62	37	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	453	121	332	15	36	48	22	428	98	355	19	13	34	32	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	789	242	547	16	69	138	19	726	238	551	33	25	111	64	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	273	52	221	20	6	21	5	255	54	219	15	1	20	10	8
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	547	61	486	3	16	35	7	536	124	423	46	9	46	18	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	136	515	27	40	59	10	632	136	515	27	23	49	32	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	213	50	164	17	11	12	10	214	83	131	61	6	7	6	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	28	27	7	3	18	0	50	29	26	5	0	19	5	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	160	29	138	5	6	18	0	167	50	117	4	2	32	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	52	153	7	3	40	2	199	76	129	18	6	43	9	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	80	3	0	8	1	92	34	58	10	0	20	4	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	364	118	265	16	19	77	6	383	156	227	18	14	62	47	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	317	109	208	65	1	41	2	289	238	79	8	0	0	4	226
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	996	242	754	63	50	86	43	987	261	735	23	43	92	102	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	429	115	323	38	8	56	13	438	88	350	57	6	8	12	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	268	95	173	10	22	56	7	268	130	138	24	15	68	14	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	176	708	66	24	61	25	873	245	639	178	14	17	26	10
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	414	190	224	111	16	29	34	409	167	247	98	7	6	31	25
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	185	20	169	1	1	9	9	189	47	142	19	3	9	15	1
