namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	vuc1_09_votersreg	vuc1_09_votersvalid	vuc1_09_nevolici	vuc1_09_other	vuc1_09_kotleba	vuc1_09_manka	vuc1_09_mikus	vuc1_09_simko
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	915	186	737	24	39	106	17	923	185	738	31	21	79	51	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	22	159	1	2	15	4	181	33	148	21	4	3	4	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	521	116	405	57	10	30	19	481	164	357	50	14	21	21	58
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	77	462	13	28	34	2	516	245	294	160	49	16	8	12
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	292	76	216	2	2	36	36	289	93	199	33	7	8	41	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	163	65	98	30	0	35	0	131	34	129	13	1	2	3	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	266	113	153	13	7	61	32	266	103	163	27	3	35	32	6
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	52	142	6	9	34	3	194	62	132	21	11	21	9	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	249	50	201	9	0	33	8	251	67	184	38	0	9	18	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	804	196	650	15	80	84	17	846	228	618	41	57	80	30	20
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	801	178	663	8	54	103	13	841	225	616	38	46	92	28	21
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	865	190	675	17	53	94	26	865	233	632	58	27	116	20	12
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	129	287	3	22	79	25	398	133	283	10	7	48	63	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	166	28	142	4	5	19	0	170	38	132	7	7	14	9	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	798	350	463	55	48	239	8	813	388	425	126	42	117	35	68
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	797	334	491	53	88	178	15	825	391	434	103	48	91	57	92
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	805	368	453	31	81	241	15	821	366	455	86	57	136	45	42
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	60	183	11	5	12	32	236	110	133	42	11	10	45	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	33	217	12	6	6	9	247	46	204	25	9	6	4	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	38	307	6	16	9	7	345	22	323	2	7	6	7	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	96	224	12	33	24	27	267	100	220	13	7	27	52	1
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	790	295	503	28	40	186	41	798	245	553	29	14	103	97	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	61	403	8	4	44	5	464	101	363	39	10	29	19	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	56	354	7	0	29	20	410	138	272	77	8	15	35	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	359	77	283	14	10	44	9	360	86	274	15	3	50	17	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	55	227	5	24	24	2	282	68	214	23	9	30	3	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1264	407	857	47	63	247	50	1259	438	826	20	19	221	178	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	126	191	8	11	51	56	317	191	126	132	7	24	26	2
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	152	49	107	11	17	17	4	156	43	113	1	5	19	18	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	48	84	6	11	26	5	131	56	76	5	8	24	18	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	51	105	12	5	18	16	147	39	117	4	2	26	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	744	190	554	75	26	49	40	727	252	492	166	3	15	34	34
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	525	142	383	14	32	73	23	489	203	322	25	25	81	69	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	46	110	8	7	24	7	156	48	108	4	2	39	2	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	37	79	0	14	20	3	116	31	85	9	7	9	0	6
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	836	219	631	33	47	73	66	850	150	700	14	21	39	72	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	703	20	29	83	42	877	143	734	18	10	46	68	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	836	170	666	18	35	79	38	795	158	678	31	18	51	57	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	940	218	770	35	64	83	36	988	199	789	25	30	61	81	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	216	810	32	57	73	54	1026	183	843	16	31	64	70	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	211	34	177	6	3	18	7	200	34	177	2	3	12	16	1
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	237	541	27	49	135	26	775	284	494	15	23	123	121	2
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	189	442	33	30	113	13	615	214	417	12	27	98	74	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	22	28	4	3	15	0	47	22	28	5	1	14	1	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	13	14	0	7	6	0	27	18	9	4	0	6	6	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1190	301	889	51	99	106	45	1094	321	869	63	42	94	117	5
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1042	301	799	47	62	144	48	1100	362	738	47	39	134	140	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	863	248	639	34	58	123	33	887	285	602	35	35	121	91	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1239	360	939	53	112	153	42	1299	364	935	51	45	115	151	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1098	259	839	43	109	80	27	1019	279	819	57	47	85	87	3
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	897	270	654	50	68	119	33	924	289	635	71	22	85	106	5
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	44	253	3	13	27	1	291	63	234	4	12	28	7	12
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	16	189	2	3	10	1	205	26	179	6	6	6	7	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	23	37	3	6	10	4	60	27	33	4	5	4	7	7
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	317	90	231	7	28	38	17	321	110	211	15	10	42	42	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	28	59	5	11	10	2	87	32	55	1	1	15	15	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	164	493	28	31	80	25	632	167	490	13	15	95	43	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	248	76	172	14	15	42	5	245	73	175	17	6	35	15	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	10	53	1	0	9	0	63	11	52	4	0	5	2	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	117	292	8	21	80	8	403	84	325	13	15	38	18	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	67	190	7	21	30	9	257	71	186	20	6	21	12	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	66	216	10	10	42	4	272	79	203	25	12	30	10	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	82	245	7	24	47	4	312	63	264	6	8	35	12	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	412	132	280	46	6	46	34	394	157	255	55	11	6	9	76
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	62	109	4	5	17	36	171	104	67	15	0	6	70	13
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	18	32	2	0	16	0	47	18	32	5	1	10	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	107	352	12	18	32	45	459	135	324	36	13	17	68	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	13	53	2	4	6	1	38	7	59	1	3	3	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	38	45	8	5	19	6	82	42	41	19	0	0	12	11
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	27	155	6	4	11	6	177	92	90	71	3	1	10	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	489	93	396	45	12	28	8	475	174	315	141	3	6	21	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1180	301	879	31	45	204	21	1170	318	862	16	20	193	87	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	76	140	8	9	53	6	216	87	129	32	13	18	20	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	50	8	42	1	0	3	4	50	23	27	14	1	6	2	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	81	115	5	6	68	2	196	117	79	5	9	97	6	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	573	209	364	51	29	119	10	545	185	388	27	11	126	20	1
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	68	176	7	11	41	9	244	78	166	9	4	41	23	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	169	425	31	14	108	16	594	159	435	12	8	86	49	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	134	560	35	26	55	18	679	147	547	29	14	60	39	5
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	122	460	25	14	71	12	566	94	488	10	5	55	22	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	325	1158	26	96	171	32	1480	268	1215	61	58	94	47	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	49	138	8	12	24	5	187	53	134	11	7	27	8	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1056	203	853	52	48	80	23	1026	181	875	51	22	72	34	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	930	197	733	44	56	70	27	858	153	777	23	25	51	53	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	269	55	216	14	10	21	10	271	58	213	10	5	29	12	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	30	84	3	1	15	11	111	43	71	3	6	25	8	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	549	132	417	17	40	44	31	536	132	417	14	14	45	58	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	256	1207	35	51	99	71	1037	164	1299	34	15	43	69	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1201	203	998	21	52	75	55	1200	237	964	48	32	59	97	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	209	768	27	20	121	41	977	254	723	54	9	92	96	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1180	222	961	21	47	104	50	1183	231	952	53	21	70	81	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	970	144	832	19	31	68	26	976	165	811	37	21	39	61	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	649	134	515	19	21	56	38	629	113	536	15	4	37	50	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	411	10	25	29	26	484	97	404	18	12	26	34	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	808	140	711	12	25	70	33	851	170	681	40	12	45	63	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	178	674	25	22	100	31	852	206	646	55	14	72	62	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1271	204	1067	21	30	112	41	1051	210	1061	50	15	72	71	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	760	163	624	31	20	82	30	787	169	618	41	12	60	53	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	728	158	610	20	37	69	32	768	168	600	45	18	47	55	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	962	190	776	23	30	90	47	966	188	778	45	10	55	72	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	649	155	874	20	31	73	31	1029	287	742	72	28	76	108	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	177	784	21	26	94	36	961	222	739	46	20	83	70	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	830	114	779	19	33	48	14	893	110	783	22	8	33	45	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	865	113	752	16	28	43	26	850	149	716	32	19	46	47	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	151	762	23	24	84	20	913	128	785	31	15	39	41	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	936	142	832	20	30	61	31	974	123	851	16	16	52	38	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	150	640	21	36	66	27	790	149	641	30	18	46	53	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	835	112	781	5	29	56	22	893	136	757	34	21	42	35	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	770	86	692	7	15	49	15	778	89	689	16	11	36	25	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	187	873	24	35	109	19	1060	189	871	69	19	49	49	3
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	929	130	806	22	32	56	20	936	120	816	28	7	33	50	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	709	119	617	24	11	50	34	736	145	591	20	22	39	56	8
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	349	68	281	6	13	37	12	346	78	271	14	7	32	24	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	45	136	8	14	19	4	181	29	152	6	6	10	7	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	36	94	4	4	22	6	119	31	99	0	3	18	9	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	157	31	130	7	6	16	2	161	47	114	18	1	8	4	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	50	148	6	6	38	0	198	58	140	7	4	35	10	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	228	890	31	52	107	38	1093	285	833	30	29	86	133	7
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	265	48	220	9	7	31	1	268	79	189	26	9	30	14	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	17	68	6	4	6	1	85	34	51	18	4	8	4	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	189	38	156	8	4	18	8	194	64	130	10	2	41	7	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	99	679	22	9	65	3	778	118	660	49	2	50	12	5
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	205	694	22	35	101	47	845	185	714	27	18	63	75	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	27	79	4	2	21	0	101	29	77	4	3	5	17	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	63	161	3	11	35	14	217	129	95	33	5	22	67	2
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	196	343	24	40	114	18	524	244	295	73	20	120	27	4
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	609	178	458	37	52	84	5	636	270	366	87	16	142	23	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558192	Malı Krtíš	1	426	73	353	23	17	16	17	398	85	341	10	19	16	38	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515183	Martinová	1	150	41	125	10	0	29	2	166	26	140	13	0	6	0	7
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511609	Mašková	1	257	65	192	7	18	34	6	246	53	204	7	11	17	16	2
Banskobystrickı kraj	606	Zvolen	605	Krupina	518646	Medovarce	1	176	56	133	22	11	22	1	189	70	119	7	6	42	14	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508764	Medzibrod	1	1121	386	735	92	97	163	34	1093	249	872	24	37	98	88	2
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518654	Michalková	1	35	13	25	1	3	6	3	38	20	18	1	3	10	6	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508772	Michalová	1	598	110	488	4	34	56	16	572	136	462	27	32	34	38	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	580309	Mikušovce	1	229	63	166	9	10	38	6	224	68	161	36	7	6	18	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511617	Mládzovo	1	93	55	38	7	5	34	9	92	49	44	6	0	31	11	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517071	Moèiar	1	134	40	101	18	5	13	4	141	54	87	5	2	36	11	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516210	Modrı Kameò	1	1282	217	1065	26	46	116	29	1234	374	908	50	68	119	135	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	580384	Mokrá Lúka	1	435	180	255	7	43	116	14	434	138	297	27	11	77	22	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508781	Môlèa	1	301	38	263	3	10	16	9	284	62	239	16	6	26	14	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508799	Moštenica	1	177	51	126	2	6	38	5	173	44	133	18	5	11	9	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508802	Motyèky	1	86	29	64	3	11	15	0	93	36	57	1	4	21	9	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511625	Muèín	1	562	77	485	16	11	32	18	538	77	485	33	1	8	33	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516228	Mu¾a	1	239	36	203	18	1	12	5	226	76	163	47	4	4	21	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525987	Muráò	1	959	170	801	16	58	77	19	971	193	778	36	12	70	73	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525995	Muránska Dlhá Lúka	1	646	223	423	34	92	73	24	618	135	511	34	22	44	32	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	1	93	22	71	11	1	10	0	90	47	46	16	6	9	10	6
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526002	Muránska Huta	2	71	14	58	5	2	3	4	72	13	59	2	2	1	5	3
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526011	Muránska Lehota	1	167	32	142	6	5	20	1	174	29	145	8	3	13	3	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526029	Muránska Zdychava	1	196	46	173	6	12	27	1	219	83	136	27	10	26	16	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511641	Mıtna	1	957	211	767	25	35	118	33	978	308	670	66	17	176	39	10
Banskobystrickı kraj	602	Brezno	603	Brezno	508811	Mıto pod Ïumbierom	1	437	134	312	25	34	52	23	446	139	307	15	16	45	61	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526037	Nandra	1	176	87	89	24	20	42	1	174	94	82	71	13	2	6	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557285	Nemce	1	987	240	747	36	76	96	32	980	271	716	25	36	92	115	3
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	1	770	283	501	56	92	113	22	784	134	650	19	24	41	46	4
Banskobystrickı kraj	602	Brezno	603	Brezno	508829	Nemecká	2	718	246	493	38	85	103	20	739	183	556	23	47	75	37	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516236	Nenince	1	1160	391	769	46	13	102	230	1141	385	775	211	11	36	119	8
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515205	Neporadza	1	176	87	89	9	6	72	0	170	97	79	82	2	4	6	3
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517089	Nevo¾né	1	342	81	266	8	7	54	12	347	77	270	4	3	32	36	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511668	Nitra nad Ip¾om	1	244	77	167	7	1	4	65	221	101	143	6	0	4	87	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557790	Ninı Skálnik	1	161	49	112	3	19	25	2	150	48	113	7	7	12	20	2
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	1	1210	249	961	38	38	131	42	1179	262	948	32	19	82	128	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	2	1520	352	1168	64	60	162	66	1515	357	1163	52	32	130	139	4
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	3	1576	329	1247	78	55	132	64	1532	285	1291	47	22	77	134	5
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	4	1043	234	865	31	30	134	39	1099	185	914	36	16	58	72	3
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	5	297	32	274	4	1	22	5	306	41	265	12	8	10	10	1
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517097	Nová Baòa	6	474	101	373	24	15	38	24	463	83	391	17	9	10	46	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515230	Nová Bašta	1	434	141	297	41	3	76	21	438	165	273	95	7	10	28	25
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516244	Nová Ves	1	318	91	227	8	12	68	3	310	123	195	15	15	74	18	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511676	Nové Hony	1	159	32	127	5	6	16	5	153	34	125	13	4	8	3	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516252	Obeckov	1	413	36	377	5	7	16	8	395	68	345	11	5	28	23	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	1	976	200	776	15	34	124	27	930	169	807	13	13	103	37	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	2	1015	238	793	19	43	161	15	1031	234	797	15	14	157	45	3
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518662	Oèová	3	154	59	105	3	14	42	0	164	38	126	11	2	17	8	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516261	Olováry	1	257	117	148	20	3	53	41	265	89	176	12	5	1	69	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516279	Opatovská Nová Ves	1	561	182	380	29	16	95	42	562	160	402	77	9	29	43	2
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516287	Opava	1	96	10	94	0	3	6	1	104	14	90	2	1	9	1	1
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508837	Oravce	1	145	25	120	4	5	16	0	142	28	117	5	1	16	5	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515248	Orávka	1	128	51	79	2	10	36	3	130	73	57	5	10	48	2	8
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	580546	Orovnica	1	473	89	384	21	25	37	6	455	83	390	19	10	38	14	2
Banskobystrickı kraj	602	Brezno	603	Brezno	508845	Osrblie	1	319	88	237	8	28	47	5	325	84	241	10	4	42	27	1
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518671	Ostrá Lúka	1	247	65	182	2	4	54	5	236	91	156	4	7	73	7	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517119	Ostrı Grúò	1	433	107	338	9	19	67	12	445	92	353	13	10	48	17	4
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515256	Otroèok	1	229	60	169	7	5	20	28	228	92	137	59	4	20	7	2
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	1	149	57	102	8	7	35	7	159	65	94	14	2	34	14	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511684	Ozdín	2	159	27	135	4	4	19	0	162	48	114	6	3	35	2	2
