namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	nr_13_votersreg	nr_13_votersvalid	nr_13_nevolici	nr_13_other	nr_13_kdh	nr_13_sns	nr_13_ol	nr_13_sas	nr_13_smer	nr_13_most	nr_13_sdku	nr_13_smk
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	1	655	182	473	42	53	75	12	631	297	358	50	6	14	15	7	180	14	11	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	514900	Hrnèiarska Ves	2	106	22	96	1	7	14	0	118	69	49	5	0	1	1	0	58	4	0	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	514918	Hrnèiarske Zaluany	1	720	179	541	26	43	87	23	689	432	288	47	22	24	34	17	270	6	12	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	1	956	133	823	33	42	39	19	948	462	494	39	15	26	45	27	293	5	12	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508659	Hrocho	2	229	27	202	11	7	5	4	227	138	91	11	3	11	16	16	75	4	2	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508667	Hronec	1	951	220	744	19	42	136	23	964	560	404	70	25	18	53	25	319	11	39	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580236	Hronsek	1	542	134	423	8	35	64	27	557	368	189	53	17	16	38	24	175	12	33	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518476	Hronská Breznica	1	221	66	160	1	8	46	11	226	121	105	4	6	2	7	7	91	0	4	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516821	Hronská Dúbrava	1	330	75	260	7	5	55	8	335	229	106	21	13	3	8	6	165	2	11	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	1	822	116	712	23	13	74	6	828	549	279	83	43	49	43	5	312	5	9	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516830	Hronskı Beòadik	2	185	49	148	5	26	13	5	197	117	80	20	16	3	8	7	53	0	10	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516040	Hrušov	1	698	140	558	14	9	103	14	667	391	307	39	39	31	5	7	246	6	17	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	1	112	23	91	2	4	17	0	114	54	60	7	2	5	1	1	33	2	2	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514926	Hrušovo	2	56	25	33	2	1	19	3	58	39	19	5	0	1	1	0	24	1	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514934	Hubovo	1	113	17	101	3	0	11	3	118	80	38	7	0	0	0	0	7	32	1	33
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525766	Hucín	1	629	81	548	17	10	46	8	610	264	365	157	5	1	7	0	15	39	0	40
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514942	Husiná	1	374	37	337	4	1	25	7	358	176	198	16	3	1	0	1	22	43	0	90
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514951	Chanava	1	542	127	421	22	2	68	35	548	323	225	3	1	2	1	1	7	82	7	219
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514969	Chrámec	1	303	96	207	19	17	51	9	269	155	148	5	1	1	0	1	13	94	1	39
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516058	Chrastince	1	199	29	170	11	4	7	7	195	65	134	10	2	4	3	0	14	20	3	9
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516066	Chrany	1	122	41	83	9	5	25	2	124	63	61	9	2	4	1	1	43	3	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	514977	Chvalová	1	130	48	82	12	6	24	6	122	69	61	6	2	5	3	2	25	14	0	12
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525774	Chyné	1	328	57	271	6	21	26	4	325	187	141	49	13	8	9	3	93	3	9	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516848	Ihráè	1	460	64	405	9	11	39	5	469	294	175	19	53	26	22	5	160	1	8	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516856	Ilija	1	271	70	201	14	19	21	16	271	191	80	16	31	8	8	10	109	5	4	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516074	Ipe¾ské Predmostie	1	535	97	438	12	5	55	25	512	278	257	13	1	2	0	1	22	83	2	154
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514985	Ivanice	1	180	72	110	38	12	20	2	182	99	83	9	2	2	0	0	4	20	0	62
Banskobystrickı kraj	606	Zvolen	605	Krupina	518484	Jalšovík	1	164	68	96	9	11	38	10	161	111	53	13	20	7	10	1	52	0	8	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514993	Janice	1	138	88	53	29	7	46	6	141	121	20	7	8	2	5	0	0	2	0	97
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516872	Janova Lehota	1	775	388	387	65	65	236	22	770	458	317	52	28	19	46	11	288	5	9	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508691	Jarabá	1	35	10	34	3	2	5	0	44	32	12	2	4	6	0	1	17	0	2	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508705	Jasenie	1	958	168	790	19	36	101	12	954	564	394	60	45	26	36	29	354	2	12	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516881	Jastrabá	1	471	85	386	23	14	35	13	457	265	206	28	36	28	23	4	129	1	16	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	1	1128	87	1041	19	41	18	9	1095	362	766	88	10	8	9	9	225	3	8	2
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525791	Jelšava	2	1150	160	990	25	81	36	18	1146	448	702	116	4	19	17	6	250	16	18	2
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511463	Jelšovec	1	227	57	176	8	5	43	1	233	84	149	8	3	1	5	3	46	16	1	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	1	872	125	750	44	20	34	27	875	303	572	33	9	3	9	7	82	83	4	73
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515001	Jesenské	2	914	90	824	12	38	21	19	913	417	497	48	10	17	8	12	95	126	10	91
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515019	Jestice	1	139	34	110	7	0	18	9	144	86	58	6	0	0	0	0	2	33	0	45
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	1	948	217	731	20	41	128	28	942	541	407	52	14	51	46	14	333	7	24	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511471	Kalinovo	2	915	186	734	24	39	106	17	920	521	399	52	31	29	55	20	307	10	17	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511480	Kalonda	1	181	22	159	1	2	15	4	181	76	105	9	0	0	1	2	12	24	1	27
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515027	Kaloša	1	521	116	405	57	10	30	19	511	260	261	60	2	0	1	1	35	93	1	67
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525812	Kameòany	1	539	77	462	13	28	34	2	515	299	240	141	6	6	4	1	135	3	3	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516082	Kamenné Kosihy	1	292	76	216	2	2	36	36	288	188	104	13	10	1	9	2	22	73	10	48
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515035	Kesovce	1	163	65	98	30	0	35	0	152	128	35	0	10	0	0	0	0	105	0	13
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516091	Kiarov	1	266	113	153	13	7	61	32	258	158	108	11	9	4	0	2	23	71	15	23
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	516902	K¾ak	1	191	52	148	6	9	34	3	200	138	62	27	10	6	6	6	75	1	7	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516104	Kleòany	1	249	50	199	9	0	33	8	247	114	135	6	2	0	0	0	2	38	0	66
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	1	804	196	625	15	80	84	17	821	435	386	56	9	19	17	12	301	2	19	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	2	801	178	624	8	54	103	13	802	439	363	49	7	39	12	3	309	6	14	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515043	Klenovec	3	865	190	689	17	53	94	26	879	456	423	41	7	39	10	10	319	1	29	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518492	Klokoè	1	416	129	300	3	22	79	25	429	283	146	28	4	20	13	6	192	2	18	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515051	Kociha	1	166	28	143	4	5	19	0	171	103	68	10	2	6	4	10	71	0	0	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	1	798	350	448	55	48	239	8	786	378	420	50	15	38	22	8	236	0	9	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	2	797	334	463	53	88	178	15	793	389	408	65	13	31	17	7	241	4	11	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511498	Kokava nad Rimavicou	3	805	368	437	31	81	241	15	791	453	352	49	12	36	26	9	309	2	10	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516112	Koláre	1	243	60	183	11	5	12	32	228	138	105	7	0	3	6	0	16	23	4	79
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515060	Konrádovce	1	250	33	221	12	6	6	9	254	130	124	14	4	4	0	1	15	72	1	19
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516937	Kopernica	1	342	38	318	6	16	9	7	356	182	174	23	15	14	11	2	107	2	8	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508713	Kordíky	1	320	96	224	12	33	24	27	314	226	94	21	28	7	26	24	70	19	30	1
Banskobystrickı kraj	606	Zvolen	604	Detva	580520	Korytárky	1	790	295	495	28	40	186	41	770	480	310	46	53	27	46	11	284	1	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516121	Kosihovce	1	459	61	411	8	4	44	5	472	166	306	22	4	3	9	5	32	52	9	30
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516139	Kosihy nad Ip¾om	1	397	56	349	7	0	29	20	405	200	205	11	1	3	0	3	21	36	1	124
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516945	Kosorín	1	359	77	282	14	10	44	9	359	244	115	37	14	7	26	9	141	3	7	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511374	Kotmanová	1	265	55	213	5	24	24	2	268	169	99	24	1	9	5	20	108	1	1	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518506	Kováèová	1	1264	407	898	47	63	247	50	1305	896	409	108	105	42	106	53	405	23	53	1
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516147	Kováèovce	1	311	126	185	8	11	51	56	311	185	126	8	2	3	2	4	21	84	21	40
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516953	Kozelník	1	152	49	106	11	17	17	4	155	101	54	4	8	7	1	2	79	0	0	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518514	Kozí Vrbovok	1	132	48	84	6	11	26	5	130	82	50	10	12	6	0	1	52	0	1	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516961	Krahule	1	156	51	193	12	5	18	16	244	186	58	23	17	9	12	20	71	6	28	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515078	Krá¾	1	744	190	554	75	26	49	40	722	370	374	19	3	5	4	3	77	144	4	111
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508721	Králiky	1	525	142	393	14	32	73	23	535	383	152	48	28	14	41	19	191	6	36	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518531	Krá¾ovce - Krnišov	1	152	46	122	8	7	24	7	168	112	56	19	3	12	1	7	65	1	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515086	Kraskovo	1	114	37	82	0	14	20	3	119	78	41	12	2	8	3	3	50	0	0	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	1	836	219	617	33	47	73	66	828	482	354	61	71	23	67	38	166	12	44	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	2	859	174	762	20	29	83	42	936	508	428	58	33	32	77	40	197	20	49	2
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	3	836	170	666	18	35	79	38	817	372	464	59	29	23	56	17	156	10	22	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	4	940	218	722	35	64	83	36	939	628	312	80	57	35	96	34	257	20	49	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516970	Kremnica	5	996	216	784	32	57	73	54	1000	633	367	99	48	41	84	36	277	9	39	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516988	Kremnické Bane	1	211	34	177	6	3	18	7	201	109	102	18	18	10	6	2	44	2	9	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	1	778	237	541	27	49	135	26	778	523	255	44	49	33	67	18	288	5	19	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518549	Kriváò	2	631	189	442	33	30	113	13	623	433	198	44	46	21	29	18	257	1	17	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511501	Krná	1	50	22	29	4	3	15	0	51	34	17	3	1	1	4	0	22	1	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515094	Krokava	1	24	13	16	0	7	6	0	29	18	11	5	0	2	0	0	10	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	1	1190	301	889	51	99	106	45	1154	637	553	78	62	45	77	35	305	1	34	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	2	1042	301	753	47	62	144	48	1054	594	460	41	71	32	58	26	335	8	22	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	3	863	248	621	34	58	123	33	869	489	380	49	31	21	49	24	283	9	23	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	4	1239	360	879	53	112	153	42	1184	705	534	69	64	43	96	50	338	10	35	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	5	1098	259	839	43	109	80	27	1069	570	528	57	41	52	82	30	290	5	13	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518557	Krupina	6	897	270	641	50	68	119	33	911	506	405	52	35	28	58	26	269	4	34	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515108	Kruno	1	297	44	253	3	13	27	1	293	169	128	14	12	13	16	8	102	4	0	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	516996	Kunešov	1	193	16	190	2	3	10	1	206	108	98	18	6	6	6	1	62	6	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515116	Kyjatice	1	57	23	45	3	6	10	4	68	35	33	5	0	2	0	0	27	1	0	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557277	Kynce¾ová	1	317	90	237	7	28	38	17	327	212	115	24	12	8	13	25	104	8	18	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518565	Lackov	1	86	28	59	5	11	10	2	87	53	34	3	7	1	3	0	35	0	4	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599328	Ladomerská Vieska	1	657	164	494	28	31	80	25	658	407	251	53	36	35	43	16	203	5	16	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518573	Ladzany	1	248	76	183	14	15	42	5	259	172	87	16	5	21	13	1	114	0	2	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	1	57	10	55	1	0	9	0	65	38	27	1	4	2	4	1	21	2	3	0
Banskobystrickı kraj	606	Zvolen	604	Detva	511510	Látky	2	409	117	316	8	21	80	8	433	303	130	30	17	24	21	12	190	3	6	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515124	Lehota nad Rimavicou	1	239	67	172	7	21	30	9	234	146	93	18	7	14	12	5	79	1	10	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511528	Lehôtka	1	282	66	216	10	10	42	4	279	141	141	17	2	9	5	6	90	6	6	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517011	Lehôtka pod Brehmi	1	327	82	246	7	24	47	4	328	218	110	24	10	8	15	2	149	3	7	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515132	Lenartovce	1	412	132	280	46	6	46	34	399	203	209	2	0	1	0	1	6	55	1	137
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515141	Lenka	1	161	62	99	4	5	17	36	159	112	49	3	2	0	1	0	26	27	27	26
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511536	Lentvora	1	50	18	39	2	0	16	0	57	23	34	3	0	2	2	1	14	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516155	Lesenice	1	451	107	344	12	18	32	45	444	262	189	23	7	4	13	12	99	58	23	23
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518581	Leš (vojenskı obvod)	1	66	13	53	2	4	6	1	32	21	45	6	1	0	0	0	14	0	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515574	Leváre	1	83	38	47	8	5	19	6	85	58	27	1	3	0	0	2	1	2	4	45
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515159	Levkuška	1	182	27	158	6	4	11	6	185	107	78	19	1	1	0	0	9	29	2	46
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525901	Licince	1	489	93	396	45	12	28	8	483	287	202	169	7	1	2	6	10	49	3	40
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558133	Lieskovec	1	1180	301	879	31	45	204	21	1122	738	442	105	27	35	114	49	362	7	39	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511544	Lipovany	1	210	76	140	8	9	53	6	216	132	84	12	4	6	2	3	98	1	6	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515167	Lipovec	1	50	8	42	1	0	3	4	49	20	30	6	1	2	1	1	4	4	0	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518603	Lišov	1	188	81	122	5	6	68	2	203	122	81	13	1	9	10	3	84	0	2	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518611	Litava	1	573	209	364	51	29	119	10	548	262	311	26	26	16	13	6	170	1	4	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508730	Lom nad Rimavicou	1	233	68	171	7	11	41	9	239	176	63	16	17	31	5	1	103	1	2	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517020	Lovèa	1	589	169	420	31	14	108	16	583	388	201	56	63	20	49	12	172	6	10	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	1	694	134	560	35	26	55	18	686	445	249	51	47	25	51	22	234	1	14	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517038	Lovèica - Trubín	2	582	122	460	25	14	71	12	580	388	194	44	31	25	33	16	230	3	6	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	1	1483	325	1158	26	96	171	32	1469	755	728	104	38	17	55	26	491	5	19	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511552	Lovinobaòa	2	173	49	133	8	12	24	5	182	102	80	16	4	0	10	11	57	1	3	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525928	Lubeník	1	1056	203	853	52	48	80	23	1019	468	588	68	11	28	15	9	305	10	22	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508748	¼ubietová	1	930	197	733	44	56	70	27	876	536	394	103	40	17	86	34	218	6	32	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511561	¼uboreè	1	269	55	214	14	10	21	10	266	105	164	31	6	10	5	2	47	3	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516163	¼uborieèka	1	114	30	84	3	1	15	11	108	69	45	9	11	2	4	1	38	0	4	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508756	Luèatín	1	549	132	417	17	40	44	31	540	327	222	59	33	12	33	24	132	7	27	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	1	1463	256	1207	35	51	99	71	1454	658	805	98	29	33	73	51	196	83	57	38
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	2	1201	203	998	21	52	75	55	1168	569	632	66	16	13	56	40	223	83	41	31
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	3	875	209	704	27	20	121	41	913	467	446	34	26	8	47	34	173	87	37	21
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	4	1180	222	958	21	47	104	50	1169	596	584	75	17	17	90	46	214	71	35	31
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	5	970	144	826	19	31	68	26	962	411	559	50	23	7	55	38	148	60	12	18
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	6	649	134	515	19	21	56	38	627	308	341	25	11	10	39	26	135	37	19	6
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	7	501	90	415	10	25	29	26	505	232	273	22	10	7	39	14	76	33	19	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	8	808	140	668	12	25	70	33	800	431	377	33	16	16	37	23	159	82	32	33
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	9	818	178	640	25	22	100	31	786	439	379	74	8	5	40	24	182	66	24	16
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	10	1271	204	1067	21	30	112	41	1187	472	799	52	17	12	57	33	173	73	32	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	11	760	163	597	31	20	82	30	760	431	329	53	20	9	42	19	183	59	32	14
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	12	728	158	570	20	37	69	32	727	375	353	46	25	7	36	24	144	42	25	26
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	13	962	190	772	23	30	90	47	945	486	476	49	20	14	38	29	206	84	33	13
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	14	649	155	494	20	31	73	31	641	373	276	40	15	10	42	17	161	43	26	19
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	15	933	177	769	21	26	94	36	946	498	448	35	20	9	60	17	200	91	34	32
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	16	830	114	733	19	33	48	14	847	307	540	37	8	17	36	11	148	26	15	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	17	865	113	752	16	28	43	26	834	397	468	56	12	12	49	18	154	46	30	20
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	18	888	151	750	23	24	84	20	901	419	482	46	19	14	47	11	202	44	27	9
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	19	936	142	794	20	30	61	31	922	394	542	38	14	15	49	19	175	45	27	12
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	20	757	150	607	21	36	66	27	753	410	347	41	13	18	46	24	142	68	41	17
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	21	835	112	723	5	29	56	22	820	368	467	43	6	24	47	22	159	35	28	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	22	770	86	684	7	15	49	15	763	286	484	32	7	3	41	29	103	52	15	4
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	23	1054	187	881	24	35	109	19	1068	473	595	51	15	27	59	27	205	49	27	13
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	24	929	130	799	22	32	56	20	894	431	498	56	11	24	48	26	191	46	24	5
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	25	709	119	604	24	11	50	34	723	363	360	35	23	17	43	20	143	58	14	10
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511218	Luèenec	26	349	68	281	6	13	37	12	347	201	148	20	13	11	27	10	72	32	15	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517046	Lúèky	1	173	45	138	8	14	19	4	183	93	90	16	10	11	7	3	40	3	3	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	558087	Lukavica	1	130	36	94	4	4	22	6	129	83	47	14	2	4	3	3	39	1	17	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515175	Lukovištia	1	157	31	132	7	6	16	2	163	104	59	10	8	8	6	7	62	2	0	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511579	Lupoè	1	189	50	139	6	6	38	0	188	96	93	21	5	9	2	6	50	1	2	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	599336	Lutila	1	1118	228	890	31	52	107	38	1089	725	393	88	44	54	79	48	326	12	74	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	1	265	48	219	9	7	31	1	267	134	133	17	1	10	6	3	95	0	2	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	525944	Magnezitovce	2	81	17	69	6	4	6	1	86	50	36	9	2	3	0	1	35	0	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516171	Malá Èalomija	1	189	38	151	8	4	18	8	169	111	78	16	5	5	3	1	68	11	2	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517062	Malá Lehota	1	761	99	699	22	9	65	3	798	484	314	30	35	37	21	7	347	2	5	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	580244	Malachov	1	899	205	694	22	35	101	47	877	584	315	78	26	20	70	28	292	6	64	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558206	Malé Straciny	1	106	27	79	4	2	21	0	102	59	47	6	8	5	1	1	27	5	6	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516198	Malé Zlievce	1	224	63	161	3	11	35	14	212	123	101	20	7	4	4	1	61	8	18	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	1	539	196	343	24	40	114	18	518	323	216	42	6	14	24	16	213	2	6	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511595	Málinec	2	609	178	455	37	52	84	5	633	347	286	38	5	18	30	9	236	5	5	1
