namekraj	idobvod	nameobvod	idokres	nameokres	idobec	nameobec	idokrsek	vuc1_13_votersreg	vuc1_13_votersvalid	vuc1_13_nevolici	vuc1_13_other	vuc1_13_kotleba	vuc1_13_manka	vuc1_13_kanik	nr_13_votersreg	nr_13_votersvalid	nr_13_nevolici	nr_13_other	nr_13_kdh	nr_13_sns	nr_13_ol	nr_13_sas	nr_13_smer	nr_13_most	nr_13_sdku	nr_13_smk
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	18	784	128	656	10	42	52	24	777	409	375	66	9	14	12	13	155	81	19	40
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	19	1135	163	978	17	51	50	45	1141	536	605	61	13	21	16	27	192	125	25	56
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	20	491	85	406	4	22	36	23	450	251	240	17	14	8	16	18	103	35	15	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	21	1161	159	1011	15	57	54	33	1170	564	606	91	19	17	32	31	210	100	30	34
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	22	1227	164	1063	17	57	58	32	1227	576	651	74	17	34	25	31	161	137	34	63
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	23	798	143	655	11	51	54	27	776	366	432	47	10	12	16	31	130	69	16	35
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	24	1071	190	881	33	45	73	39	1065	445	626	35	12	10	6	24	132	120	17	89
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	25	570	165	405	56	0	107	2	548	113	457	52	2	4	1	0	6	5	0	43
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	26	135	47	88	12	11	18	6	125	69	66	6	5	1	1	2	18	28	4	4
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	514462	Rimavská Sobota	27	139	47	92	6	5	33	3	130	72	67	11	0	4	5	5	43	2	0	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515451	Rimavské Brezovo	1	418	81	337	15	29	34	3	415	230	188	44	6	12	6	9	148	2	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515469	Rimavské Janovce	1	1039	151	888	25	23	57	46	1019	431	608	60	23	26	12	7	135	85	16	67
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	557811	Rimavské Zaluany	1	272	88	184	11	21	52	4	259	195	77	15	2	22	7	4	123	7	14	1
Banskobystrickı kraj	603	Luèenec	607	Poltár	511820	Rovòany	1	215	57	158	3	12	35	7	211	136	79	18	7	5	3	3	97	0	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515485	Rovné	1	103	40	72	2	16	18	4	112	77	35	19	1	4	2	0	46	1	4	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517232	Rudno nad Hronom	1	419	102	325	19	19	54	10	427	295	132	31	37	18	19	7	168	1	14	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515493	Rumince	1	307	69	244	14	9	35	11	313	203	110	9	1	3	1	1	68	28	1	91
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511838	Ruiná	1	659	128	540	20	37	65	6	668	364	304	84	19	72	12	2	170	0	5	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515507	Rybník	1	107	12	95	7	1	3	1	105	43	64	6	1	3	0	2	30	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	1	42	20	23	1	6	13	0	43	32	11	2	0	3	1	2	23	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518701	Rykynèice	2	224	69	164	19	16	32	2	233	144	89	15	35	26	14	4	41	7	2	0
Banskobystrickı kraj	606	Rimavská Sobota	611	Zvolen	518727	Sása	1	105	12	98	7	2	3	0	110	48	62	9	2	4	0	0	32	1	0	0
Banskobystrickı kraj	604	Zvolen	608	Revúca	557820	Sása	1	753	190	563	21	31	122	16	737	440	313	62	40	26	36	20	231	6	19	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	1	176	51	127	7	3	40	1	178	137	41	20	9	7	12	6	74	1	8	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508977	Sebedín - Beèov	2	132	35	106	5	12	18	0	141	73	68	9	1	7	6	8	38	1	3	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518735	Sebechleby	1	937	383	554	54	130	152	47	919	526	411	35	131	37	71	15	221	4	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516333	Seèianky	1	323	55	268	7	1	28	19	318	185	138	4	0	3	4	3	8	19	0	144
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516341	Se¾any	1	185	44	141	10	2	26	6	183	85	100	9	3	8	2	0	18	26	4	15
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	1	833	209	624	18	55	67	69	832	526	307	77	63	19	68	18	206	9	66	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	515515	Selce	1	92	48	52	5	12	26	5	100	68	32	12	6	5	0	0	45	0	0	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518743	Selce	1	88	25	65	4	7	13	1	90	57	33	5	9	6	2	2	32	0	1	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	508985	Selce	2	974	279	695	40	77	74	88	931	564	410	72	86	16	91	31	192	9	67	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516368	Senné	1	189	67	123	10	4	45	8	190	109	81	11	3	14	2	3	60	8	8	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518751	Senohrad	1	616	159	457	41	25	89	4	614	343	273	22	49	30	16	4	213	4	5	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518760	Sielnica	1	1051	210	841	21	39	130	20	1042	605	446	80	66	30	58	41	285	15	30	0
Banskobystrickı kraj	602	Brezno	603	Brezno	508993	Sihla	1	164	25	151	3	7	14	1	176	115	61	16	6	7	12	6	67	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	1	561	126	445	13	67	45	1	571	365	206	86	6	11	3	0	255	4	0	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526258	Sirk	2	249	116	137	10	21	85	0	253	166	87	9	0	6	0	0	149	0	1	1
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515523	Skerešovo	1	185	41	144	3	9	19	10	185	101	84	11	4	1	0	0	32	32	1	20
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516376	Sklabiná	1	690	58	632	11	7	38	2	671	292	398	37	15	34	9	6	179	4	8	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517241	Sklené Teplice	1	372	127	287	19	26	70	12	414	296	118	26	25	17	17	13	175	2	20	1
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517259	Slaská	1	399	163	236	42	36	68	17	396	252	147	31	20	16	22	6	135	13	9	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518794	Slatinské Lazy	1	403	130	283	29	9	87	5	413	260	153	30	21	7	24	8	153	4	13	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	1	817	149	668	17	26	80	26	809	481	336	59	36	18	52	39	207	19	51	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	2	1550	432	1118	66	85	200	81	1515	1009	541	144	90	42	161	100	329	41	102	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	3	790	248	542	21	46	123	58	741	500	290	55	40	31	42	55	195	15	67	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	4	1001	274	727	36	47	141	50	997	661	340	93	58	29	94	57	245	20	65	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518808	Sliaè	5	111	26	85	6	6	11	3	90	75	36	6	11	3	1	2	39	11	0	2
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515531	Slizké	1	123	12	111	2	3	6	1	115	43	80	6	0	1	1	1	27	5	0	2
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	1	865	181	684	18	76	69	18	855	502	363	98	49	24	40	28	228	9	26	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	2	904	156	748	18	66	51	21	873	517	387	57	47	29	57	34	241	7	45	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509001	Slovenská ¼upèa	3	938	172	766	18	44	74	36	899	560	378	75	50	39	65	54	234	10	33	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516384	Slovenské Ïarmoty	1	475	57	418	9	8	20	20	438	181	294	22	1	7	10	2	71	34	17	17
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516392	Slovenské K¾aèany	1	124	20	104	4	2	8	6	119	49	75	7	3	2	0	3	26	5	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515540	Stará Bašta	1	286	75	218	6	2	52	15	293	184	109	5	3	1	1	1	4	34	2	133
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511846	Stará Haliè	1	541	145	396	14	23	84	24	496	293	248	33	48	17	11	2	175	2	5	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518816	Stará Huta	1	274	54	229	3	11	34	6	283	174	109	8	23	6	5	3	109	0	20	0
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517267	Stará Kremnièka	1	886	206	680	48	66	75	17	877	509	377	61	24	76	56	29	240	2	21	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509019	Staré Hory	1	453	121	342	15	36	48	22	463	297	166	36	28	17	38	20	124	12	22	0
Banskobystrickı kraj	606	Zvolen	604	Detva	518824	Stook	1	789	242	547	16	69	138	19	746	498	291	45	29	27	56	20	302	4	15	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515566	Stránska	1	273	52	221	20	6	21	5	273	123	150	19	1	0	2	1	54	21	3	22
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516406	Stredné Plachtince	1	547	61	486	3	16	35	7	539	227	320	31	6	11	15	4	146	8	6	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509027	Strelníky	1	651	136	515	27	40	59	10	643	426	225	73	3	25	41	32	235	6	11	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515582	Studená	1	213	50	169	17	11	12	10	219	113	106	3	2	0	3	0	4	48	0	53
Banskobystrickı kraj	606	Zvolen	605	Krupina	518832	Sudince	1	55	28	31	7	3	18	0	59	40	19	8	3	0	2	0	26	0	1	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518841	Súdovce	1	160	29	147	5	6	18	0	176	98	78	17	12	1	3	4	60	0	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516414	Sucháò	1	205	52	153	7	3	40	2	197	107	98	25	2	4	2	3	69	1	1	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516422	Suché Brezovo	1	76	12	75	3	0	8	1	87	54	33	14	3	3	3	0	30	0	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	515591	Sušany	1	364	118	260	16	19	77	6	378	253	125	27	34	15	7	9	156	3	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515604	Sútor	1	317	109	208	65	1	41	2	303	253	64	4	2	0	0	0	13	4	229	1
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	516597	Svätı Anton	1	996	242	757	63	50	86	43	999	584	415	60	77	34	47	17	321	12	16	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511854	Šávo¾	1	429	115	321	38	8	56	13	436	252	184	12	4	0	2	0	18	44	2	170
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511862	Šiatorská Bukovinka	1	268	95	173	10	22	56	7	254	166	102	40	5	11	7	1	99	1	1	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511871	Šíd	1	884	176	708	66	24	61	25	864	299	585	9	6	6	3	2	20	103	0	150
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515621	Šimonovce	1	414	190	224	111	16	29	34	411	259	155	13	4	1	0	2	3	173	0	63
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516431	Širákov	1	185	20	168	1	1	9	9	188	86	102	4	6	3	3	0	16	27	2	25
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515639	Širkovce	1	667	126	543	54	18	35	19	669	280	389	7	5	0	9	1	9	132	0	117
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526304	Šivetice	1	250	124	139	29	5	84	6	263	119	144	25	3	5	3	1	75	2	2	3
Banskobystrickı kraj	603	Luèenec	607	Poltár	511889	Šoltıska	1	117	39	78	7	6	26	0	117	103	14	13	8	6	3	2	62	1	8	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509035	Špania Dolina	1	158	50	137	14	7	24	5	187	143	44	18	28	3	31	4	45	4	10	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515647	Španie Pole	1	60	19	49	3	4	11	1	68	39	29	6	1	3	1	3	24	1	0	0
Banskobystrickı kraj	607	iar nad Hronom	602	Banská Štiavnica	517283	Štiavnické Bane	1	680	154	526	27	14	72	41	680	492	188	52	44	39	47	25	243	13	29	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515655	Štrkovec	1	286	79	207	8	7	50	14	285	172	114	10	3	0	3	0	15	41	3	97
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516449	Šu¾a	1	58	15	52	1	2	11	1	67	43	24	7	1	1	0	0	30	2	2	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509043	Šumiac	1	1041	210	855	8	97	87	18	1065	583	482	92	17	40	17	13	380	5	19	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511897	Šurice	1	424	121	303	17	8	72	24	407	223	201	9	1	1	2	0	14	84	2	110
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515663	Tachty	1	444	169	275	28	5	68	68	440	308	136	11	2	1	4	1	1	174	1	113
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	509060	Tajov	1	495	131	364	22	31	53	25	465	339	156	42	49	23	37	18	132	10	28	0
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517291	Tekovská Breznica	1	1036	194	857	26	29	130	9	1051	683	368	61	40	39	87	17	410	3	25	1
Banskobystrickı kraj	602	Brezno	603	Brezno	509051	Telgárt	1	1108	109	999	20	31	35	23	1105	497	611	96	49	36	26	17	248	4	20	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515671	Teplı Vrch	1	252	55	197	5	22	26	2	248	170	82	16	5	14	3	4	102	16	9	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518867	Terany	1	508	128	383	13	28	87	0	511	284	227	49	17	21	6	10	169	4	8	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	1	461	80	381	10	24	36	10	447	205	256	30	8	7	4	16	120	4	16	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	2	796	217	586	19	61	115	22	803	470	333	65	19	28	24	25	284	7	18	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	3	859	223	644	16	65	108	34	867	465	402	61	24	26	17	23	269	10	35	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	4	768	171	597	17	77	70	7	744	413	355	77	7	38	19	19	222	16	14	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515680	Tisovec	5	387	85	310	17	35	28	5	395	187	208	24	6	8	10	4	128	2	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511901	Toènica	1	272	97	179	24	24	44	5	276	145	131	28	3	7	3	9	91	0	4	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511919	Tomášovce	1	1173	476	697	43	92	302	39	1148	736	437	106	34	31	51	39	422	19	33	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515698	Tomášovce	1	146	33	113	6	6	16	5	140	79	67	5	1	0	0	0	9	27	1	36
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	1	329	81	253	10	14	51	6	334	143	191	16	2	1	1	3	46	47	4	23
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	2	591	137	454	33	9	55	40	582	302	289	19	4	5	6	1	41	142	4	80
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	3	609	130	479	19	8	69	34	601	277	332	17	1	8	7	4	27	66	9	138
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	4	476	118	362	28	11	46	33	480	198	282	13	0	0	3	13	18	36	7	108
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	5	738	140	598	22	22	59	37	708	316	422	22	2	4	11	3	57	79	12	126
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	6	739	155	584	27	17	83	28	715	296	443	33	5	7	16	2	27	76	11	119
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	7	953	155	810	22	44	61	28	965	397	568	42	6	7	15	10	48	134	10	125
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	8	1137	266	871	54	36	116	60	1104	536	601	40	10	6	13	8	67	139	11	242
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	515612	Torna¾a	9	599	119	480	7	14	75	23	571	277	322	22	5	8	8	2	38	81	2	111
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	1	399	90	309	4	13	60	13	394	188	211	19	6	6	5	4	95	24	6	23
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	2	104	29	81	4	2	18	5	110	72	38	7	2	2	5	6	22	27	0	1
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511927	Trebe¾ovce	3	242	67	175	13	12	38	4	241	159	83	20	5	4	4	0	116	7	0	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516457	Trebušovce	1	169	49	120	5	1	19	24	162	99	70	7	2	1	2	1	10	45	1	30
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557340	Trenè	1	323	37	286	12	5	14	6	321	112	211	42	7	0	3	1	37	12	6	4
Banskobystrickı kraj	607	iar nad Hronom	613	iar nad Hronom	517313	Trnavá Hora	1	960	150	810	16	43	76	15	952	590	370	65	86	33	36	21	325	8	16	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518875	Tànie	1	311	82	230	7	16	54	5	312	213	99	23	37	10	23	9	99	5	6	1
Banskobystrickı kraj	606	Zvolen	605	Krupina	518883	Trpín	1	100	35	65	3	14	15	3	96	70	30	8	13	5	4	2	30	1	7	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511943	Tuhár	1	316	90	226	13	33	40	4	312	187	129	24	17	18	6	2	116	2	2	0
Banskobystrickı kraj	604	Rimavská Sobota	608	Revúca	526321	Turèok	1	192	81	117	5	14	60	2	198	134	64	26	7	1	3	0	91	1	5	0
Banskobystrickı kraj	601	Banská Bystrica	601	Banská Bystrica	557269	Turecká	1	127	35	96	2	9	19	5	131	96	35	9	13	8	12	9	32	3	10	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	518891	Turová	1	341	102	239	11	14	73	4	331	243	98	25	31	10	17	9	143	0	8	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	511978	Uhorské	1	442	157	294	24	33	90	10	451	262	189	36	6	24	19	7	162	4	4	0
Banskobystrickı kraj	606	Zvolen	605	Krupina	518905	Uòatín	1	146	60	86	7	15	37	1	141	103	43	11	16	7	2	2	64	0	1	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	1	786	194	592	16	28	141	9	767	484	302	44	9	28	13	16	367	4	3	0
Banskobystrickı kraj	603	Luèenec	607	Poltár	580317	Utekáè	2	93	28	68	5	5	16	2	96	57	39	5	4	2	0	1	43	0	2	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515701	Uzovská Panica	1	476	128	348	82	14	25	7	467	194	282	23	15	6	8	5	28	35	6	68
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	1	1244	299	945	26	110	122	41	1224	690	554	121	49	26	42	41	363	12	36	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	2	1129	238	906	22	94	98	24	1144	674	470	120	29	32	46	18	383	14	32	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	3	447	110	340	10	43	47	10	450	249	201	55	21	20	18	13	102	4	16	0
Banskobystrickı kraj	602	Brezno	603	Brezno	509086	Valaská	4	276	53	230	5	14	29	5	283	150	133	26	3	9	2	14	91	1	4	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515795	Valice	1	206	55	159	33	3	15	4	214	106	108	6	5	1	2	2	25	24	0	41
Banskobystrickı kraj	602	Brezno	603	Brezno	509094	Va¾kovòa	1	242	37	205	20	5	10	2	235	123	119	12	3	11	6	1	89	0	1	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515710	Vèelince	1	640	126	514	37	12	55	22	623	271	369	13	0	1	2	1	14	105	5	130
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515728	Veèelkov	1	218	60	158	13	2	35	10	218	145	73	8	1	0	0	4	1	33	1	97
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516465	Ve¾ká Èalomija	1	538	132	406	15	8	53	56	517	302	236	24	2	4	0	2	36	67	7	160
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517330	Ve¾ká Lehota	1	952	135	836	25	28	77	5	971	647	324	63	60	30	48	6	436	1	3	0
Banskobystrickı kraj	606	Zvolen	611	Zvolen	581585	Ve¾ká Lúka	1	432	116	316	9	17	70	20	403	267	165	38	18	12	16	15	135	9	24	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	511994	Ve¾ká nad Ip¾om	1	744	99	645	7	26	54	12	744	319	425	38	8	1	14	12	76	116	1	53
Banskobystrickı kraj	603	Luèenec	607	Poltár	512001	Ve¾ká Ves	1	377	87	305	10	34	32	11	392	250	142	28	10	28	28	7	138	5	6	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516473	Ve¾ká Ves nad Ip¾om	1	343	53	290	7	0	15	31	323	181	162	12	2	1	1	0	20	50	3	92
Banskobystrickı kraj	603	Luèenec	606	Luèenec	512010	Ve¾ké Dravce	1	537	226	311	31	13	158	24	514	258	279	18	3	4	7	2	28	97	2	97
Banskobystrickı kraj	607	iar nad Hronom	612	arnovica	517348	Ve¾ké Pole	1	285	51	248	6	2	39	4	299	139	160	17	6	7	9	4	93	1	2	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	558214	Ve¾ké Straciny	1	140	28	112	6	2	16	4	138	74	66	13	5	3	9	3	37	1	3	0
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	1	583	133	450	14	50	60	9	582	314	269	74	5	10	17	4	189	9	5	1
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515736	Ve¾ké Teriakovce	2	165	37	131	2	19	16	0	168	95	73	17	1	10	2	2	61	2	0	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516490	Ve¾ké Zlievce	1	380	42	338	2	4	20	16	375	177	203	16	9	7	3	5	96	14	12	15
Banskobystrickı kraj	604	Rimavská Sobota	609	Rimavská Sobota	515744	Ve¾kı Blh	1	808	102	706	15	12	50	25	797	434	374	28	9	2	1	4	69	199	3	119
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	1	675	144	531	22	19	74	29	641	376	299	26	20	20	34	19	211	17	24	5
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	2	1074	81	1005	12	17	40	12	1086	463	623	55	24	27	46	26	230	24	27	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	3	1004	116	888	15	30	49	22	981	488	516	71	21	33	45	26	220	24	32	16
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	4	840	98	742	15	28	35	20	822	375	465	68	10	25	25	9	188	21	26	3
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	5	697	45	658	13	6	10	16	703	170	533	33	5	9	15	8	76	12	12	0
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	6	1025	94	931	5	28	34	27	1015	408	617	54	10	31	34	19	205	27	21	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	7	658	117	541	16	14	62	25	641	396	262	54	16	18	34	29	182	35	24	4
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	8	932	158	774	15	38	81	24	927	498	434	63	22	23	50	28	255	25	26	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	9	458	93	365	15	9	46	23	448	271	187	33	7	12	13	20	147	19	13	7
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	10	978	72	1016	13	9	33	17	1088	300	788	47	11	12	21	15	170	11	7	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	11	1189	136	1053	27	27	67	15	1031	439	750	44	25	20	42	25	232	21	20	10
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	515850	Ve¾kı Krtíš	12	741	152	589	16	22	86	28	720	449	292	39	25	24	25	16	238	42	25	15
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516503	Ve¾kı Lom	1	152	26	134	1	1	18	6	160	78	82	4	0	4	3	0	61	1	5	0
Banskobystrickı kraj	603	Luèenec	606	Luèenec	557307	Vidiná	1	1551	377	1174	37	80	223	37	1525	953	598	115	63	55	90	41	493	24	66	6
Banskobystrickı kraj	605	Ve¾kı Krtíš	610	Ve¾kı Krtíš	516511	Vieska	1	168	41	127	6	14	17	4	166	114	54	14	3	5	7	2	75	2	6	0
